birth_year,area,normalized_area,births,is_total,row_ok,source_file,meeting_date,table_date,k_year
2001,BC-Creekside,BC-Creekside,9,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2001,BC-Mesa,BC-Mesa,17,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2001,Bear Creek,Bear Creek,24,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2001,Birch,Birch,86,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2001,Coal Creek,Coal Creek,53,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2001,Columbine,Columbine,171,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2001,Creekside,Creekside,175,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2001,Crest View,Crest View,128,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2001,Douglass,Douglass,30,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2001,Eisenhower,Eisenhower,73,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2001,Eldorado (K-5),Eldorado,79,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2001,Emerald,Emerald,73,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2001,Fireside,Fireside,51,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2001,Flatirons,Flatirons,80,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2001,Foothill,Foothill,95,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2001,Gold Hill,Gold Hill,1,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2001,Heatherwood,Heatherwood,91,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2001,Jamestown,Jamestown,7,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2001,Kohl,Kohl,47,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2001,Lafayette,Lafayette,150,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2001,Louisville,Louisville,70,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2001,Meadowlark,Meadowlark,85,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2001,Mesa,Mesa,19,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2001,Monarch (K-5),Monarch,80,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2001,Nederland,Nederland,83,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2001,Ryan,Ryan,147,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2001,Sanchez,Sanchez,104,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2001,Superior,Superior,91,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2001,Unlocated,Unlocated,3,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2001,Whittier,Whittier,145,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2001,BVSD,BVSD,2329,True,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2001,Boulder Total,Boulder Total,1027,True,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2001,E County Total,E County Total,1044,True,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2002,Aspen Crk,Aspen Creek,58,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2002,BC-Creekside,BC-Creekside,7,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2002,BC-Mesa,BC-Mesa,18,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2002,Bear Creek,Bear Creek,13,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2002,Birch,Birch,71,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2002,Coal Creek,Coal Creek,54,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2002,Columbine,Columbine,180,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2002,Creekside,Creekside,179,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2002,Crest View,Crest View,152,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2002,Douglass,Douglass,29,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2002,Eisenhower,Eisenhower,71,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2002,Eldorado (K-5),Eldorado,82,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2002,Emerald,Emerald,89,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2002,Fireside,Fireside,59,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2002,Flatirons,Flatirons,59,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2002,Foothill,Foothill,90,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2002,Gold Hill,Gold Hill,4,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2002,Heatherwood,Heatherwood,57,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2002,Jamestown,Jamestown,5,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2002,Kohl,Kohl,63,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2002,Lafayette,Lafayette,136,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2002,Louisville,Louisville,80,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2002,Meadowlark,Meadowlark,70,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2002,Mesa,Mesa,26,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2002,Monarch (K-5),Monarch,66,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2002,Nederland,Nederland,77,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2002,Ryan,Ryan,145,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2002,Sanchez,Sanchez,111,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2002,Superior,Superior,74,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2002,Unlocated,Unlocated,2,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2002,Whittier,Whittier,133,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2002,BVSD,BVSD,2260,True,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2002,Boulder Total,Boulder Total,985,True,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2002,E County Total,E County Total,1035,True,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2003,Aspen Crk,Aspen Creek,52,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2003,BC-Creekside,BC-Creekside,9,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2003,BC-Mesa,BC-Mesa,17,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2003,Bear Creek,Bear Creek,19,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2003,Birch,Birch,53,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2003,Coal Creek,Coal Creek,74,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2003,Columbine,Columbine,168,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2003,Creekside,Creekside,160,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2003,Crest View,Crest View,117,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2003,Douglass,Douglass,51,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2003,Eisenhower,Eisenhower,92,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2003,Eldorado (K-5),Eldorado,82,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2003,Emerald,Emerald,72,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2003,Fireside,Fireside,44,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2003,Flatirons,Flatirons,80,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2003,Foothill,Foothill,120,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2003,Gold Hill,Gold Hill,1,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2003,Heatherwood,Heatherwood,70,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2003,Jamestown,Jamestown,5,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2003,Kohl,Kohl,59,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2003,Lafayette,Lafayette,138,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2003,Louisville,Louisville,69,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2003,Meadowlark,Meadowlark,53,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2003,Mesa,Mesa,26,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2003,Monarch (K-5),Monarch,45,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2003,Nederland,Nederland,94,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2003,Ryan,Ryan,117,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2003,Sanchez,Sanchez,93,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2003,Superior,Superior,96,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2003,Unlocated,Unlocated,3,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2003,Whittier,Whittier,142,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2003,BVSD,BVSD,2221,True,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2003,Boulder Total,Boulder Total,1020,True,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2003,E County Total,E County Total,963,True,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2004,Aspen Crk,Aspen Creek,57,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2004,BC-Creekside,BC-Creekside,7,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2004,BC-Mesa,BC-Mesa,26,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2004,Bear Creek,Bear Creek,14,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2004,Birch,Birch,58,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2004,Coal Creek,Coal Creek,49,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2004,Columbine,Columbine,175,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2004,Creekside,Creekside,145,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2004,Crest View,Crest View,150,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2004,Douglass,Douglass,43,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2004,Eisenhower,Eisenhower,74,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2004,Eldorado (K-5),Eldorado,79,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2004,Emerald,Emerald,78,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2004,Fireside,Fireside,63,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2004,Flatirons,Flatirons,63,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2004,Foothill,Foothill,100,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2004,Gold Hill,Gold Hill,3,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2004,Heatherwood,Heatherwood,58,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2004,Jamestown,Jamestown,7,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2004,Kohl,Kohl,54,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2004,Lafayette,Lafayette,101,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2004,Louisville,Louisville,74,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2004,Meadowlark,Meadowlark,61,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2004,Mesa,Mesa,33,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2004,Monarch (K-5),Monarch,47,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2004,Nederland,Nederland,73,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2004,Ryan,Ryan,115,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2004,Sanchez,Sanchez,93,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2004,Superior,Superior,76,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2004,Unlocated,Unlocated,1,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2004,Whittier,Whittier,136,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2004,BVSD,BVSD,2113,True,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2004,Boulder Total,Boulder Total,981,True,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2004,E County Total,E County Total,908,True,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2005,Aspen Crk,Aspen Creek,53,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2005,BC-Creekside,BC-Creekside,6,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2005,BC-Mesa,BC-Mesa,26,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2005,Bear Creek,Bear Creek,26,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2005,Birch,Birch,60,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2005,Coal Creek,Coal Creek,51,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2005,Columbine,Columbine,163,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2005,Creekside,Creekside,166,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2005,Crest View,Crest View,134,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2005,Douglass,Douglass,44,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2005,Eisenhower,Eisenhower,84,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2005,Eldorado (K-5),Eldorado,76,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2005,Emerald,Emerald,77,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2005,Fireside,Fireside,66,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2005,Flatirons,Flatirons,61,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2005,Foothill,Foothill,95,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2005,Gold Hill,Gold Hill,3,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2005,Heatherwood,Heatherwood,70,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2005,Jamestown,Jamestown,4,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2005,Kohl,Kohl,50,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2005,Lafayette,Lafayette,122,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2005,Louisville,Louisville,65,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2005,Meadowlark,Meadowlark,36,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2005,Mesa,Mesa,30,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2005,Monarch (K-5),Monarch,41,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2005,Nederland,Nederland,101,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2005,Ryan,Ryan,122,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2005,Sanchez,Sanchez,93,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2005,Superior,Superior,70,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2005,Unlocated,Unlocated,0,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2005,Whittier,Whittier,114,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2005,BVSD,BVSD,2109,True,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2005,Boulder Total,Boulder Total,975,True,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2005,E County Total,E County Total,914,True,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2006,Aspen Crk,Aspen Creek,62,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2006,BC-Creekside,BC-Creekside,3,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2006,BC-Mesa,BC-Mesa,21,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2006,Bear Creek,Bear Creek,17,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2006,Birch,Birch,64,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2006,Coal Creek,Coal Creek,72,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2006,Columbine,Columbine,168,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2006,Creekside,Creekside,145,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2006,Crest View,Crest View,115,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2006,Douglass,Douglass,47,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2006,Eisenhower,Eisenhower,81,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2006,Eldorado (K-5),Eldorado,78,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2006,Emerald,Emerald,96,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2006,Fireside,Fireside,57,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2006,Flatirons,Flatirons,58,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2006,Foothill,Foothill,115,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2006,Gold Hill,Gold Hill,1,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2006,Heatherwood,Heatherwood,64,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2006,Jamestown,Jamestown,6,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2006,Kohl,Kohl,50,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2006,Lafayette,Lafayette,121,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2006,Louisville,Louisville,68,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2006,Meadowlark,Meadowlark,44,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2006,Mesa,Mesa,19,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2006,Monarch (K-5),Monarch,45,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2006,Nederland,Nederland,84,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2006,Ryan,Ryan,117,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2006,Sanchez,Sanchez,111,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2006,Superior,Superior,59,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2006,Unlocated,Unlocated,3,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2006,Whittier,Whittier,114,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2006,BVSD,BVSD,2105,True,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2006,Boulder Total,Boulder Total,920,True,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2006,E County Total,E County Total,969,True,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2007,Aspen Crk,Aspen Creek,52,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2007,BC-Creekside,BC-Creekside,5,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2007,BC-Mesa,BC-Mesa,22,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2007,Bear Creek,Bear Creek,23,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2007,Birch,Birch,52,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2007,Coal Creek,Coal Creek,55,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2007,Columbine,Columbine,157,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2007,Creekside,Creekside,156,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2007,Crest View,Crest View,144,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2007,Douglass,Douglass,54,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2007,Eisenhower,Eisenhower,100,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
2007,Eldorado (K-5),Eldorado,65,False,True,enrollment_update_05_births_by_attendance_area_2018-01-09.txt,2018-01-09,9/23/2017,
