spec,key,fit_through,vintage,target_fall,horizon,actual,p50,p2_5,p10,p25,p75,p90,p97_5,in50,in80,in95,above_p90,below_p10,ape_model,pct_err_model,ape_bvsd
trend,communitymontessori,2023,jan2024,2024,1,232.0,228.27040831155568,192.7437732866122,197.3246017728077,221.97283516294485,233.86001259915741,237.92110920451714,241.48538650525268,True,True,True,False,False,1.6075826243294464,-1.6075826243294464,2.586206896551724
trend,communitymontessori,2023,jan2024,2025,2,193.0,222.86284626482467,181.83214295232887,191.9468732778808,209.65715876588098,231.04310453742522,237.8927348647392,245.19016923526382,False,True,True,False,False,15.472977339287391,15.472977339287391,17.616580310880828
trend,creeksideelementaryatmartinpark,2023,jan2024,2024,1,327.0,322.97711663942147,282.80604244153926,296.36457150215216,311.4018685200696,350.5139406131706,364.158371161048,376.55542975264814,True,True,True,False,False,1.2302395598099487,-1.2302395598099487,1.834862385321101
trend,creeksideelementaryatmartinpark,2023,jan2024,2025,2,288.0,319.6494491542569,259.3915096441091,276.995786942304,296.45117227203383,344.30375794950834,369.9230897291809,397.0485369658716,False,True,True,False,False,10.989392067450312,10.989392067450312,8.680555555555555
trend,crestviewelementary,2023,jan2024,2024,1,390.0,402.1863455999312,341.6715762239453,350.78458052261954,390.2057443305573,417.86098054342665,433.58610818924916,442.3514844262323,False,True,True,False,False,3.1247039999823594,3.1247039999823594,1.2820512820512822
trend,crestviewelementary,2023,jan2024,2025,2,330.0,374.82094210795617,304.0440160670338,320.20971291881665,352.4547116680599,396.4760814561688,416.36487182790023,438.7475882218578,False,True,True,False,False,13.582103669077627,13.582103669077627,9.696969696969695
trend,douglasselementaryschool,2023,jan2024,2024,1,282.0,280.0496818030804,226.4557611029621,232.08317016561298,268.1208619542874,288.4275123838969,296.96450549542703,304.8877230927782,True,True,True,False,False,0.6916021974892287,-0.6916021974892287,3.5460992907801416
trend,douglasselementaryschool,2023,jan2024,2025,2,281.0,268.0714304167152,201.15949282079242,217.57539981029714,243.93597394448764,283.56073294013106,295.7026164996854,305.89727294913564,True,True,True,False,False,4.600914442450106,-4.600914442450106,5.693950177935943
trend,eisenhowerelementaryschool,2023,jan2024,2024,1,276.0,307.08485843270716,255.22029561686858,260.43110041663505,281.82299466915356,315.15602073863477,326.26304927675216,331.3413124479278,False,True,True,False,False,11.262629866922886,11.262629866922886,3.260869565217391
trend,eisenhowerelementaryschool,2023,jan2024,2025,2,265.0,299.24455587217153,236.12462937952188,257.2812264225876,275.7145870431575,320.7144130058781,337.0525143873979,352.5614033107263,False,True,True,False,False,12.922473914026993,12.922473914026993,4.150943396226415
