png,y,x,conf,text
data/raw/bvsd/page_renders/trend_report_feb2024_p11.png,1153,155,0.928,LRAC Update & Annual Enrollment Trend Report
data/raw/bvsd/page_renders/trend_report_feb2024_p11.png,1156,2054,0.999,11
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,65,2086,0.993,SH52
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,66,1740,0.97,INERALRD
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,117,93,0.996,Enrollment Metrics
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,154,1870,0.935,owlark(K-5)
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,200,899,0.995,Foothill
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,201,1200,0.986,CrestView
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,216,109,1.0,5-yr projections
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,220,1543,0.706,点
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,231,1849,0.888,ISHL
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,238,1526,0.535,邮
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,255,1922,0.884,PER RD
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,270,2029,0.977,JAY RD
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,279,1434,0.995,AY RD
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,291,110,0.988,Enrollment Advisory Status
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,336,108,0.964,<=2 rounds 0r <=60%
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,356,1915,0.922,ERIE PKWY
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,387,1210,0.985,ne
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,401,1206,0.972,NTRD
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,402,1181,0.825,LMC
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,413,110,0.984,Community Engagement Status
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,418,1085,0.593,A
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,437,2071,0.908,VSTAPKWY
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,442,1260,0.963,PEAR
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,458,1141,0.859,田
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,460,1117,0.745,田
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,461,110,0.975,<=1.5 rounds and<=50%
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,477,1545,0.953,ARAPAHOE RD
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,483,1252,0.952,ARAPAHOEA
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,508,1522,0.992,Douglass
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,511,1058,0.884,5
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,517,1179,0.958,OLORADOAV
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,536,1299,0.742,田
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,559,1129,0.915,BASELINERBASELINERD
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,562,1844,0.989,WBASELINERD
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,564,1650,0.969,BASELINE RD
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,564,1742,0.926,V BASELINE RD
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,566,115,0.999,2023-24-Actual
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,566,450,0.971,2024-25 -Projected
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,566,1296,0.877,BASL
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,566,1328,0.958,LINE RD
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,580,1367,0.899,CHERRY
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,583,1294,0.915,hower
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,584,1248,0.873,Eiseni
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,603,1116,0.988,Creeks
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,610,115,0.998,Advisory: 6
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,610,450,0.997,Advisory: 7
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,639,1883,0.938,RRD
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,640,1401,0.975,SOUTH BOULDER RD
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,650,450,0.973,Engagement: 1
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,652,116,0.996,Engagement: 1
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,670,1594,0.986,田
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,685,1757,0.777,leEl
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,687,1694,0.836,Loui
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,720,1845,0.998,SH42
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,728,1926,0.943,ran
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,737,1153,0.58,田
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,739,1181,0.5,出
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,752,115,0.97,2025-26 - Projected
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,752,457,0.999,2026-27-Projected
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,758,1630,0.909,HERRYST
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,775,1386,0.874,MARSHALLDF
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,791,1593,0.931,DILLONRD
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,791,1914,0.876,NORTE
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,796,118,0.999,Advisory: 9
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,796,459,1.0,Advisory: 8
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,797,1838,0.983,NESTPKWY
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,804,1997,0.924,DLLON RD
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,833,1549,0.993,Mon
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,835,115,0.974,Engagement: 3
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,835,458,0.97,Engagement: 4
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,858,1857,0.957,AspenCreek(K-5)
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,887,1142,0.996,Mesa
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,926,1620,0.939,口
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,933,1513,0.984,Superior
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,939,115,0.999,2027-28-Projected
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,939,458,0.964,2028-29 - Projected
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,964,1588,0.951,OALTONDR
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,971,2030,0.935,田
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,972,2060,0.92,田
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,981,1932,0.726,田
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,982,459,1.0,Advisory: 7
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,983,116,0.999,Advisory: 8
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,984,1960,0.81,田
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,1014,2004,0.947,merald
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,1016,1460,0.957,Eldorado(K-5
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,1020,457,0.971,Engagement: 6
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,1023,115,0.959,Engagement: 5
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,1025,1962,0.582,日
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,1037,1789,0.99,SH128
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,1152,2052,0.999,12
data/raw/bvsd/page_renders/trend_report_feb2024_p12.png,1154,154,0.957,LRAC Update & Annual Enrollment Trend Report
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,67,136,0.994,BVSDCAPACITYSUMMARY2024-25
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,67,1300,0.971,YellowindcatesinitialAdvisorycriteriamet（<=2roundsand/or<=60%)
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,90,135,0.983,PercentCapacitybySchool(updated1/24/2025)
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,145,1543,0.986,Mountainorspecializedprogram(exempt)
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,188,491,0.995,ACTUAL
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,188,1318,0.996,PROJECTED
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,210,419,0.998,Capacity
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,210,696,0.999,2024
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,210,921,0.999,2025
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,212,529,0.998,2024-25
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,212,641,0.998,%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,212,763,0.997,2025-26
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,212,989,0.998,2026-27
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,212,1094,0.995,%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,212,1156,0.999,2026
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,212,1228,0.998,2027-28
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,212,1349,0.996,%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,212,1604,0.995,%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,212,1863,0.997,%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,213,868,0.972,%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,213,1422,0.999,2027
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,213,1490,0.998,2028-29
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,213,1665,0.999,2028
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,213,1742,0.998,2029-30
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,213,1928,0.999,2029
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,214,319,0.999,2024-25
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,236,852,0.982,Cap.
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,236,1243,0.992,Proj.
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,238,626,0.99,Cap.
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,238,777,0.994,Proj.
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,238,1080,0.986,Cap.
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,238,1335,0.989,Cap.
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,238,1591,0.988,Cap.
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,239,307,0.979,Capacity*
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,239,689,0.997,Rnds.
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,239,1004,0.993,Proj.
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,239,1505,0.992,Proj.
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,239,1756,0.993,Proj.
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,239,1848,0.985,Cap.
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,240,133,0.997,Elementary
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,240,424,0.997,Rounds
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,240,539,0.997,Enroll
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,241,1416,0.994,Rnds.
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,242,917,0.991,Rnds.
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,242,1152,0.995,Rnds.
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,242,1661,0.995,Rnds.
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,242,1924,0.994,Rnds.
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,268,638,0.999,96%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,268,725,0.999,3.0
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,269,342,0.998,461
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,269,484,0.998,3.0
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,269,553,0.999,443
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,269,950,0.994,3.1
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,269,1013,0.998,467
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,269,1193,0.992,3.1
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,269,1450,0.994,3.1
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,269,1694,0.992,3.1
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,269,1766,0.998,477
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,269,1964,0.997,3.2
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,270,812,0.998,462
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,270,855,0.876,100%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,270,1083,0.999,101%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,270,1275,0.998,470
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,270,1355,0.999,102%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,270,1513,0.994,471
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,270,1599,0.999,102%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,270,1857,0.999,103%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,271,133,0.997,AspenCreek
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,290,725,0.997,3.4
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,291,486,0.998,4.0
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,291,1964,0.998,3.4
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,292,342,0.999,590
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,292,553,0.999,511
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,292,812,0.999,509
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,292,952,0.997,3.4
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,292,1013,0.998,516
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,292,1193,0.996,3.4
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,292,1275,0.999,508
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,292,1450,0.996,3.4
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,292,1514,0.999,509
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,292,1695,0.996,3.4
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,292,1766,0.999,512
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,293,640,0.985,87%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,293,866,0.999,86%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,293,1092,0.899,87%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,293,1365,0.929,86%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,293,1609,0.999,86%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,293,1867,0.891,87%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,295,134,0.997,BCSIS-HP
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,314,726,0.997,2.1
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,314,952,0.999,2.1
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,315,486,0.998,3.5
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,315,1014,0.999,302
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,315,1194,0.998,2.0
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,315,1276,0.998,290
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,315,1365,0.999,59%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,315,1450,0.997,1.9
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,315,1514,0.998,274
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,315,1696,0.994,1.8
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,315,1766,0.999,272
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,315,1964,0.998,1.8
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,316,342,0.999,492
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,316,554,0.999,318
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,316,640,0.985,65%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,316,812,0.999,308
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,316,867,0.952,63%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,316,1093,0.996,61%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,316,1610,0.956,56%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,316,1868,0.998,55%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,319,134,0.996,BearCreek
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,336,866,0.999,64%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,336,1093,0.999,63%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,336,1867,0.999,58%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,337,727,0.999,1.8
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,337,1193,0.997,1.7
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,337,1276,0.999,251
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,337,1450,0.998,1.7
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,337,1515,0.999,241
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,337,1695,0.997,1.6
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,337,1964,0.997,1.6
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,338,342,0.999,418
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,338,486,0.999,3.0
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,338,554,0.999,275
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,338,641,0.999,66%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,338,812,0.999,269
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,338,953,0.998,1.8
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,338,1015,0.999,262
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,338,1365,0.881,60%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,338,1610,0.96,58%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,338,1766,0.999,242
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,342,133,0.999,Birch
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,360,639,0.963,58%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,360,727,0.998,1.9
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,360,1193,0.997,1.7
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,360,1274,0.999,240
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,361,486,0.998,3.5
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,361,812,0.999,268
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,361,953,0.998,1.8
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,361,1014,1.0,248
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,361,1450,0.997,1.6
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,361,1515,0.999,242
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,361,1695,0.998,1.6
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,361,1766,0.999,247
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,361,1964,0.997,1.6
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,362,342,0.999,492
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,362,554,0.999,283
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,362,867,0.998,54%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,362,1093,0.999,50%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,362,1366,0.999,49%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,362,1610,0.99,49%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,362,1867,0.999,50%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,363,132,0.979,Coal Creek
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,383,866,0.999,59%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,383,950,0.997,2.3
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,384,486,0.987,4.0
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,384,727,0.997,2.3
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,384,1194,0.998,2.3
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,384,1450,0.998,2.2
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,384,1695,0.996,2.1
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,384,1964,0.997,2.0
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,385,131,0.998,Columbine
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,385,342,0.999,590
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,385,554,1.0,343
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,385,641,0.999,58%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,385,812,0.998,347
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,385,1014,0.999,345
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,385,1276,0.999,333
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,385,1365,0.977,56%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,385,1515,0.999,310
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,385,1766,0.999,294
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,385,1868,0.998,50%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,386,1094,0.97,58%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,386,1610,0.999,53%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,406,640,0.999,59%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,407,727,0.998,1.5
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,407,1093,0.999,59%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,408,342,0.999,392
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,408,486,0.998,2.5
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,408,554,1.0,232
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,408,812,0.999,232
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,408,953,0.998,1.5
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,408,1015,0.999,233
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,408,1193,0.996,1.6
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,408,1276,0.999,237
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,408,1450,0.996,1.6
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,408,1515,0.999,238
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,408,1695,0.997,1.6
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,408,1766,0.999,240
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,408,1964,0.997,1.6
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,409,867,0.999,59%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,409,1366,0.999,60%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,409,1610,0.86,61%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,409,1868,0.926,61%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,412,134,0.99,Montessori
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,429,1448,0.998,1.8
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,432,342,0.999,369
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,432,486,0.999,2.5
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,432,554,0.999,327
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,432,641,0.999,89%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,432,727,0.998,2.2
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,432,812,0.999,310
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,432,952,0.999,2.1
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,432,1015,1.0,296
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,432,1094,0.999,80%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,432,1194,0.999,2.0
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,432,1276,0.999,268
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,432,1366,0.999,73%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,432,1515,1.0,244
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,432,1610,0.999,66%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,432,1695,0.997,1.6
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,432,1767,0.999,229
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,432,1868,0.999,62%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,432,1964,0.996,1.5
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,433,867,0.998,84%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,435,133,0.995,Creekside
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,455,486,0.998,4.0
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,455,727,0.999,2.6
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,455,953,0.999,2.4
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,455,1194,0.998,2.4
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,455,1276,0.999,343
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,455,1450,0.987,2.3
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,455,1695,0.998,2.2
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,456,131,0.995,CrestView
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,456,342,0.999,615
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,456,554,1.0,390
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,456,641,1.0,63%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,456,813,0.999,362
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,456,867,0.998,59%
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,456,1015,0.999,361
data/raw/bvsd/page_renders/trend_report_feb2025_p09.png,456,1094,0.999,59%
