school,target_fall,from_vintage,to_vintage,horizon_at_first,first,revised,revision,pct_revision,mountain,abs_pct_revision
Ryan Elementary School,2027,jan2025,jan2026,3,416.0,365.0,-51.0,-12.259615384615385,False,12.259615384615385
Ryan Elementary School,2028,jan2025,jan2026,4,417.0,348.0,-69.0,-16.546762589928058,False,16.546762589928058
Ryan Elementary School,2029,jan2025,jan2026,5,418.0,337.0,-81.0,-19.37799043062201,False,19.37799043062201
Alicia Sanchez Elementary School,2026,jan2025,jan2026,2,323.0,286.0,-37.0,-11.455108359133128,False,11.455108359133128
Alicia Sanchez Elementary School,2027,jan2025,jan2026,3,323.0,284.0,-39.0,-12.074303405572756,False,12.074303405572756
Alicia Sanchez Elementary School,2028,jan2025,jan2026,4,322.0,278.0,-44.0,-13.664596273291925,False,13.664596273291925
Alicia Sanchez Elementary School,2029,jan2025,jan2026,5,315.0,289.0,-26.0,-8.253968253968255,False,8.253968253968255
Superior Elementary School,2026,jan2025,jan2026,2,399.0,425.0,26.0,6.516290726817043,False,6.516290726817043
Superior Elementary School,2027,jan2025,jan2026,3,397.0,430.0,33.0,8.312342569269521,False,8.312342569269521
Superior Elementary School,2028,jan2025,jan2026,4,402.0,434.0,32.0,7.960199004975125,False,7.960199004975125
Superior Elementary School,2029,jan2025,jan2026,5,374.0,420.0,46.0,12.29946524064171,False,12.29946524064171
University Hill Elementary School,2026,jan2025,jan2026,2,360.0,359.0,-1.0,-0.2777777777777778,False,0.2777777777777778
University Hill Elementary School,2027,jan2025,jan2026,3,352.0,348.0,-4.0,-1.1363636363636365,False,1.1363636363636365
University Hill Elementary School,2028,jan2025,jan2026,4,333.0,336.0,3.0,0.9009009009009009,False,0.9009009009009009
University Hill Elementary School,2029,jan2025,jan2026,5,337.0,338.0,1.0,0.29673590504451036,False,0.29673590504451036
Whittier International Elementary,2026,jan2025,jan2026,2,240.0,258.0,18.0,7.5,False,7.5
Whittier International Elementary,2027,jan2025,jan2026,3,241.0,256.0,15.0,6.224066390041494,False,6.224066390041494
Whittier International Elementary,2028,jan2025,jan2026,4,229.0,247.0,18.0,7.860262008733624,False,7.860262008733624
Whittier International Elementary,2029,jan2025,jan2026,5,223.0,236.0,13.0,5.829596412556054,False,5.829596412556054
