fiscal_year,school_year,cde_school_code,school_name,bvsd_location_code,bvsd_location_label,fund,fund_label,sre,program,program_label,object,object_major_label,job_class,job_class_band,project,amount_raw_as_given,amount_usd,is_expenditure_object,source_file,sheet,sheet_row,amount_column
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,1799,Other Disabilities,0230,0200 Employee Benefits,202,201-224 Teachers and Instructional Support,3130,2651891,26518.91,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,34366,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,0200,Art,0230,0200 Employee Benefits,201,201-224 Teachers and Instructional Support,0000,2656577,26565.77,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,34371,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,1700,Special Education,0251,0200 Employee Benefits,416,401-490 Paraeducators & Aides,3130,2782810,27828.10,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,34484,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,0830,Physical Education,0230,0200 Employee Benefits,201,201-224 Teachers and Instructional Support,0000,2789023,27890.23,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,34494,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,22,Grants Fund,00,2100,Support Services - Students,0610,0600 Supplies,000,(none),6426,2803261,28032.61,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,34505,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,2600,Operation And Maintenance Of Plant Services,0230,0200 Employee Benefits,608,600-637 Crafts/Trades Services,0000,2835333,28353.33,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,34522,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,1250,Instrumental Music,0230,0200 Employee Benefits,201,201-224 Teachers and Instructional Support,0000,2850000,28500.00,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,34534,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,1700,Special Education,0230,0200 Employee Benefits,416,401-490 Paraeducators & Aides,3130,2902129,29021.29,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,34592,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,2410,Office Of The Principal Services,0230,0200 Employee Benefits,105,101-125 Administrators & Principals,0000,3021131,30211.31,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,34673,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,2410,Office Of The Principal Services,0230,0200 Employee Benefits,105,101-125 Administrators & Principals,0000,3095721,30957.21,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,34720,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,2410,Office Of The Principal Services,0230,0200 Employee Benefits,105,101-125 Administrators & Principals,0000,3124587,31245.87,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,34737,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,1700,Special Education,0230,0200 Employee Benefits,416,401-490 Paraeducators & Aides,3130,3192307,31923.07,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,34780,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,21,Food Services Fund,00,3120,,0112,0100 Salaries,613,600-637 Crafts/Trades Services,0000,3226429,32264.29,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,34813,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,21,Food Services Fund,00,3120,,0112,0100 Salaries,613,600-637 Crafts/Trades Services,0000,3238382,32383.82,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,34821,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,19,Preschool Fund,00,1700,Special Education,0110,0100 Salaries,202,201-224 Teachers and Instructional Support,3897,3239727,32397.27,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,34823,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,2600,Operation And Maintenance Of Plant Services,0411,0400 Purchased Property Services,000,(none),0000,3390166,33901.66,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,34908,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,2600,Operation And Maintenance Of Plant Services,0622,0600 Supplies,000,(none),0000,3406577,34065.77,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,34920,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,1700,Special Education,0230,0200 Employee Benefits,416,401-490 Paraeducators & Aides,3130,3418929,34189.29,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,34928,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,21,Food Services Fund,00,3120,,0112,0100 Salaries,613,600-637 Crafts/Trades Services,0000,3560639,35606.39,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,35012,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,13,Community Schools Fund,00,3300,Community Services,0112,0100 Salaries,403,401-490 Paraeducators & Aides,0000,3560995,35609.95,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,35015,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,2600,Operation And Maintenance Of Plant Services,0411,0400 Purchased Property Services,000,(none),0000,3581207,35812.07,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,35028,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,13,Community Schools Fund,00,3300,Community Services,0110,0100 Salaries,403,401-490 Paraeducators & Aides,0000,3583419,35834.19,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,35030,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,1700,Special Education,0251,0200 Employee Benefits,416,401-490 Paraeducators & Aides,3130,3665057,36650.57,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,35079,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,1210,General Music,0110,0100 Salaries,201,201-224 Teachers and Instructional Support,0000,3782951,37829.51,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,35135,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,21,Food Services Fund,00,3120,,0112,0100 Salaries,613,600-637 Crafts/Trades Services,0000,3795156,37951.56,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,35143,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,1700,Special Education,0230,0200 Employee Benefits,416,401-490 Paraeducators & Aides,3130,3823558,38235.58,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,35161,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0112,0100 Salaries,415,401-490 Paraeducators & Aides,0000,3858862,38588.62,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,35175,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,1700,Special Education,0251,0200 Employee Benefits,416,401-490 Paraeducators & Aides,3130,3875979,38759.79,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,35185,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,1700,Special Education,0230,0200 Employee Benefits,202,201-224 Teachers and Instructional Support,3130,3876676,38766.76,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,35186,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,21,Food Services Fund,00,3120,,0630,0600 Supplies,000,(none),0000,3907191,39071.91,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,35204,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,19,Preschool Fund,00,0040,General Preschool Education,0112,0100 Salaries,403,401-490 Paraeducators & Aides,3897,3908933,39089.33,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,35205,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,2400,Support Services - School Administration,0735,0700 Property,000,(none),0000,3936834,39368.34,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,35221,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,13,Community Schools Fund,00,3300,Community Services,0110,0100 Salaries,403,401-490 Paraeducators & Aides,0000,3977227,39772.27,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,35241,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0339,0300 Purchased Professional and Technical Services,000,(none),0000,4000000,40000.00,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,35251,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,22,Grants Fund,00,1700,Special Education,0230,0200 Employee Benefits,202,201-224 Teachers and Instructional Support,4027,4073122,40731.22,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,35280,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,0200,Art,0110,0100 Salaries,201,201-224 Teachers and Instructional Support,0000,4141032,41410.32,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,35300,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,0500,English Language Arts,0110,0100 Salaries,222,201-224 Teachers and Instructional Support,0000,4215303,42153.03,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,35331,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,0010,General Elementary Education,0112,0100 Salaries,415,401-490 Paraeducators & Aides,0000,4305862,43058.62,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,35374,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,2600,Operation And Maintenance Of Plant Services,0622,0600 Supplies,000,(none),0000,4325963,43259.63,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,35381,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,1700,Special Education,0251,0200 Employee Benefits,416,401-490 Paraeducators & Aides,3130,4377906,43779.06,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,35395,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,21,Food Services Fund,00,3120,,0630,0600 Supplies,000,(none),0000,4428031,44280.31,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,35417,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,2600,Operation And Maintenance Of Plant Services,0622,0600 Supplies,000,(none),0000,4492794,44927.94,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,35441,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,2222,School Library Services,0110,0100 Salaries,216,201-224 Teachers and Instructional Support,0000,4514985,45149.85,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,35449,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,2600,Operation And Maintenance Of Plant Services,0622,0600 Supplies,000,(none),0000,4559832,45598.32,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,35462,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0112,0100 Salaries,415,401-490 Paraeducators & Aides,0000,4560161,45601.61,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,35463,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,2600,Operation And Maintenance Of Plant Services,0411,0400 Purchased Property Services,000,(none),0000,4617688,46176.88,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,35477,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,21,Food Services Fund,00,3120,,0630,0600 Supplies,000,(none),0000,4817621,48176.21,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,35546,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,19,Preschool Fund,00,0040,General Preschool Education,0110,0100 Salaries,403,401-490 Paraeducators & Aides,3897,4865691,48656.91,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,35556,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,2122,Counseling Services,0110,0100 Salaries,211,201-224 Teachers and Instructional Support,0000,4949525,49495.25,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,35580,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,2122,Counseling Services,0110,0100 Salaries,211,201-224 Teachers and Instructional Support,0000,4949525,49495.25,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,35581,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,2410,Office Of The Principal Services,0110,0100 Salaries,506,500-516 Office & Admin Support Staff,0000,5040882,50408.82,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,35614,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,1210,General Music,0110,0100 Salaries,201,201-224 Teachers and Instructional Support,0000,5087761,50877.61,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,35629,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,21,Food Services Fund,00,3120,,0630,0600 Supplies,000,(none),0000,5149749,51497.49,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,35654,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,0830,Physical Education,0110,0100 Salaries,201,201-224 Teachers and Instructional Support,0000,5338495,53384.95,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,35714,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,2410,Office Of The Principal Services,0110,0100 Salaries,509,500-516 Office & Admin Support Staff,0000,5396132,53961.32,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,35734,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,2410,Office Of The Principal Services,0110,0100 Salaries,506,500-516 Office & Admin Support Staff,0000,5515864,55158.64,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,35768,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,19,Preschool Fund,00,0040,General Preschool Education,0110,0100 Salaries,201,201-224 Teachers and Instructional Support,3897,5563125,55631.25,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,35781,2025-12_YTD
