october_year,source_file,meeting_date,page,projection_date,headcount_date,level,school,asterisk,planning_projection,funded_headcount,difference,pct_difference,is_total,check_ok
2025,07_compare_projection_to_head_count_2025-12-09.txt,2025-12-09,2,1/23/2025,10/1/2025,middle,MANHATTAN,False,472,452,-20,-4.2,False,True
2025,07_compare_projection_to_head_count_2025-12-09.txt,2025-12-09,2,1/23/2025,10/1/2025,middle,MEADOWLARK 6-8,False,256,238,-18,-7.0,False,True
2025,07_compare_projection_to_head_count_2025-12-09.txt,2025-12-09,2,1/23/2025,10/1/2025,middle,MONARCH 6-8,False,406,423,17,4.2,False,True
2025,07_compare_projection_to_head_count_2025-12-09.txt,2025-12-09,2,1/23/2025,10/1/2025,middle,NEDERLAND 6-8,False,98,91,-7,-7.1,False,True
2025,07_compare_projection_to_head_count_2025-12-09.txt,2025-12-09,2,1/23/2025,10/1/2025,middle,PEAK TO PEAK 6-8,False,403,404,1,0.2,False,True
2025,07_compare_projection_to_head_count_2025-12-09.txt,2025-12-09,2,1/23/2025,10/1/2025,middle,PLATT,False,480,487,7,1.5,False,True
2025,07_compare_projection_to_head_count_2025-12-09.txt,2025-12-09,2,1/23/2025,10/1/2025,middle,SOUTHERN HILLS,False,515,558,43,8.3,False,True
2025,07_compare_projection_to_head_count_2025-12-09.txt,2025-12-09,2,1/23/2025,10/1/2025,middle,SUMMIT,False,366,365,-1,-0.3,False,True
2025,07_compare_projection_to_head_count_2025-12-09.txt,2025-12-09,2,1/23/2025,10/1/2025,middle,TOTAL MIDDLE,False,6420,6332,-88,-1.4,True,True
2025,07_compare_projection_to_head_count_2025-12-09.txt,2025-12-09,2,1/23/2025,10/1/2025,middle,General Fund Middle Total,False,5513,5434,-79,-1.4,True,True
2025,07_compare_projection_to_head_count_2025-12-09.txt,2025-12-09,2,1/23/2025,10/1/2025,middle,Charter Fund Middle Total,False,907,898,-9,-1.0,True,True
2025,07_compare_projection_to_head_count_2025-12-09.txt,2025-12-09,2,1/23/2025,10/1/2025,high,ARAPAHOE RIDGE,False,181,177,-4,-2.2,False,True
2025,07_compare_projection_to_head_count_2025-12-09.txt,2025-12-09,2,1/23/2025,10/1/2025,high,BOULDER,False,1894,1774,-120,-6.3,False,True
2025,07_compare_projection_to_head_count_2025-12-09.txt,2025-12-09,2,1/23/2025,10/1/2025,high,BOULDER PREP,False,100,88,-12,-12.0,False,True
2025,07_compare_projection_to_head_count_2025-12-09.txt,2025-12-09,2,1/23/2025,10/1/2025,high,BOULDER UNIVERSAL,False,129,152,23,17.8,False,True
2025,07_compare_projection_to_head_count_2025-12-09.txt,2025-12-09,2,1/23/2025,10/1/2025,high,BROOMFIELD,False,1650,1669,19,1.2,False,True
2025,07_compare_projection_to_head_count_2025-12-09.txt,2025-12-09,2,1/23/2025,10/1/2025,high,CENTAURUS,False,1556,1556,0,0.0,False,True
2025,07_compare_projection_to_head_count_2025-12-09.txt,2025-12-09,2,1/23/2025,10/1/2025,high,FAIRVIEW,False,1844,1859,15,0.8,False,True
2025,07_compare_projection_to_head_count_2025-12-09.txt,2025-12-09,2,1/23/2025,10/1/2025,high,HALCYON 9-12,True,9,11,2,22.2,False,True
2025,07_compare_projection_to_head_count_2025-12-09.txt,2025-12-09,2,1/23/2025,10/1/2025,high,JUSTICE HIGH 9-12,False,86,89,3,3.5,False,True
2025,07_compare_projection_to_head_count_2025-12-09.txt,2025-12-09,2,1/23/2025,10/1/2025,high,MONARCH,False,1434,1467,33,2.3,False,True
2025,07_compare_projection_to_head_count_2025-12-09.txt,2025-12-09,2,1/23/2025,10/1/2025,high,NEDERLAND,False,109,101,-8,-7.3,False,True
2025,07_compare_projection_to_head_count_2025-12-09.txt,2025-12-09,2,1/23/2025,10/1/2025,high,NEW VISTA,False,312,311,-1,-0.3,False,True
2025,07_compare_projection_to_head_count_2025-12-09.txt,2025-12-09,2,1/23/2025,10/1/2025,high,PEAK TO PEAK 9-12,False,597,594,-3,-0.5,False,True
2025,07_compare_projection_to_head_count_2025-12-09.txt,2025-12-09,2,1/23/2025,10/1/2025,high,TOTAL SENIOR,False,9901,9848,-53,-0.5,True,True
2025,07_compare_projection_to_head_count_2025-12-09.txt,2025-12-09,2,1/23/2025,10/1/2025,high,General Fund Senior Total,False,9118,9077,-41,-0.4,True,True
2025,07_compare_projection_to_head_count_2025-12-09.txt,2025-12-09,2,1/23/2025,10/1/2025,high,Charter Fund Senior Total,False,783,771,-12,-1.5,True,True
2025,07_compare_projection_to_head_count_2025-12-09.txt,2025-12-09,2,1/23/2025,10/1/2025,secondary,TOTAL SECONDARY,False,16321,16180,-141,-0.9,True,True
2025,07_compare_projection_to_head_count_2025-12-09.txt,2025-12-09,2,1/23/2025,10/1/2025,district,GRAND TOTAL,False,26891,26607,-284,-1.1,True,True
2025,07_compare_projection_to_head_count_2025-12-09.txt,2025-12-09,2,1/23/2025,10/1/2025,district,General Fund Grand Total,False,24501,24243,-258,-1.1,True,True
2025,07_compare_projection_to_head_count_2025-12-09.txt,2025-12-09,2,1/23/2025,10/1/2025,district,Charter Fund Grand Total,False,2390,2364,-26,-1.1,True,True
