october_year,source_file,meeting_date,page,projection_date,headcount_date,level,school,asterisk,planning_projection,funded_headcount,difference,pct_difference,is_total,check_ok
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,1,2/9/2015,10/1/2015,elementary,ASPEN CREEK K-5,False,480,474,-6,-1.3,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,1,2/9/2015,10/1/2015,elementary,BEAR CREEK,False,434,441,7,1.6,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,1,2/9/2015,10/1/2015,elementary,BIRCH,False,336,364,28,8.3,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,1,2/9/2015,10/1/2015,elementary,BCSIS,False,310,301,-9,-2.9,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,1,2/9/2015,10/1/2015,elementary,BOULDER EXPLORE,False,27,20,,,False,False
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,1,2/9/2015,10/1/2015,elementary,BOULDER UNIVERSAL,False,4,4,0,,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,1,2/9/2015,10/1/2015,elementary,COAL CREEK,False,419,426,7,1.7,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,1,2/9/2015,10/1/2015,elementary,COLUMBINE,False,467,482,15,3.2,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,1,2/9/2015,10/1/2015,elementary,CREEKSIDE,False,286,289,3,1.0,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,1,2/9/2015,10/1/2015,elementary,CREST VIEW,False,570,580,10,1.8,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,1,2/9/2015,10/1/2015,elementary,DOUGLASS,False,451,461,10,2.2,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,1,2/9/2015,10/1/2015,elementary,EISENHOWER,False,396,398,2,0.5,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,1,2/9/2015,10/1/2015,elementary,ELDORADO K-5,False,509,489,-20,-3.9,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,1,2/9/2015,10/1/2015,elementary,EMERALD,False,347,333,-14,-4.0,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,1,2/9/2015,10/1/2015,elementary,FIRESIDE,False,422,426,4,0.9,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,1,2/9/2015,10/1/2015,elementary,FLATIRONS,False,291,274,-17,-5.8,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,1,2/9/2015,10/1/2015,elementary,FOOTHILL,False,519,547,28,5.4,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,1,2/9/2015,10/1/2015,elementary,GOLD HILL,False,25,26,1,4.0,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,1,2/9/2015,10/1/2015,elementary,HEATHERWOOD,False,367,370,3,0.8,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,1,2/9/2015,10/1/2015,elementary,HIGH PEAKS,False,283,297,14,4.9,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,1,2/9/2015,10/1/2015,elementary,HORIZONS ALTERN.,False,228,237,9,3.9,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,1,2/9/2015,10/1/2015,elementary,JAMESTOWN,False,17,18,1,5.9,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,1,2/9/2015,10/1/2015,elementary,KOHL,False,477,460,-17,-3.6,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,1,2/9/2015,10/1/2015,elementary,LAFAYETTE,False,558,574,16,2.9,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,1,2/9/2015,10/1/2015,elementary,LOUISVILLE,False,595,582,-13,-2.2,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,1,2/9/2015,10/1/2015,elementary,MESA,False,334,320,-14,-4.2,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,1,2/9/2015,10/1/2015,elementary,MONARCH K-5,False,393,387,-6,-1.5,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,1,2/9/2015,10/1/2015,elementary,MONTESSORI SCHOOL,False,274,262,-12,-4.4,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,1,2/9/2015,10/1/2015,elementary,NEDERLAND,False,262,257,-5,-1.9,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,1,2/9/2015,10/1/2015,elementary,PEAK TO PEAK K-5,False,446,457,11,2.5,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,1,2/9/2015,10/1/2015,elementary,PIONEER,False,449,457,8,1.8,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,1,2/9/2015,10/1/2015,elementary,RYAN,False,387,396,9,2.3,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,1,2/9/2015,10/1/2015,elementary,SANCHEZ,False,317,321,4,1.3,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,1,2/9/2015,10/1/2015,elementary,SUPERIOR,False,489,486,-3,-0.6,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,1,2/9/2015,10/1/2015,elementary,UNIVERSITY HILL,False,397,405,8,2.0,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,1,2/9/2015,10/1/2015,elementary,WHITTIER,False,395,415,20,5.1,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,1,2/9/2015,10/1/2015,elementary,TOTAL ELEMENTARY,False,12961,13036,75,0.6,True,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,1,2/9/2015,10/1/2015,elementary,General Fund Elem Total,False,12287,12342,55,0.4,True,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,1,2/9/2015,10/1/2015,elementary,Charter Fund Elem Total,False,674,694,20,3.0,True,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,middle,ANGEVINE,False,684,725,41,6.0,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,middle,ASPEN CREEK 6-8,False,448,437,-11,-2.5,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,middle,BOULDER EXPLORER,False,14,7,-7,-50.0,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,middle,BOULDER UNIVERSAL,False,17,11,-6,-35.3,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,middle,BROOMFIELD HEIGHTS,False,539,547,8,1.5,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,middle,CASEY,False,608,632,24,3.9,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,middle,CENTENNIAL,False,615,630,15,2.4,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,middle,ELDORADO 6-8,False,457,468,11,2.4,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,middle,HALCYON 6-8,False,9,8,-1,-11.1,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,middle,HORIZONS ALTERN.,False,117,111,-6,-5.1,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,middle,JUSTICE HIGH 6-8,False,0,3,3,,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,middle,LOUISVILLE,False,647,621,-26,-4.0,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,middle,MANHATTAN,False,528,493,-35,-6.6,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,middle,MONARCH 6-8,False,483,461,-22,-4.6,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,middle,NEDERLAND 6-8,False,143,128,-15,-10.5,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,middle,PEAK TO PEAK 6-8,False,405,405,0,0.0,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,middle,PLATT,False,573,602,29,5.1,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,middle,SOUTHERN HILLS,False,559,555,-4,-0.7,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,middle,SUMMIT,False,350,353,3,0.9,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,middle,TOTAL MIDDLE,False,7196,7197,1,0.0,True,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,middle,General Fund Middle Total,False,6324,6325,4,0.1,True,False
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,middle,Charter Fund Middle Total,False,872,872,-3,-0.3,True,False
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,high,ARAPAHOE RIDGE,False,134,139,5,3.7,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,high,BOULDER,False,2044,1979,-65,-3.2,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,high,BOULDER PREP,False,95,109,14,14.7,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,high,BOULDER UNIVERSAL,False,109,74,-35,-32.1,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,high,BROOMFIELD,False,1615,1548,-67,-4.1,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,high,CENTAURUS,False,1044,1079,35,3.4,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,high,FAIRVIEW,False,2186,2183,-3,-0.1,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,high,HALCYON 9-12,False,10,10,0,0.0,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,high,JUSTICE HIGH 9-12,False,75,77,2,2.7,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,high,MONARCH,False,1735,1749,14,0.8,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,high,NEDERLAND,False,148,145,-3,-2.0,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,high,NEW VISTA,False,286,296,10,3.5,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,high,PEAK TO PEAK 9-12,False,593,584,-9,-1.5,False,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,high,TOTAL SENIOR,False,10074,9972,-102,-1.0,True,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,high,General Fund Senior Total,False,9311,9202,-107,-1.1,True,False
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,high,Charter Fund Senior Total,False,763,770,5,0.7,True,False
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,secondary,TOTAL SECONDARY,False,17270,17169,-101,-0.6,True,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,district,GRAND TOTAL,False,30231,30205,-26,-0.1,True,True
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,district,General Fund Grand Total,False,27922,27869,-48,-0.2,True,False
2015,enrollment_update_05_compare_proj_head_count_15_2016-02-09.txt,2016-02-09,2,2/9/2015,10/1/2015,district,Charter Fund Grand Total,False,2309,2336,22,1.0,True,False
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,1,3/1/2016,10/5/2016,elementary,ASPEN CREEK K-5,False,492,473,-19,-3.9,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,1,3/1/2016,10/5/2016,elementary,BEAR CREEK,False,447,438,-9,-2.0,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,1,3/1/2016,10/5/2016,elementary,BIRCH,False,399,368,-31,-7.8,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,1,3/1/2016,10/5/2016,elementary,BCSIS,False,307,309,2,0.7,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,1,3/1/2016,10/5/2016,elementary,BOULDER EXPLORE,False,23,11,-12,,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,1,3/1/2016,10/5/2016,elementary,BOULDER UNIVERSAL,False,4,7,3,,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,1,3/1/2016,10/5/2016,elementary,COAL CREEK,False,404,417,13,3.2,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,1,3/1/2016,10/5/2016,elementary,COLUMBINE,False,493,486,-7,-1.4,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,1,3/1/2016,10/5/2016,elementary,CREEKSIDE,False,274,281,7,2.6,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,1,3/1/2016,10/5/2016,elementary,CREST VIEW,False,557,606,49,8.8,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,1,3/1/2016,10/5/2016,elementary,DOUGLASS,False,452,434,-18,-4.0,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,1,3/1/2016,10/5/2016,elementary,EISENHOWER,False,381,418,37,9.7,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,1,3/1/2016,10/5/2016,elementary,ELDORADO K-5,False,467,450,-17,-3.6,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,1,3/1/2016,10/5/2016,elementary,EMERALD,False,348,344,-4,-1.1,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,1,3/1/2016,10/5/2016,elementary,FIRESIDE,False,431,442,11,2.6,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,1,3/1/2016,10/5/2016,elementary,FLATIRONS,False,265,254,-11,-4.2,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,1,3/1/2016,10/5/2016,elementary,FOOTHILL,False,562,541,-21,-3.7,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,1,3/1/2016,10/5/2016,elementary,GOLD HILL,False,29,26,-3,-10.3,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,1,3/1/2016,10/5/2016,elementary,HEATHERWOOD,False,365,360,-5,-1.4,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,1,3/1/2016,10/5/2016,elementary,HIGH PEAKS,False,297,290,-7,-2.4,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,1,3/1/2016,10/5/2016,elementary,HORIZONS ALTERN.,False,236,232,-4,-1.7,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,1,3/1/2016,10/5/2016,elementary,JAMESTOWN,False,18,19,1,5.6,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,1,3/1/2016,10/5/2016,elementary,KOHL,False,444,453,9,2.0,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,1,3/1/2016,10/5/2016,elementary,LAFAYETTE,False,582,633,51,8.8,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,1,3/1/2016,10/5/2016,elementary,LOUISVILLE,False,611,569,-42,-6.9,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,1,3/1/2016,10/5/2016,elementary,MESA,False,301,287,-14,-4.7,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,1,3/1/2016,10/5/2016,elementary,MONARCH K-5,False,398,377,-21,-5.3,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,1,3/1/2016,10/5/2016,elementary,MONTESSORI SCHOOL,False,264,251,-13,-4.9,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,1,3/1/2016,10/5/2016,elementary,NEDERLAND,False,256,261,5,2.0,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,1,3/1/2016,10/5/2016,elementary,PEAK TO PEAK K-5,False,454,451,-3,-0.7,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,1,3/1/2016,10/5/2016,elementary,PIONEER,False,467,433,-34,-7.3,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,1,3/1/2016,10/5/2016,elementary,RYAN,False,409,433,24,5.9,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,1,3/1/2016,10/5/2016,elementary,SANCHEZ,False,324,344,20,6.2,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,1,3/1/2016,10/5/2016,elementary,SUPERIOR,False,469,465,-4,-0.9,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,1,3/1/2016,10/5/2016,elementary,UNIVERSITY HILL,False,419,421,2,0.5,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,1,3/1/2016,10/5/2016,elementary,WHITTIER,False,420,424,4,1.0,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,1,3/1/2016,10/5/2016,elementary,TOTAL ELEMENTARY,False,13069,13008,-61,-0.5,True,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,1,3/1/2016,10/5/2016,elementary,General Fund Elem Total,False,12379,12325,-54,-0.4,True,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,1,3/1/2016,10/5/2016,elementary,Charter Fund Elem Total,False,690,683,-7,-1.0,True,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,2,3/1/2016,10/5/2016,middle,ANGEVINE,False,715,709,-6,-0.8,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,2,3/1/2016,10/5/2016,middle,ASPEN CREEK 6-8,False,425,431,6,1.4,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,2,3/1/2016,10/5/2016,middle,BOULDER EXPLORER,False,7,0,-7,-100.0,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,2,3/1/2016,10/5/2016,middle,BOULDER UNIVERSAL,False,10,16,6,60.0,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,2,3/1/2016,10/5/2016,middle,BROOMFIELD HEIGHTS,False,525,520,-5,-1.0,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,2,3/1/2016,10/5/2016,middle,CASEY,False,629,652,23,3.7,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,2,3/1/2016,10/5/2016,middle,CENTENNIAL,False,647,628,-19,-2.9,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,2,3/1/2016,10/5/2016,middle,ELDORADO 6-8,False,476,466,-10,-2.1,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,2,3/1/2016,10/5/2016,middle,HALCYON 6-8,False,8,5,-3,-37.5,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,2,3/1/2016,10/5/2016,middle,HORIZONS ALTERN.,False,112,115,3,2.7,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,2,3/1/2016,10/5/2016,middle,JUSTICE HIGH 6-8,False,2,4,2,,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,2,3/1/2016,10/5/2016,middle,LOUISVILLE,False,628,642,14,2.2,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,2,3/1/2016,10/5/2016,middle,MANHATTAN,False,500,458,-42,-8.4,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,2,3/1/2016,10/5/2016,middle,MONARCH 6-8,False,452,467,15,3.3,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,2,3/1/2016,10/5/2016,middle,NEDERLAND 6-8,False,136,135,-1,-0.7,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,2,3/1/2016,10/5/2016,middle,PEAK TO PEAK 6-8,False,405,405,0,0.0,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,2,3/1/2016,10/5/2016,middle,PLATT,False,619,638,19,3.1,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,2,3/1/2016,10/5/2016,middle,SOUTHERN HILLS,False,570,559,-11,-1.9,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,2,3/1/2016,10/5/2016,middle,SUMMIT,False,350,354,4,1.1,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,2,3/1/2016,10/5/2016,middle,TOTAL MIDDLE,False,7216,7204,-12,-0.2,True,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,2,3/1/2016,10/5/2016,middle,General Fund Middle Total,False,6347,6326,-19,-0.3,True,False
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,2,3/1/2016,10/5/2016,middle,Charter Fund Middle Total,False,869,878,7,0.8,True,False
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,2,3/1/2016,10/5/2016,high,ARAPAHOE RIDGE,False,135,90,-45,-33.3,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,2,3/1/2016,10/5/2016,high,BOULDER,False,2004,1981,-23,-1.1,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,2,3/1/2016,10/5/2016,high,BOULDER PREP,False,109,104,-5,-4.6,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,2,3/1/2016,10/5/2016,high,BOULDER UNIVERSAL,False,74,63,-11,-14.9,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,2,3/1/2016,10/5/2016,high,BROOMFIELD,False,1615,1595,-20,-1.2,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,2,3/1/2016,10/5/2016,high,CENTAURUS,False,1116,1127,11,1.0,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,2,3/1/2016,10/5/2016,high,FAIRVIEW,False,2201,2165,-36,-1.6,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,2,3/1/2016,10/5/2016,high,HALCYON 9-12,False,10,12,2,20.0,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,2,3/1/2016,10/5/2016,high,JUSTICE HIGH 9-12,False,75,78,3,4.0,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,2,3/1/2016,10/5/2016,high,MONARCH,False,1818,1708,-110,-6.1,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,2,3/1/2016,10/5/2016,high,NEDERLAND,False,129,126,-3,-2.3,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,2,3/1/2016,10/5/2016,high,NEW VISTA,False,278,292,14,5.0,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,2,3/1/2016,10/5/2016,high,PEAK TO PEAK 9-12,False,585,588,3,0.5,False,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,2,3/1/2016,10/5/2016,high,TOTAL SENIOR,False,10149,9929,-220,-2.2,True,True
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,2,3/1/2016,10/5/2016,high,General Fund Senior Total,False,9380,9159,-218,-2.3,True,False
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,2,3/1/2016,10/5/2016,high,Charter Fund Senior Total,False,769,770,-2,-0.3,True,False
2016,enrollment_update_06_compare_proj_head_count_16_2017-01-24.txt,2017-01-24,2,3/1/2016,10/5/2016,secondary,TOTAL SECONDARY,False,17365,17133,-232,-1.3,True,True
