file,url,meeting_date,agenda_item_title,retrieved_utc,md5,pages,notes
enrollment_update_enrollment_summary_by_school_2020-12-08.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/BVVTW8786EA8/$file/Enrollment%20Summary%20by%20School.pdf,2020-12-08,6.3 October 2020 Enrollment Count and an Analysis of Trends Observed,2026-09-04T02:44:23Z,516fda57217f41900fb43f83b620f8d7,3,item BVVTPV775706; original name: Enrollment Summary by School.pdf
enrollment_update_enrollment_summary_for_bvsd_2020-12-08.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/BVVTWA786EC8/$file/Enrollment%20Summary%20for%20BVSD%20(1).pdf,2020-12-08,6.3 October 2020 Enrollment Count and an Analysis of Trends Observed,2026-09-04T02:44:26Z,65a4b6879feb875fce5db6840d5a6451,1,item BVVTPV775706; original name: Enrollment Summary for BVSD (1).pdf
enrollment_update_out_of_district_students_2020_2020-12-08.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/BVVTW278675B/$file/Out%20of%20District%20Students%202020.pdf,2020-12-08,6.3 October 2020 Enrollment Count and an Analysis of Trends Observed,2026-09-04T02:44:20Z,68c47137859e1885c1357cbba770e549,1,item BVVTPV775706; original name: Out of District Students 2020.pdf
enrollment_update_02_enrollment_summary_for_bvsd_2021-12-14.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/C9FSU4721B8E/$file/02%20Enrollment%20Summary%20for%20BVSD.pdf,2021-12-14,6.2 Enrollment Update and Trends,2026-09-04T02:44:32Z,c31eaf2b73e68bf3619f02c35f5dad5a,1,item C9FSSA71DC6F; original name: 02 Enrollment Summary for BVSD.pdf
enrollment_update_03_enrollment_summary_by_school_2021-12-14.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/C9FSU8721E48/$file/03%20Enrollment%20Summary%20by%20School.pdf,2021-12-14,6.2 Enrollment Update and Trends,2026-09-04T02:44:38Z,89a9f90bb9a94e6f65e587e502a1554e,3,item C9FSSA71DC6F; original name: 03 Enrollment Summary by School.pdf
enrollment_update_04_out_of_district_students_2021_2021-12-14.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/C9FSUA721FFF/$file/04%20Out%20of%20District%20Students%202021.pdf,2021-12-14,6.2 Enrollment Update and Trends,2026-09-04T02:44:41Z,232d04b463cd72fbd66e7707c4bcf628,1,item C9FSSA71DC6F; original name: 04 Out of District Students 2021.pdf
enrollment_update_05_births_by_elem_attendance_area_2021-12-14.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/C9FSU6721D0F/$file/05%20Births%20by%20Elem.%20Attendance%20Area.pdf,2021-12-14,6.2 Enrollment Update and Trends,2026-09-04T02:44:35Z,6ee9f575d1d4c1124c90cb25c3c2158d,1,item C9FSSA71DC6F; original name: 05 Births by Elem. Attendance Area.pdf
enrollment_update_06_compare_projection_to_head_count_2021-12-14.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/C9FUHM7BE47E/$file/06%20Compare%20Projection%20to%20Head%20Count%20(1).pdf,2021-12-14,6.2 Enrollment Update and Trends,2026-09-04T02:44:44Z,42acfb900218e91d318d1815665ac4e2,2,item C9FSSA71DC6F; original name: 06 Compare Projection to Head Count (1).pdf
enrollment_update_boe_enrollment_2021_slides_2021-12-14.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/C9KUMA795C6D/$file/BOE%20Enrollment%202021%20Slides.pdf,2021-12-14,6.2 Enrollment Update and Trends,2026-09-04T02:44:47Z,5e14a4af28483813c6680f53244043b2,16,item C9FSSA71DC6F; original name: BOE Enrollment 2021 Slides.pdf
enrollment_outlook_2022-04-19.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/CDLNVS617BAA/$file/Enrollment%20Outlook%20_%20April%2019%2C%202022%20(2).pdf,2022-04-19,2.01 Enrollment Outlook,2026-09-04T02:36:59Z,92240c49184caaa78b35d4dd92dd6af1,17,"item CDGJUU4EA590; original name: Enrollment Outlook _ April 19, 2022 (2).pdf"
lrac_update_to_boe_2022-11-08.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/CKQKUT5314FB/$file/LRAC%20Update%20to%20BOE%20_%20Nov.%208%2C%202022.pdf,2022-11-08,6.2 Long Range Advisory Committee Update,2026-09-04T02:37:02Z,e79f425dd72534b34e84c590f0d5a4b0,8,"item CKQKUD52EB1D; original name: LRAC Update to BOE _ Nov. 8, 2022.pdf"
(not saved) enrollment_update_01_enrollment_summary_2022-12-13.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/CLU5290E16EA/$file/01%20Enrollment%20Summary.pdf,2022-12-13,6.3 Enrollment Update and Trends,2026-09-04T02:44:53Z,b876e17d3e5866f1ec2844c1196477ef,,DUPLICATE of boarddocs/01_enrollment_summary_2023-01-10.pdf; item CLU4Y20DC5EB; original name: 01 Enrollment Summary.pdf
(not saved) enrollment_update_07_out_of_district_students_2022_p9_2022-12-13.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/CLU52D0E1A08/$file/07%20Out%20of%20District%20Students%202022(P9).pdf,2022-12-13,6.3 Enrollment Update and Trends,2026-09-04T02:44:56Z,92b1862293001d920e27d7a7e62aa023,,DUPLICATE of boarddocs/07_out_of_district_students_2022_p9_2023-01-10.pdf; item CLU4Y20DC5EB; original name: 07 Out of District Students 2022(P9).pdf
(not saved) enrollment_update_08_births_and_k_analysis_2022-12-13.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/CLU52B0E1908/$file/08%20Births%20and%20K%20Analysis.pdf,2022-12-13,6.3 Enrollment Update and Trends,2026-09-04T02:44:53Z,165cbcbd4a3734a5256a46d78196d652,,DUPLICATE of boarddocs/08_births_and_k_analysis_2023-01-10.pdf; item CLU4Y20DC5EB; original name: 08 Births and K Analysis.pdf
(not saved) enrollment_update_10_compare_projection_to_head_count_2022-12-13.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/CLU52V0E2F55/$file/10%20Compare%20Projection%20to%20Head%20Count.pdf,2022-12-13,6.3 Enrollment Update and Trends,2026-09-04T02:44:59Z,3a8f589399af735029148ceed592f8dd,,DUPLICATE of boarddocs/10_compare_projection_to_head_count_2023-01-10.pdf; item CLU4Y20DC5EB; original name: 10 Compare Projection to Head Count.pdf
(not saved) enrollment_update_boe_enrollment_2022_23_slides_2022-12-13.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/CM3V2S7EAC09/$file/BOE%20Enrollment%202022-23%20Slides.pdf,2022-12-13,6.3 Enrollment Update and Trends,2026-09-04T02:45:02Z,4e09cbd3b936d0ee6ae780eea7e3a6d6,,DUPLICATE of boarddocs/boe_enrollment_2022_23_slides_2023-01-10.pdf; item CLU4Y20DC5EB; original name: BOE Enrollment 2022-23 Slides.pdf
01_enrollment_summary_2023-01-10.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/CM4RZL6F4824/$file/01%20Enrollment%20Summary.pdf,2023-01-10,6.1 Enrollment Update and Trends,2026-09-04T02:37:05Z,b876e17d3e5866f1ec2844c1196477ef,3,item CM4RZH6F477D; original name: 01 Enrollment Summary.pdf
(not saved) 01_enrollment_summary_b_2023-01-10.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/CM4RZV6F4831/$file/01%20Enrollment%20Summary%20(2).pdf,2023-01-10,6.1 Enrollment Update and Trends,2026-09-04T02:37:12Z,b876e17d3e5866f1ec2844c1196477ef,,DUPLICATE of 01_enrollment_summary_2023-01-10.pdf; item CM4RZH6F477D; original name: 01 Enrollment Summary (2).pdf
07_out_of_district_students_2022_p9_2023-01-10.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/CM4RZS6F482E/$file/07%20Out%20of%20District%20Students%202022(P9).pdf,2023-01-10,6.1 Enrollment Update and Trends,2026-09-04T02:37:09Z,92b1862293001d920e27d7a7e62aa023,1,item CM4RZH6F477D; original name: 07 Out of District Students 2022(P9).pdf
08_births_and_k_analysis_2023-01-10.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/CM4RZP6F482A/$file/08%20Births%20and%20K%20Analysis.pdf,2023-01-10,6.1 Enrollment Update and Trends,2026-09-04T02:37:06Z,165cbcbd4a3734a5256a46d78196d652,1,item CM4RZH6F477D; original name: 08 Births and K Analysis.pdf
10_compare_projection_to_head_count_2023-01-10.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/CM4RZY6F4834/$file/10%20Compare%20Projection%20to%20Head%20Count.pdf,2023-01-10,6.1 Enrollment Update and Trends,2026-09-04T02:37:15Z,3a8f589399af735029148ceed592f8dd,2,item CM4RZH6F477D; original name: 10 Compare Projection to Head Count.pdf
boe_enrollment_2022_23_slides_2023-01-10.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/CM4S236F483A/$file/BOE%20Enrollment%202022-23%20Slides.pdf,2023-01-10,6.1 Enrollment Update and Trends,2026-09-04T02:37:18Z,4e09cbd3b936d0ee6ae780eea7e3a6d6,14,item CM4RZH6F477D; original name: BOE Enrollment 2022-23 Slides.pdf
lrac_update_to_boe_2023-03-14.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/CPQVRQ820769/$file/LRAC%20Update%20to%20BOE%20_%20Mar.%2014%2C%202023.pdf,2023-03-14,6.2 Long Range Advisory Committee Update,2026-09-04T02:37:23Z,4cfe301110d25057bbafd79fd839b59c,11,"item CPKS6S6F1971; original name: LRAC Update to BOE _ Mar. 14, 2023.pdf"
lrac_boe_work_session_2023-05-16.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/CRPRVE6FD22A/$file/LRAC%20BOE%20Work%20Session%205-16-23.pdf,2023-05-16,2.02 Long Range Advisory Committee,2026-09-04T02:37:27Z,32e5ab9ae6f35bf76b35d514f1497830,28,item CRJVW570EFED; original name: LRAC BOE Work Session 5-16-23.pdf
lrac_proposed_metrics_and_recommendations_2023-05-16.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/CRMJUH4EDABD/$file/LRAC%20Proposed%20Metrics%20and%20Recommendations%20_%20May%2016%2C%202023.pdf,2023-05-16,2.02 Long Range Advisory Committee,2026-09-04T02:37:26Z,645bd41de6e6563ed168f552a90373b8,4,"item CRJVW570EFED; original name: LRAC Proposed Metrics and Recommendations _ May 16, 2023.pdf"
lrac_boe_final_recommendation_2023-06-13.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/CSLMWP5D38DD/$file/LRAC%20BOE%20Final%20Recommendation%20_%206.13.23.pdf,2023-06-13,6.1 Long Range Advisory Committee Update,2026-09-04T02:37:36Z,fec34621280321cd7c016f20e6d8e497,21,item CSBPB7614B81; original name: LRAC BOE Final Recommendation _ 6.13.23.pdf
lrac_final_metrics_and_recommendations_2023-06-13.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/CSLMWM5D38A6/$file/LRAC%20Final%20Metrics%20and%20Recommendations%20%20-%20June%2013%2C%202023.pdf,2023-06-13,6.1 Long Range Advisory Committee Update,2026-09-04T02:37:35Z,94c1d6196c6f9fa34a533ba611a7afa0,4,"item CSBPB7614B81; original name: LRAC Final Metrics and Recommendations  - June 13, 2023.pdf"
boulder_valley_school_district_enrollment_survey_presentation_2023-10-10.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/CW8LKY55772F/$file/Boulder%20Valley%20School%20District%20Enrollment%20Survey%20Presentation%2010.10.2023.pdf,2023-10-10,2.01 Enrollment Survey Presentation,2026-09-04T02:45:37Z,57dddcaa06b8f5256e31e64c8bd9fce8,33,item CW5KMX521D23; original name: Boulder Valley School District Enrollment Survey Presentation 10.10.2023.pdf
boe_boundary_policy_worksession_2023-10-17.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/CWCRY7703643/$file/BOE%20Boundary%20Policy%20Worksession%20_%2010.17.23.pdf,2023-10-17,3.01 School Attendance Areas Policy JC,2026-09-04T02:45:41Z,786910ae4061f1ddce7c4125601af472,15,item CWCRVF6FD492; original name: BOE Boundary Policy Worksession _ 10.17.23.pdf
(not saved) dac_research_on_district_choice_open_enrollment_2023-10-24.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/CWRLNM5720F0/$file/DAC%20Research%20on%20District%20Choice%20%26%20Open%20Enrollment.pdf,2023-10-24,2.01 Open Enrollment Policy JECC & JECC-R,2026-09-04T02:45:51Z,bb6a3aa738c508bb4410baeb2266917d,,DUPLICATE of boarddocs/dac_research_on_district_choice_open_enrollment_2024-01-16.pdf; item CWNJM44DC826; original name: DAC Research on District Choice & Open Enrollment.pdf
open_enrollment_policy_worksession_2023-10-24.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/CWQUCU7B7570/$file/Open%20Enrollment%20Policy%20Worksession%20%20_%20%20Oct.%2024%2C%202023.pdf,2023-10-24,2.01 Open Enrollment Policy JECC & JECC-R,2026-09-04T02:45:47Z,1eb6dd92f68ddac0ce13ad0da335612c,24,"item CWNJM44DC826; original name: Open Enrollment Policy Worksession  _  Oct. 24, 2023.pdf"
02_enrollment_summary_2023_2023-12-12.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/CY7U6H7A8735/$file/02%20Enrollment%20Summary%202023.pdf,2023-12-12,6.1 Enrollment Update and Trends,2026-09-04T02:37:48Z,b7e2f946c1a03184b26f78837982af12,3,item CY7TDK765E6B; original name: 02 Enrollment Summary 2023.pdf
03_enrollment_growth_by_level_2023_2023-12-12.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/CYFPWR616106/$file/03%20Enrollment%20Growth%20by%20Level%202023.pdf,2023-12-12,6.1 Enrollment Update and Trends,2026-09-04T02:38:00Z,d79780cc1369bf8128b25aba6863646a,1,item CY7TDK765E6B; original name: 03 Enrollment Growth by Level 2023.pdf
07_out_of_district_students_2023_p9_2023-12-12.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/CY7U667A6AF0/$file/07%20Out%20of%20District%20Students%202023(P9).pdf,2023-12-12,6.1 Enrollment Update and Trends,2026-09-04T02:37:44Z,4decdb708282018bf26ea85b891df79a,1,item CY7TDK765E6B; original name: 07 Out of District Students 2023(P9).pdf
08_births_and_k_analysis_2023_2023-12-12.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/CY7U697A782B/$file/08%20Births%20and%20K%20Analysis%202023.pdf,2023-12-12,6.1 Enrollment Update and Trends,2026-09-04T02:37:45Z,bf3cef217f53d830d88924b4f8ad1bad,1,item CY7TDK765E6B; original name: 08 Births and K Analysis 2023.pdf
10_compare_projection_to_head_count_2023-12-12.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/CY7U6L7A8AE9/$file/10%20Compare%20Projection%20to%20Head%20Count.pdf,2023-12-12,6.1 Enrollment Update and Trends,2026-09-04T02:37:51Z,30cf55d855e941deca6e5c1b300bd133,2,item CY7TDK765E6B; original name: 10 Compare Projection to Head Count.pdf
boe_enrollment_2023_24_slides_2023-12-12.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/CYB2SD03900E/$file/BOE%20Enrollment%202023-24%20Slides.pdf,2023-12-12,6.1 Enrollment Update and Trends,2026-09-04T02:37:54Z,70b3ed5a68f1b7bf103eda7113479186,17,item CY7TDK765E6B; original name: BOE Enrollment 2023-24 Slides.pdf
dac_research_on_district_choice_open_enrollment_2024-01-16.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/CZCS8E70633F/$file/DAC%20Research%20on%20District%20Choice%20%26%20Open%20Enrollment.pdf,2024-01-16,2.01 Enrollment Policy Discussion,2026-09-04T02:38:04Z,bb6a3aa738c508bb4410baeb2266917d,3,item CZCS676FACE3; original name: DAC Research on District Choice & Open Enrollment.pdf
executive_summary_2024-01-16.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/CZCS8670596F/$file/Executive%20Summary.pdf,2024-01-16,2.01 Enrollment Policy Discussion,2026-09-04T02:38:00Z,5bcb45cd4fbfb1ccc7bb90294981078c,3,item CZCS676FACE3; original name: Executive Summary.pdf
policy_jc_january_2024_2024-01-16.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/CZEVD3802ACF/$file/JC%20January%202024.pdf,2024-01-16,"3.02 Board Policy JC, School Attendance Areas",2026-09-04T02:45:58Z,f70404ccb54b439554770de52bfbb773,2,item CZDQWC69CF1F; original name: JC January 2024.pdf
policy_jecc_january_2024_2024-01-16.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/CZDR6H6ADA15/$file/JECC%20January%202024.pdf,2024-01-16,"3.03 Board Policy JECC, Assignment of Students to School, and JECC-R (Open Enrollment)",2026-09-04T02:45:52Z,9738794d62374ef6dc717f051d93a873,2,item CZDQNU68AE43; original name: JECC January 2024.pdf
policy_jecc_r_january_2024_2024-01-16.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/CZDR6K6ADA20/$file/JECC-R%20January%202024.pdf,2024-01-16,"3.03 Board Policy JECC, Assignment of Students to School, and JECC-R (Open Enrollment)",2026-09-04T02:45:55Z,b0a3ff90cf0717e5f1d204fcc029ab2a,8,item CZDQNU68AE43; original name: JECC-R January 2024.pdf
policy_dac_oe_memo_2024-02-13.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/D2AUWY7DDC3F/$file/DAC%20OE%20Memo%202-6-24%20.pdf,2024-02-13,"10.2 Board Policy JECC, Assignment of Students to Schools, and JECC-R, Open Enrollment",2026-09-04T02:46:01Z,b7e6efa65906ffcda735a735304e2c57,4,item D26Q4H66E3CA; original name: DAC OE Memo 2-6-24 .pdf
policy_jc_clean_feb_13_2024-02-13.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/D2AT3T756499/$file/JC%20clean%20Feb%2013.pdf,2024-02-13,"10.1 Board Policy JC, School Attendance Areas",2026-09-04T02:46:19Z,3231370f2da56defa9be30b2409125b9,1,item D26RZC653E51; original name: JC clean Feb 13.pdf
policy_jc_redline_feb_13_2024-02-13.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/D2AT3R75637C/$file/JC%20redline%20Feb%2013.pdf,2024-02-13,"10.1 Board Policy JC, School Attendance Areas",2026-09-04T02:46:16Z,e2194718a602ac4267cb60dd851c5d50,1,item D26RZC653E51; original name: JC redline Feb 13.pdf
policy_jecc_clean_2024-02-13.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/D2AUX87DE0CE/$file/JECC%20clean.pdf,2024-02-13,"10.2 Board Policy JECC, Assignment of Students to Schools, and JECC-R, Open Enrollment",2026-09-04T02:46:13Z,b5fef0f34da390c490a9317ee444d879,3,item D26Q4H66E3CA; original name: JECC clean.pdf
policy_jecc_r_clean_2024-02-13.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/D2AUX47DDE90/$file/JECC-R%20clean.pdf,2024-02-13,"10.2 Board Policy JECC, Assignment of Students to Schools, and JECC-R, Open Enrollment",2026-09-04T02:46:08Z,0d53319a193a2717513b782b4f22f2d2,4,item D26Q4H66E3CA; original name: JECC-R clean.pdf
policy_jecc_r_redline_feb_13_2024-02-13.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/D2AUX27DDD87/$file/JECC-R%20redline%20Feb%2013.pdf,2024-02-13,"10.2 Board Policy JECC, Assignment of Students to Schools, and JECC-R, Open Enrollment",2026-09-04T02:46:04Z,6d9bb3f59774ac5afb95900cf450a812,10,item D26Q4H66E3CA; original name: JECC-R redline Feb 13.pdf
policy_jecc_redline_february_13_2024-02-13.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/D2AUX67DDFD0/$file/JECC%20redline%20February%2013.pdf,2024-02-13,"10.2 Board Policy JECC, Assignment of Students to Schools, and JECC-R, Open Enrollment",2026-09-04T02:46:10Z,619734bc3555c28324b99cc11479126a,4,item D26Q4H66E3CA; original name: JECC redline February 13.pdf
policy_jc_clean_2024-02-27.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/D2Q87Y1CFE8B/$file/JC%20clean.pdf,2024-02-27,"10.1 Board Policy JC, School Attendance Areas",2026-09-04T02:46:22Z,460021ff6f77d9e5c48f62b58e86b0cf,1,item D2Q85F1CA0A4; original name: JC clean.pdf
policy_jecc_r_february_27_redline_1_2024_2024-02-27.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/D2QVU782644F/$file/JECC-R%20February%2027%20Redline%20%231%202024.pdf,2024-02-27,"11.2 Board Policy JECC-R, School Choice Procedure (Open Enrollment)",2026-09-04T02:46:25Z,cbebd8eb184490e2cd885c7c98554409,3,item D2QVSP822D01; original name: JECC-R February 27 Redline #1 2024.pdf
policy_jecc_r_february_27_redline_2_2024_2024-02-27.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/D2QVU982645B/$file/JECC-R%20February%2027%20Redline%20%232%202024.pdf,2024-02-27,"11.2 Board Policy JECC-R, School Choice Procedure (Open Enrollment)",2026-09-04T02:46:28Z,237cfab7cba59b1c60ce34f4a3cf01de,3,item D2QVSP822D01; original name: JECC-R February 27 Redline #2 2024.pdf
policy_jecc_r_february_27_redline_3_2024_2024-02-27.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/D2QVZZ833EB5/$file/JECC-R%20February%2027%20Redline%20%233%202024.pdf,2024-02-27,"11.2 Board Policy JECC-R, School Choice Procedure (Open Enrollment)",2026-09-04T02:46:31Z,9d10eb1ac3e03edc23bdda7e96ec18bc,3,item D2QVSP822D01; original name: JECC-R February 27 Redline #3 2024.pdf
lrac_heatherwood_engagement_update_to_boe_2024-05-28.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/D5HS9Z71A555/$file/LRAC%20%2B%20Heatherwood%20Engagement%20Update%20to%20BOE%20_%20May%2028%2C%202024.pdf,2024-05-28,7.1 Long Range Advisory Committee & Heatherwood Community Engagement Process Update,2026-09-04T02:38:07Z,7ee72aa1f09cc56d71c809cda601d4c9,15,"item D5AK9U4EB42A; original name: LRAC + Heatherwood Engagement Update to BOE _ May 28, 2024.pdf"
boe_declining_enrollment_worksession_2024-09-17.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/D93P9263747F/$file/BOE%20Declining%20Enrollment%20Worksession%20_%20Sept.%2017%2C%202024.pdf,2024-09-17,3.01 Declining Enrollment Data Worksession,2026-09-04T02:38:13Z,913eaf0507bbdea9901c9648ee5a9944,49,"item D8TST7743031; original name: BOE Declining Enrollment Worksession _ Sept. 17, 2024.pdf"
policy_jecc_r_september_2024_2024-09-24.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/D9ATYH79A5AB/$file/JECC-R%20September%202024.pdf,2024-09-24,"8.1 Board Policy JECC-R, School Choice Procedure (Open Enrollment)",2026-09-04T02:46:34Z,e83dbcb354404e2c1a00d21a63ac09fe,3,item D98MCP5AA019; original name: JECC-R September 2024.pdf
lrac_heatherwood_update_to_boe_2024-10-08.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/D9NQEW690201/$file/LRAC%20%26%20Heatherwood%20Update%20to%20BOE%20_%20Oct.%208%2C%202024.pdf,2024-10-08,6.1 LRAC/Heatherwood Elementary,2026-09-04T02:38:19Z,3843179c27d744c71301797dbb8a3e0b,17,"item D9NP3G625BF2; original name: LRAC & Heatherwood Update to BOE _ Oct. 8, 2024.pdf"
01a_enrollment_summary_2024_2024-12-10.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/DBEPCW64061C/$file/01a%20Enrollment%20Summary%202024.pdf,2024-12-10,8.1 Annual Enrollment Update,2026-09-04T02:38:27Z,c33c5eb3f83f53a203008dd154801c2c,3,item DBENT5616D2D; original name: 01a Enrollment Summary 2024.pdf
01b_enrollment_change_by_level_2024_2024-12-10.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/DBEPCV63E288/$file/01b%20Enrollment%20Change%20by%20Level%202024.pdf,2024-12-10,8.1 Annual Enrollment Update,2026-09-04T02:38:24Z,0a25d5d0bf4343c33b3b2c98feb028ba,1,item DBENT5616D2D; original name: 01b Enrollment Change by Level 2024.pdf
07_out_of_district_students_2024_p9_rev_2024-12-10.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/DBPP6P631E34/$file/07%20Out%20of%20District%20Students%202024(P9)%20rev.pdf,2024-12-10,8.1 Annual Enrollment Update,2026-09-04T02:38:33Z,c1aa54353894147c68298300b9f910e8,1,item DBENT5616D2D; original name: 07 Out of District Students 2024(P9) rev.pdf
08_births_and_k_analysis_2024_2024-12-10.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/DBEPCF63F624/$file/08%20Births%20and%20K%20Analysis%202024.pdf,2024-12-10,8.1 Annual Enrollment Update,2026-09-04T02:38:24Z,add5fd5901faab36080d8ba44f758849,1,item DBENT5616D2D; original name: 08 Births and K Analysis 2024.pdf
10_compare_projection_to_head_count_2024-12-10.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/DBEPD8641063/$file/10%20Compare%20Projection%20to%20Head%20Count%20(1).pdf,2024-12-10,8.1 Annual Enrollment Update,2026-09-04T02:38:30Z,3dde3da4997045d965ec7d2187292e22,2,item DBENT5616D2D; original name: 10 Compare Projection to Head Count (1).pdf
boe_enrollment_2024_25_slides_2024-12-10.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/DBZPGS62EEFA/$file/BOE%20Enrollment%202024-25%20Slides%20(1).pdf,2024-12-10,8.1 Annual Enrollment Update,2026-09-04T02:38:36Z,d51cfea6ec886d79c4b7fb0318b7327d,15,item DBENT5616D2D; original name: BOE Enrollment 2024-25 Slides (1).pdf
boe_attendance_boundary_worksession_2025-01-14.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/DCSVL281327C/$file/BOE%20Attendance%20Boundary%20Worksession%20_%201.14.25.pdf,2025-01-14,"3.1 School Attendance Areas, Policy JC",2026-09-04T02:38:44Z,9a7fa20bb3e1bb55da9f7dec9cbf12a0,16,item DCBMKK5BA1B5; original name: BOE Attendance Boundary Worksession _ 1.14.25.pdf
budget_fy2026_2025_26_preliminary_budget_presentation_final_2025-04-08.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/DFKLJG56C6A2/$file/2025-26%20Preliminary%20Budget%20Presentation%20-%20Final%20-%2004-08-25.pdf,2025-04-08,6.3 2025-26 Preliminary Budget,2026-09-04T02:49:20Z,52caf4acb2131ab22f4086f3fcd22f0e,31,item DFDJJF4D67CB; original name: 2025-26 Preliminary Budget Presentation - Final - 04-08-25.pdf
boe_attendance_boundary_worksession_2025-05-20.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/DGQTKB779BFB/$file/BOE%20Attendance%20Boundary%20Worksession%20_%202025.5.20.pdf,2025-05-20,3.01 School Attendance Areas - Policy JC,2026-09-04T02:46:37Z,a7d014ef11d94dfd4a41c79ac98f08bf,65,item DGLRRH6F0BCE; original name: BOE Attendance Boundary Worksession _ 2025.5.20.pdf
budget_fy2026_2025_26_proposed_budget_2025-05-27.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/DGXM8L5A057D/$file/2025-26%20Proposed%20Budget.pdf,2025-05-27,13.1 2025-26 Proposed Budget,2026-09-04T02:47:59Z,88d46cc241848cb2e811e3df43a808d4,265,item DGVUG67BF220; original name: 2025-26 Proposed Budget.pdf
