target,students_needed,homes_at_avg_yield,homes_at_one_child,note
450,19.904608236681725,111.19125980491171,19.904608236681725,from Trend-assumption central estimate 430; avg yield 0.179 elementary students per single-family dwelling (BVSD boundary study p.22)
492,61.904608236681725,345.8119494600841,61.904608236681725,from Trend-assumption central estimate 430; avg yield 0.179 elementary students per single-family dwelling (BVSD boundary study p.22)
