B01001_024E,B01001_012E,B01001_048E,B01001_031MA,B01001_036E,B01001_035EA,B01001_024M,B01001_012M,B01001_016MA,B01001_048M,B01001_036M,B01001_039MA,B01001_012EA,B01001_009EA,B01001_011E,B01001_020MA,B01001_035E,B01001_023E,B01001_047E,B01001_043MA,B01001_011M,B01001_005MA,B01001_028MA,B01001_035M,B01001_047EA,B01001_023M,B01001_047M,B01001_001EA,B01001_024EA,B01001_002E,B01001_015MA,B01001_026E,B01001_030MA,B01001_014E,B01001_038E,B01001_011EA,B01001_034EA,B01001_002M,B01001_026M,B01001_038MA,B01001_014M,B01001_038M,B01001_008EA,B01001_013E,B01001_001E,B01001_037E,B01001_004MA,B01001_025E,B01001_042MA,B01001_049E,B01001_046EA,B01001_013M,B01001_001M,B01001_027MA,B01001_037M,B01001_025M,B01001_023EA,B01001_049M,B01001_010MA,B01001_004E,B01001_028E,B01001_016E,B01001_033MA,B01001_018MA,B01001_037EA,B01001_004M,B01001_014EA,B01001_028M,B01001_016M,B01001_049EA,B01001_029E,B01001_022MA,B01001_045MA,B01001_015E,B01001_003E,B01001_039E,B01001_027E,B01001_007MA,B01001_003EA,B01001_015M,B01001_026EA,B01001_041EA,B01001_003M,B01001_039M,B01001_027M,NAME,B01001_038EA,B01001_018M,B01001_006E,B01001_032MA,B01001_017MA,B01001_036EA,B01001_006M,B01001_013EA,B01001_019E,B01001_007E,B01001_021MA,B01001_029M,B01001_040EA,B01001_017E,B01001_005E,B01001_044MA,B01001_029MA,B01001_006MA,B01001_048EA,B01001_025EA,B01001_017M,B01001_002EA,B01001_005M,B01001_018E,B01001_008M,B01001_035MA,B01001_012MA,B01001_040E,B01001_031EA,B01001_005EA,B01001_028EA,B01001_040M,B01001_009E,B01001_019M,B01001_007M,B01001_047MA,B01001_001MA,B01001_024MA,B01001_020EA,B01001_009MA,B01001_043EA,B01001_017EA,B01001_008E,B01001_011MA,B01001_034MA,B01001_019MA,B01001_015EA,B01001_030EA,B01001_042E,B01001_030E,B01001_027EA,B01001_042M,B01001_030M,B01001_046MA,B01001_009M,B01001_023MA,B01001_008MA,B01001_004EA,B01001_042EA,B01001_041E,B01001_016EA,B01001_039EA,B01001_041M,B01001_044E,B01001_032E,B01001_037MA,B01001_014MA,B01001_044M,B01001_010EA,B01001_032M,B01001_020E,B01001_033EA,B01001_007EA,B01001_020M,B01001_043E,B01001_003MA,B01001_026MA,B01001_041MA,B01001_022EA,B01001_045EA,B01001_043M,B01001_049MA,B01001_031E,B01001_019EA,B01001_031M,B01001_022E,B01001_010E,B01001_036MA,B01001_046E,B01001_034E,B01001_013MA,B01001_022M,B01001_010M,B01001_046M,B01001_034M,B01001_032EA,B01001_029EA,B01001_006EA,B01001_033E,B01001_021E,B01001_045E,B01001_048MA,B01001_025MA,B01001_002MA,B01001_033M,B01001_021EA,B01001_021M,B01001_045M,B01001_044EA,GEO_ID,B01001_018EA,B01001_040MA
15,9,13,,0,,25,14,,28,14,,,,25,,26,35,29,,39,,,41,,39,33,,,478,,481,,8,4,,,213,203,,13,16,,77,959,28,,0,,0,,85,389,,35,14,,14,,38,5,37,,,,50,,18,42,,32,,,35,0,49,0,,,43,,,14,49,14,Block Group 4; Census Tract 132.08; Boulder County; Colorado,,20,53,,,,58,,0,0,,33,,0,12,,,,,,14,,22,13,14,,,0,,,,14,0,14,14,,,,,,,,0,,,,,,0,11,,14,18,,14,,,,,40,,,44,34,7,,,35,,14,88,,,92,45,,,,,,49,,54,,87,10,0,,38,0,,17,14,44,14,,,,0,23,66,,,,14,,34,84,,1500000US080130132084,,
0,131,10,,171,,14,115,,14,158,,,,65,,174,33,77,,50,,,114,,34,54,,,1217,,1311,,0,33,,,404,458,,14,34,,118,2528,12,,0,,0,,100,805,,14,14,,14,,174,53,150,,,,143,,58,96,,37,,,91,6,87,319,,,70,,,10,62,208,Block Group 1; Census Tract 132.10; Boulder County; Colorado,,14,97,,,,90,,20,0,,43,,97,59,,,,,,84,,80,0,14,,,38,,,,47,9,32,14,,,,,,,,0,,,,,,0,14,,14,18,,17,,,,,68,,,66,12,42,,,19,,53,1,,,2,45,,,,,,50,,46,,62,67,83,,37,18,,58,104,31,30,,,,0,16,18,,,,14,,27,23,,1500000US080130132101,,
0,150,14,,69,,14,95,,23,44,,,,56,,60,92,28,,44,,,78,,71,38,,,1294,,947,,140,89,,,330,293,,152,87,,26,2241,11,,0,,9,,31,491,,18,14,,15,,17,30,136,,,,27,,47,104,,0,,,72,22,197,0,,,55,,,23,122,14,Block Group 2; Census Tract 132.10; Boulder County; Colorado,,92,41,,,,45,,15,26,,14,,102,0,,,,,,75,,14,68,14,,,61,,,,49,16,19,38,,,,,,,,0,,,,,,28,38,,45,42,,25,,,,,139,,,93,85,0,,,94,,14,68,,,63,60,,,,,,88,,0,,14,114,102,,15,14,,115,100,17,22,,,,0,31,0,,,,14,,49,14,,1500000US080130132102,,
0,66,20,,38,,14,62,,33,42,,,,50,,58,18,12,,50,,,45,,22,15,,,639,,538,,115,33,,,196,143,,91,34,,9,1177,52,,30,,14,,16,275,,57,38,,22,,34,16,29,,,,36,,26,45,,50,,,0,14,77,10,,,14,,,25,61,17,Block Group 3; Census Tract 132.10; Boulder County; Colorado,,14,0,,,,14,,0,30,,41,,38,35,,,,,,33,,42,11,14,,,22,,,,27,40,14,35,,,,,,,,0,,,,,,94,0,,50,14,,64,,,,,1,,,2,0,0,,,14,,14,10,,,15,32,,,,,,35,,0,,14,57,0,,9,0,,45,14,14,14,,,,0,53,0,,,,14,,40,14,,1500000US080130132103,,
29,18,24,,29,,32,29,,27,35,,,,0,,45,34,11,,14,,,59,,29,17,,,926,,852,,76,88,,,243,192,,63,67,,28,1778,53,,10,,0,,43,403,,49,17,,14,,100,14,129,,,,89,,25,90,,37,,,15,15,28,12,,,26,,,26,45,22,Block Group 1; Census Tract 132.11; Boulder County; Colorado,,37,78,,,,65,,26,0,,38,,55,164,,,,,,43,,108,36,14,,,124,,,,86,0,36,14,,,,,,,,0,,,,,,13,60,,22,67,,14,,,,,94,,,57,17,0,,,28,,14,0,,,14,43,,,,,,40,,51,,82,85,0,,60,0,,75,14,46,14,,,,0,28,49,,,,14,,32,40,,1500000US080130132111,,
23,131,23,,82,,26,128,,27,107,,,,0,,52,0,0,,14,,,76,,14,14,,,336,,343,,0,0,,,171,180,,14,14,,29,679,28,,18,,11,,36,341,,36,29,,18,,16,9,36,,,,27,,15,55,,0,,,0,36,31,0,,,14,,,42,50,14,Block Group 2; Census Tract 132.11; Boulder County; Colorado,,14,12,,,,20,,0,0,,14,,0,0,,,,,,14,,14,0,14,,,36,,,,53,0,14,14,,,,,,,,0,,,,,,0,0,,14,14,,14,,,,,11,,,20,0,0,,,14,,14,0,,,14,0,,,,,,14,,0,,14,12,13,,11,49,,19,21,17,60,,,,0,10,0,,,,14,,16,14,,1500000US080130132112,,
86,104,14,,0,,98,114,,24,14,,,,32,,0,0,0,,51,,,14,,14,14,,,973,,394,,110,99,,,467,334,,134,96,,46,1367,0,,0,,0,,77,726,,14,14,,14,,148,0,36,,,,137,,14,55,,90,,,66,0,0,0,,,84,,,14,14,14,Block Group 3; Census Tract 132.11; Boulder County; Colorado,,66,0,,,,14,,0,0,,127,,0,0,,,,,,14,,14,55,68,,,8,,,,16,0,14,14,,,,,,,,53,,,,,,25,75,,36,106,,14,,,,,68,,,85,15,0,,,25,,14,0,,,14,0,,,,,,14,,0,,14,97,54,,0,0,,130,68,14,14,,,,0,86,0,,,,14,,89,14,,1500000US080130132113,,
0,67,16,,151,,14,76,,25,85,,,,36,,40,0,14,,43,,,39,,14,24,,,802,,1025,,190,10,,,359,295,,280,17,,166,1827,185,,0,,14,,98,535,,121,14,,24,,62,22,73,,,,55,,38,68,,49,,,16,33,15,138,,,24,,,29,24,94,Block Group 4; Census Tract 132.11; Boulder County; Colorado,,14,35,,,,60,,0,23,,44,,0,72,,,,,,14,,88,0,14,,,60,,,,54,0,14,37,,,,,,,,0,,,,,,20,74,,32,87,,14,,,,,30,,,36,0,0,,,14,,14,0,,,14,45,,,,,,66,,30,,48,29,0,,112,0,,33,14,95,14,,,,0,0,0,,,,14,,14,14,,1500000US080130132114,,
0,0,0,,16,,14,14,,14,26,,,,0,,15,0,0,,14,,,26,,14,14,,,539,,500,,54,0,,,215,216,,57,14,,31,1039,14,,0,,0,,37,409,,24,14,,14,,0,0,92,,,,14,,14,75,,17,,,0,47,48,0,,,14,,,52,55,14,Block Group 5; Census Tract 132.11; Boulder County; Colorado,,39,61,,,,61,,31,0,,27,,102,34,,,,,,75,,33,36,14,,,83,,,,70,0,35,14,,,,,,,,0,,,,,,37,15,,43,24,,14,,,,,60,,,58,0,0,,,14,,14,0,,,14,6,,,,,,9,,0,,14,13,28,,34,35,,22,47,41,52,,,,67,10,53,,,,76,,17,50,,1500000US080130132115,,
0,16,0,,18,,14,28,,14,29,,,,0,,0,0,0,,14,,,14,,14,14,,,185,,226,,0,16,,,114,119,,14,25,,41,411,33,,0,,13,,43,220,,40,14,,22,,35,21,20,,,,40,,34,26,,0,,,18,0,7,0,,,26,,,14,11,14,Block Group 6; Census Tract 132.11; Boulder County; Colorado,,14,0,,,,14,,0,0,,14,,0,15,,,,,,14,,24,0,14,,,20,,,,34,0,14,14,,,,,,,,0,,,,,,0,17,,14,27,,14,,,,,0,,,14,0,0,,,14,,14,0,,,14,1,,,,,,2,,0,,14,0,0,,28,14,,14,14,32,25,,,,14,40,24,,,,24,,36,29,,1500000US080130132116,,
22,35,0,,29,,17,35,,14,44,,,,20,,0,12,34,,22,,,14,,18,32,,,441,,470,,45,10,,,118,124,,50,16,,0,911,38,,0,,60,,14,218,,44,14,,47,,0,52,54,,,,14,,53,63,,19,,,9,37,27,0,,,13,,,66,23,14,Block Group 1; Census Tract 132.12; Boulder County; Colorado,,21,47,,,,57,,39,0,,21,,51,11,,,,,,32,,17,23,20,,,60,,,,65,0,31,14,,,,,,,,13,,,,,,10,0,,16,14,,14,,,,,40,,,33,0,0,,,14,,14,0,,,14,38,,,,,,44,,24,,32,12,0,,22,0,,19,14,24,14,,,,0,11,7,,,,14,,17,12,,1500000US080130132121,,
0,15,0,,40,,14,19,,14,35,,,,58,,7,11,0,,57,,,14,,18,14,,,860,,762,,41,80,,,223,308,,28,48,,58,1622,0,,0,,0,,46,498,,14,14,,14,,50,32,83,,,,43,,43,42,,19,,,21,27,83,13,,,23,,,45,47,16,Block Group 2; Census Tract 132.12; Boulder County; Colorado,,20,72,,,,49,,12,54,,29,,185,54,,,,,,169,,38,13,14,,,148,,,,158,20,19,42,,,,,,,,0,,,,,,14,134,,21,117,,24,,,,,44,,,35,27,0,,,25,,14,39,,,41,31,,,,,,29,,27,,32,29,0,,0,14,,28,14,14,23,,,,13,18,36,,,,21,,22,41,,1500000US080130132122,,
0,86,41,,32,,14,67,,61,42,,,,28,,0,38,11,,30,,,14,,30,17,,,779,,742,,51,35,,,174,146,,38,34,,18,1521,36,,14,,14,,21,263,,28,22,,22,,38,55,87,,,,31,,43,61,,40,,,50,28,36,15,,,37,,,29,30,23,Block Group 3; Census Tract 132.12; Boulder County; Colorado,,27,38,,,,35,,39,0,,33,,67,38,,,,,,96,,36,29,14,,,110,,,,59,0,34,14,,,,,,,,0,,,,,,44,30,,35,35,,14,,,,,29,,,32,69,0,,,44,,14,63,,,49,28,,,,,,27,,0,,14,26,0,,68,39,,29,14,36,38,,,,10,41,0,,,,15,,36,14,,1500000US080130132123,,
14,57,29,,43,,22,59,,31,48,,,,80,,67,0,11,,54,,,53,,14,17,,,463,,386,,9,0,,,156,171,,14,14,,50,849,19,,9,,30,,60,206,,30,20,,26,,0,0,49,,,,14,,14,53,,0,,,11,12,0,0,,,19,,,19,14,14,Block Group 4; Census Tract 132.12; Boulder County; Colorado,,14,0,,,,14,,11,0,,14,,15,0,,,,,,17,,14,0,14,,,21,,,,18,36,19,14,,,,,,,,0,,,,,,0,0,,14,14,,46,,,,,0,,,14,0,0,,,14,,14,0,,,14,9,,,,,,13,,0,,14,9,101,,0,95,,16,80,14,66,,,,53,0,9,,,,60,,14,19,,1500000US080130132124,,
27,179,12,,12,,27,233,,19,20,,,,0,,250,41,12,,14,,,255,,39,18,,,897,,1455,,37,159,,,310,637,,40,223,,77,2352,86,,0,,10,,60,895,,69,14,,15,,49,67,100,,,,51,,64,100,,153,,,39,97,58,15,,,42,,,86,68,27,Block Group 1; Census Tract 132.14; Boulder County; Colorado,,31,0,,,,14,,14,0,,180,,69,56,,,,,,56,,65,24,14,,,66,,,,64,0,22,14,,,,,,,,0,,,,,,16,164,,24,202,,14,,,,,101,,,81,0,0,,,14,,14,0,,,14,27,,,,,,43,,94,,111,62,0,,97,0,,46,14,54,14,,,,30,26,26,,,,51,,31,31,,1500000US080130132141,,
13,140,0,,131,,21,91,,14,92,,,,276,,215,35,122,,172,,,108,,40,138,,,2095,,1795,,108,107,,,487,397,,86,89,,214,3890,75,,0,,31,,140,728,,54,14,,34,,49,17,48,,,,53,,33,55,,127,,,144,182,227,43,,,135,,,201,183,54,Block Group 2; Census Tract 132.14; Boulder County; Colorado,,14,73,,,,70,,278,40,,118,,78,221,,,,,,80,,162,0,14,,,168,,,,110,48,175,54,,,,,,,,0,,,,,,23,0,,37,14,,75,,,,,50,,,51,0,0,,,14,,14,29,,,37,115,,,,,,81,,0,,14,88,31,,183,12,,65,51,88,31,,,,100,0,49,,,,133,,14,38,,1500000US080130132142,,
20,49,41,,13,,34,74,,49,21,,,,3,,13,0,20,,5,,,21,,14,31,,,291,,276,,14,19,,,123,142,,24,24,,0,567,30,,0,,0,,14,221,,35,14,,14,,30,0,22,,,,37,,14,31,,14,,,28,15,28,13,,,39,,,25,41,21,Block Group 1; Census Tract 132.15; Boulder County; Colorado,,17,0,,,,14,,13,0,,24,,21,45,,,,,,31,,40,10,14,,,9,,,,15,0,20,14,,,,,,,,0,,,,,,0,17,,14,30,,14,,,,,0,,,14,0,0,,,14,,14,0,,,14,10,,,,,,17,,4,,10,0,21,,4,18,,14,28,11,30,,,,0,0,23,,,,14,,14,38,,1500000US080130132151,,
0,203,0,,296,,14,120,,14,165,,,,164,,197,28,36,,123,,,141,,37,43,,,1299,,1625,,4,19,,,263,408,,15,31,,93,2924,43,,0,,0,,91,528,,69,14,,14,,63,105,114,,,,67,,104,76,,235,,,81,25,102,70,,,75,,,39,104,74,Block Group 2; Census Tract 132.15; Boulder County; Colorado,,33,41,,,,32,,39,0,,176,,61,99,,,,,,73,,86,20,25,,,31,,,,37,0,56,14,,,,,,,,12,,,,,,12,75,,20,73,,14,,,,,68,,,56,23,0,,,35,,14,24,,,37,28,,,,,,32,,17,,35,101,127,,14,118,,86,136,24,99,,,,44,0,92,,,,70,,14,75,,1500000US080130132152,,
0,7,0,,52,,14,16,,14,59,,,,0,,0,0,0,,14,,,14,,14,14,,,823,,878,,72,102,,,284,281,,55,127,,144,1701,61,,0,,32,,138,535,,53,14,,53,,28,104,72,,,,34,,95,64,,38,,,74,0,150,20,,,50,,,14,68,33,Block Group 3; Census Tract 132.15; Boulder County; Colorado,,23,80,,,,61,,14,23,,36,,78,110,,,,,,49,,87,13,14,,,69,,,,63,33,23,37,,,,,,,,0,,,,,,0,100,,14,74,,49,,,,,30,,,28,0,0,,,14,,14,58,,,66,38,,,,,,42,,28,,46,0,0,,18,21,,14,14,28,35,,,,0,17,15,,,,14,,29,25,,1500000US080130132153,,
1,12,92,,36,,5,21,,126,40,,,,0,,0,34,42,,14,,,14,,39,53,,,662,,722,,56,26,,,211,220,,43,33,,111,1384,143,,0,,31,,59,375,,74,14,,33,,36,0,18,,,,35,,14,28,,0,,,16,135,35,135,,,29,,,79,39,71,Block Group 1; Census Tract 133.02; Boulder County; Colorado,,14,0,,,,14,,20,0,,14,,34,21,,,,,,45,,37,0,32,,,67,,,,62,0,30,14,,,,,,,,24,,,,,,0,0,,14,14,,14,,,,,0,,,14,0,22,,,14,,31,20,,,40,0,,,,,,14,,0,,14,36,70,,50,0,,40,63,46,14,,,,0,18,43,,,,14,,29,28,,1500000US080130133021,,
16,23,16,,29,,25,26,,25,44,,,,66,,0,29,0,,103,,,14,,45,14,,,566,,578,,19,94,,,176,233,,32,71,,93,1144,40,,0,,0,,51,358,,51,14,,14,,34,102,0,,,,43,,72,14,,0,,,36,59,0,27,,,48,,,40,14,40,Block Group 2; Census Tract 133.02; Boulder County; Colorado,,104,57,,,,71,,18,0,,14,,29,0,,,,,,50,,14,69,14,,,32,,,,55,0,30,14,,,,,,,,0,,,,,,0,0,,14,14,,14,,,,,0,,,14,57,0,,,85,,14,0,,,14,18,,,,,,29,,0,,14,0,0,,0,145,,14,14,14,155,,,,0,18,18,,,,14,,28,29,,1500000US080130133022,,
0,31,0,,0,,14,27,,14,14,,,,20,,39,0,14,,34,,,41,,14,22,,,262,,208,,50,0,,,117,125,,61,14,,13,470,34,,0,,0,,20,221,,33,14,,14,,38,29,0,,,,50,,45,14,,0,,,0,0,0,0,,,14,,,14,14,14,Block Group 3; Census Tract 133.02; Boulder County; Colorado,,14,0,,,,14,,18,0,,14,,35,0,,,,,,40,,14,0,14,,,0,,,,14,22,29,14,,,,,,,,0,,,,,,0,0,,14,14,,39,,,,,54,,,53,0,0,,,14,,14,16,,,25,0,,,,,,14,,0,,14,0,0,,16,22,,14,14,25,39,,,,0,19,0,,,,14,,32,14,,1500000US080130133023,,
0,51,0,,0,,14,54,,14,14,,,,46,,36,29,13,,54,,,42,,35,21,,,334,,354,,14,16,,,138,133,,24,20,,20,688,31,,0,,28,,31,233,,34,14,,31,,0,0,0,,,,14,,14,14,,0,,,0,22,0,36,,,14,,,32,14,53,Block Group 4; Census Tract 133.02; Boulder County; Colorado,,14,0,,,,14,,56,0,,14,,0,0,,,,,,14,,14,0,14,,,32,,,,46,0,51,14,,,,,,,,0,,,,,,19,0,,29,14,,14,,,,,18,,,28,0,0,,,14,,14,16,,,24,39,,,,,,45,,0,,14,80,0,,66,0,,57,14,65,14,,,,0,0,20,,,,14,,14,32,,1500000US080130133024,,
0,32,20,,40,,14,40,,31,39,,,,45,,53,0,0,,40,,,52,,14,14,,,800,,608,,19,0,,,364,184,,28,14,,17,1408,15,,17,,33,,28,436,,26,26,,36,,48,28,118,,,,53,,32,91,,0,,,0,15,27,14,,,14,,,23,42,23,Block Group 5; Census Tract 133.02; Boulder County; Colorado,,31,0,,,,14,,36,231,,14,,71,0,,,,,,98,,14,18,14,,,104,,,,88,0,42,314,,,,,,,,0,,,,,,0,0,,14,14,,14,,,,,94,,,82,0,0,,,14,,14,40,,,44,97,,,,,,73,,0,,14,34,23,,67,0,,41,39,80,14,,,,0,36,16,,,,14,,43,25,,1500000US080130133025,,
12,85,35,,96,,20,63,,40,135,,,,0,,18,27,43,,14,,,28,,33,45,,,916,,725,,82,67,,,266,246,,62,47,,79,1641,20,,0,,0,,81,470,,18,14,,14,,6,46,27,,,,10,,49,32,,42,,,113,14,34,9,,,109,,,24,39,19,Block Group 1; Census Tract 133.05; Boulder County; Colorado,,19,112,,,,88,,0,71,,48,,21,26,,,,,,32,,31,16,45,,,28,,,,37,0,14,76,,,,,,,,41,,,,,,0,21,,14,28,,14,,,,,7,,,12,25,0,,,30,,14,0,,,14,43,,,,,,43,,87,,69,88,51,,64,11,,66,76,60,17,,,,0,45,29,,,,14,,41,33,,1500000US080130133051,,
103,56,6,,94,,157,40,,9,57,,,,41,,32,26,64,,44,,,34,,28,71,,,1224,,1434,,159,78,,,433,580,,177,63,,124,2658,102,,0,,108,,83,951,,88,14,,151,,131,53,87,,,,52,,67,95,,245,,,29,116,153,83,,,33,,,86,124,51,Block Group 2; Census Tract 133.05; Boulder County; Colorado,,19,21,,,,31,,38,48,,247,,79,22,,,,,,63,,28,11,13,,,40,,,,35,12,28,80,,,,,,,,6,,,,,,7,124,,11,142,,19,,,,,90,,,75,0,0,,,14,,14,45,,,50,21,,,,,,25,,0,,14,0,60,,101,15,,14,55,79,19,,,,0,10,18,,,,14,,16,28,,1500000US080130133052,,
0,26,7,,55,,14,33,,13,64,,,,26,,43,9,0,,42,,,52,,14,14,,,740,,593,,209,49,,,322,232,,183,44,,56,1333,35,,8,,6,,60,487,,42,13,,15,,0,29,52,,,,14,,49,64,,0,,,19,13,6,19,,,23,,,19,36,21,Block Group 3; Census Tract 133.05; Boulder County; Colorado,,14,18,,,,30,,35,10,,14,,39,25,,,,,,37,,41,0,14,,,37,,,,45,36,44,75,,,,,,,,0,,,,,,53,51,,82,63,,60,,,,,51,,,59,10,0,,,41,,14,0,,,14,24,,,,,,38,,39,,51,19,130,,30,25,,31,148,33,34,,,,7,10,17,,,,45,,16,27,,1500000US080130133053,,
9,94,22,,111,,14,55,,28,62,,,,52,,38,20,45,,56,,,41,,38,36,,,628,,1028,,63,49,,,150,297,,58,44,,88,1656,18,,31,,120,,57,373,,23,29,,61,,0,73,65,,,,14,,70,50,,30,,,11,29,16,50,,,18,,,31,27,41,Block Group 1; Census Tract 133.06; Boulder County; Colorado,,35,0,,,,14,,5,0,,37,,78,0,,,,,,61,,14,39,14,,,37,,,,42,0,14,14,,,,,,,,0,,,,,,19,50,,23,41,,14,,,,,160,,,139,23,0,,,26,,14,11,,,17,26,,,,,,43,,0,,14,17,0,,77,16,,19,14,71,26,,,,0,16,48,,,,14,,20,34,,1500000US080130133061,,
19,116,0,,72,,21,95,,14,57,,,,61,,49,28,0,,59,,,35,,42,14,,,1296,,1383,,54,147,,,406,487,,43,131,,112,2679,59,,54,,19,,77,833,,88,53,,15,,69,203,139,,,,98,,139,118,,58,,,76,27,96,105,,,96,,,32,96,136,Block Group 2; Census Tract 133.06; Boulder County; Colorado,,21,73,,,,83,,36,15,,96,,74,100,,,,,,83,,153,13,23,,,82,,,,66,0,33,26,,,,,,,,13,,,,,,35,2,,38,6,,14,,,,,155,,,180,22,0,,,37,,14,133,,,187,15,,,,,,21,,157,,155,17,52,,37,36,,20,61,32,34,,,,0,15,34,,,,14,,23,35,,1500000US080130133062,,
18,53,45,,69,,22,50,,43,75,,,,117,,74,67,52,,78,,,63,,56,36,,,770,,766,,27,40,,,199,233,,43,48,,112,1536,17,,20,,72,,85,377,,29,26,,62,,42,37,22,,,,44,,39,39,,0,,,43,17,25,42,,,44,,,29,35,43,Block Group 1; Census Tract 133.07; Boulder County; Colorado,,57,27,,,,49,,0,17,,14,,14,1,,,,,,18,,9,64,14,,,40,,,,54,0,14,32,,,,,,,,0,,,,,,25,0,,21,14,,14,,,,,11,,,17,1,33,,,2,,56,6,,,11,13,,,,,,15,,0,,14,54,39,,101,0,,47,67,62,14,,,,33,10,36,,,,56,,19,29,,1500000US080130133071,,
4,161,19,,75,,7,82,,22,66,,,,113,,73,20,0,,102,,,53,,23,14,,,1073,,1016,,53,71,,,246,297,,50,96,,107,2089,48,,18,,27,,50,452,,45,29,,33,,50,42,71,,,,63,,36,50,,57,,,183,48,24,149,,,151,,,41,26,107,Block Group 2; Census Tract 133.07; Boulder County; Colorado,,36,15,,,,22,,0,22,,50,,83,30,,,,,,73,,30,34,14,,,71,,,,50,0,14,35,,,,,,,,0,,,,,,21,65,,19,65,,14,,,,,69,,,54,25,0,,,32,,14,9,,,15,10,,,,,,15,,0,,14,28,9,,52,68,,23,14,57,57,,,,0,15,50,,,,14,,18,66,,1500000US080130133072,,
11,96,37,,31,,16,46,,30,29,,,,91,,15,19,28,,91,,,35,,20,24,,,618,,515,,60,31,,,211,127,,46,34,,12,1133,21,,37,,23,,33,284,,25,46,,25,,46,33,0,,,,36,,31,14,,14,,,29,22,20,59,,,27,,,25,22,41,Block Group 1; Census Tract 133.08; Boulder County; Colorado,,20,0,,,,14,,22,0,,21,,37,0,,,,,,28,,14,16,14,,,9,,,,14,0,26,14,,,,,,,,0,,,,,,18,0,,20,14,,14,,,,,33,,,28,12,0,,,19,,14,23,,,24,36,,,,,,37,,0,,14,63,0,,58,0,,60,14,57,14,,,,0,34,37,,,,14,,38,31,,1500000US080130133081,,
22,95,13,,51,,20,57,,25,38,,,,65,,56,13,55,,66,,,45,,22,35,,,810,,1007,,21,50,,,185,218,,22,56,,61,1817,114,,41,,37,,38,333,,72,38,,37,,94,102,77,,,,125,,56,52,,74,,,31,5,39,38,,,28,,,10,49,44,Block Group 2; Census Tract 133.08; Boulder County; Colorado,,48,0,,,,14,,35,0,,51,,32,64,,,,,,29,,81,30,14,,,79,,,,46,0,33,14,,,,,,,,0,,,,,,19,34,,20,53,,14,,,,,72,,,59,0,0,,,14,,14,12,,,19,14,,,,,,21,,0,,14,33,44,,25,76,,29,43,19,75,,,,0,35,59,,,,14,,28,36,,1500000US080130133082,,
7,13,21,,66,,12,13,,23,66,,,,73,,9,10,9,,62,,,14,,15,15,,,356,,376,,9,14,,,161,115,,14,21,,15,732,18,,0,,29,,19,257,,22,14,,44,,15,0,36,,,,22,,14,42,,0,,,20,0,50,0,,,24,,,14,38,14,Block Group 3; Census Tract 133.08; Boulder County; Colorado,,81,0,,,,14,,0,0,,14,,37,25,,,,,,44,,31,78,14,,,11,,,,17,0,14,14,,,,,,,,0,,,,,,0,0,,14,14,,14,,,,,51,,,68,10,0,,,15,,14,0,,,14,21,,,,,,25,,7,,13,0,18,,10,0,,14,30,16,14,,,,21,0,29,,,,33,,14,26,,1500000US080130133083,,
0,87,0,,63,,14,54,,14,58,,,,94,,138,20,0,,58,,,73,,26,14,,,650,,624,,0,38,,,216,184,,14,34,,54,1274,15,,0,,12,,55,360,,24,14,,19,,0,65,14,,,,14,,71,24,,19,,,35,64,45,0,,,33,,,69,52,14,Block Group 1; Census Tract 134.01; Boulder County; Colorado,,29,0,,,,14,,13,0,,30,,57,22,,,,,,48,,30,29,14,,,47,,,,58,18,21,14,,,,,,,,0,,,,,,18,10,,22,16,,23,,,,,25,,,24,0,0,,,14,,14,36,,,28,26,,,,,,25,,0,,14,8,73,,0,56,,13,82,14,47,,,,20,26,27,,,,27,,33,30,,1500000US080130134011,,
0,49,7,,93,,14,47,,10,82,,,,105,,130,35,9,,65,,,89,,45,15,,,729,,713,,17,22,,,199,199,,19,27,,55,1442,9,,0,,44,,68,364,,14,14,,65,,32,0,13,,,,58,,14,37,,66,,,12,34,40,0,,,20,,,53,28,14,Block Group 2; Census Tract 134.01; Boulder County; Colorado,,38,48,,,,42,,12,16,,58,,66,0,,,,,,50,,14,16,15,,,47,,,,40,13,18,28,,,,,,,,9,,,,,,41,0,,54,14,,20,,,,,45,,,64,5,0,,,10,,14,0,,,14,11,,,,,,18,,0,,14,0,153,,67,63,,14,113,74,73,,,,14,44,0,,,,22,,51,14,,1500000US080130134012,,
9,37,0,,139,,15,31,,14,85,,,,31,,68,0,0,,31,,,65,,14,14,,,435,,742,,41,52,,,166,198,,40,46,,31,1177,20,,0,,13,,27,286,,21,14,,20,,21,0,22,,,,31,,14,44,,35,,,20,0,10,19,,,22,,,14,15,28,Block Group 3; Census Tract 134.01; Boulder County; Colorado,,14,0,,,,14,,31,0,,37,,30,63,,,,,,30,,42,0,14,,,73,,,,56,0,59,14,,,,,,,,0,,,,,,10,57,,15,63,,14,,,,,22,,,25,31,0,,,35,,14,0,,,14,9,,,,,,15,,0,,14,9,8,,17,61,,15,16,23,64,,,,9,82,97,,,,14,,82,91,,1500000US080130134013,,
