Vintage 2024 Prepared October 2025,,,,,,
id,countyfips,placefips,municipalityname,year,totalpopulation,countyplace
570,35,57630,Parker,1981,317,3557630
571,35,99990,Unincorporated Douglas County,1981,22783,3599990
572,37,0,EAGLE COUNTY,1981,13772,3700000
573,37,4110,Avon,1981,719,3704110
574,37,4935,Basalt (Part),1981,543,3704935
575,37,22200,Eagle,1981,991,3722200
576,37,33695,Gypsum,1981,847,3733695
577,37,50920,Minturn,1981,996,3750920
578,37,63265,Red Cliff,1981,372,3763265
579,37,80040,Vail,1981,3587,3780040
580,37,99990,Unincorporated Eagle County,1981,5717,3799990
581,39,0,ELBERT COUNTY,1981,7122,3900000
582,39,23740,Elizabeth,1981,810,3923740
583,39,40790,Kiowa,1981,215,3940790
584,39,70635,Simla,1981,499,3970635
585,39,99990,Unincorporated Elbert County,1981,5598,3999990
586,41,0,EL PASO COUNTY,1981,322174,4100000
587,41,11260,Calhan,1981,581,4111260
588,41,16000,Colorado Springs,1981,224500,4116000
589,41,27865,Fountain,1981,8651,4127865
590,41,32650,Green Mountain Falls (Part),1981,605,4132650
591,41,48445,Manitou Springs,1981,4513,4148445
592,41,51800,Monument,1981,732,4151800
593,41,57025,Palmer Lake,1981,1163,4157025
594,41,62660,Ramah,1981,124,4162660
595,41,99990,Unincorporated El Paso County,1981,81305,4199990
596,43,0,FREMONT COUNTY,1981,29521,4300000
597,43,9115,Brookside,1981,182,4309115
598,43,11810,Canon City,1981,13238,4311810
599,43,15330,Coal Creek,1981,183,4315330
600,43,27040,Florence,1981,3076,4327040
601,43,64970,Rockvale,1981,345,4364970
602,43,85155,Williamsburg,1981,76,4385155
603,43,99990,Unincorporated Fremont County,1981,12388,4399990
604,45,0,GARFIELD COUNTY,1981,24940,4500000
605,45,12030,Carbonate,1981,0,4512030
606,45,12045,Carbondale,1981,2212,4512045
607,45,30780,Glenwood Springs,1981,4853,4530780
608,45,53395,New Castle,1981,588,4553395
609,45,57400,Parachute,1981,606,4557400
610,45,64255,Rifle,1981,3943,4564255
611,45,70195,Silt,1981,998,4570195
612,45,99990,Unincorporated Garfield County,1981,11740,4599990
613,47,0,GILPIN COUNTY,1981,2620,4700000
614,47,7025,Black Hawk,1981,249,4707025
615,47,12910,Central City (Part),1981,350,4712910
616,47,99990,Unincorporated Gilpin County,1981,2021,4799990
617,49,0,GRAND COUNTY,1981,7748,4900000
618,49,28305,Fraser,1981,504,4928305
619,49,31605,Granby,1981,997,4931605
620,49,31715,Grand Lake,1981,392,4931715
621,49,37600,Hot Sulphur Springs,1981,408,4937600
622,49,41560,Kremmling,1981,1283,4941560
623,49,85705,Winter Park,1981,515,4985705
624,49,99990,Unincorporated Grand County,1981,3649,4999990
625,51,0,GUNNISON COUNTY,1981,10669,5100000
626,51,18310,Crested Butte,1981,957,5118310
627,51,33640,Gunnison,1981,5740,5133640
628,51,48555,Marble,1981,33,5148555
629,51,52570,Mount Crested Butte,1981,278,5152570
630,51,59830,Pitkin,1981,56,5159830
631,51,99990,Unincorporated Gunnison County,1981,3605,5199990
632,53,0,HINSDALE COUNTY,1981,455,5300000
633,53,42330,Lake City,1981,230,5342330
634,53,99990,Unincorporated Hinsdale County,1981,225,5399990
635,55,0,HUERFANO COUNTY,1981,6326,5500000
636,55,44100,La Veta,1981,626,5544100
637,55,82350,Walsenburg,1981,3811,5582350
638,55,99990,Unincorporated Huerfano County,1981,1889,5599990
639,57,0,JACKSON COUNTY,1981,2022,5700000
640,57,82130,Walden,1981,1041,5782130
641,57,99990,Unincorporated Jackson County,1981,981,5799990
642,59,0,JEFFERSON COUNTY,1981,386410,5900000
643,59,3455,Arvada (Part),1981,85603,5903455
644,59,8070,Bow Mar (Part),1981,256,5908070
645,59,9280,Broomfield (Part),1981,783,5909280
646,59,23135,Edgewater,1981,4924,5923135
647,59,30835,Golden,1981,12743,5930835
648,59,42495,Lakeside,1981,18,5942495
649,59,43000,Lakewood,1981,117834,5943000
650,59,45255,Littleton (Part),1981,,5945255
651,59,52075,Morrison,1981,491,5952075
652,59,52350,Mountain View,1981,600,5952350
653,59,75640,Superior (Part),1981,0,5975640
654,59,83835,Westminster (Part),1981,19342,5983835
655,59,84440,Wheat Ridge,1981,30861,5984440
656,59,99990,Unincorporated Jefferson County,1981,112955,5999990
657,61,0,KIOWA COUNTY,1981,1995,6100000
658,61,22145,Eads,1981,902,6122145
659,61,34740,Haswell,1981,118,6134740
660,61,69700,Sheridan Lake,1981,92,6169700
661,61,99990,Unincorporated Kiowa County,1981,883,6199990
662,63,0,KIT CARSON COUNTY,1981,7513,6300000
663,63,6530,Bethune,1981,145,6306530
664,63,10600,Burlington,1981,3107,6310600
665,63,26765,Flagler,1981,552,6326765
666,63,69040,Seibert,1981,185,6369040
667,63,74485,Stratton,1981,681,6374485
668,63,81690,Vona,1981,97,6381690
669,63,99990,Unincorporated Kit Carson County,1981,2746,6399990
670,65,0,LAKE COUNTY,1981,8979,6500000
671,65,44320,Leadville,1981,3891,6544320
672,65,99990,Unincorporated Lake County,1981,5088,6599990
673,67,0,LA PLATA COUNTY,1981,28531,6700000
674,67,5265,Bayfield,1981,781,6705265
675,67,22035,Durango,1981,12022,6722035
676,67,38535,Ignacio,1981,703,6738535
677,67,99990,Unincorporated La Plata County,1981,15025,6799990
678,69,0,LARIMER COUNTY,1981,153793,6900000
679,69,6255,Berthoud (Part),1981,2429,6906255
680,69,25115,Estes Park,1981,2798,6925115
681,69,27425,Fort Collins,1981,67146,6927425
682,69,39855,Johnstown (Part),1981,,6939855
683,69,46465,Loveland,1981,31372,6946465
684,69,77510,Timnath (Part),1981,184,6977510
685,69,83230,Wellington,1981,1266,6983230
686,69,85485,Windsor (Part),1981,,6985485
687,69,99990,Unincorporated Larimer County,1981,48598,6999990
688,71,0,LAS ANIMAS COUNTY,1981,15123,7100000
689,71,760,Aguilar,1981,632,7100760
690,71,8345,Branson,1981,77,7108345
691,71,15550,Cokedale,1981,91,7115550
692,71,40570,Kim,1981,103,7140570
693,71,73715,Starkville,1981,133,7173715
694,71,78610,Trinidad,1981,9779,7178610
695,71,99990,Unincorporated Las Animas County,1981,4308,7199990
696,73,0,LINCOLN COUNTY,1981,4508,7300000
697,73,3235,Arriba,1981,236,7303235
698,73,29680,Genoa,1981,154,7329680
699,73,37875,Hugo,1981,736,7337875
700,73,44980,Limon,1981,1746,7344980
701,73,99990,Unincorporated Lincoln County,1981,1636,7399990
702,75,0,LOGAN COUNTY,1981,19780,7500000
703,75,18640,Crook,1981,171,7518640
704,75,26875,Fleming,1981,371,7526875
705,75,38590,Iliff,1981,205,7538590
706,75,50040,Merino,1981,255,7550040
707,75,58235,Peetz,1981,209,7558235
708,75,73935,Sterling,1981,11466,7573935
709,75,99990,Unincorporated Logan County,1981,7103,7599990
710,77,0,MESA COUNTY,1981,87073,7700000
711,77,15605,Collbran,1981,334,7715605
712,77,19355,De Beque,1981,304,7719355
713,77,28745,Fruita,1981,3089,7728745
714,77,31660,Grand Junction,1981,28915,7731660
715,77,56970,Palisade,1981,1633,7756970
716,77,99990,Unincorporated Mesa County,1981,52798,7799990
717,79,0,MINERAL COUNTY,1981,910,7900000
718,79,14765,City of Creede,1981,677,7914765
719,79,99990,Unincorporated Mineral County,1981,233,7999990
720,81,0,MOFFAT COUNTY,1981,13665,8100000
721,81,17760,Craig,1981,9448,8117760
722,81,20495,Dinosaur,1981,335,8120495
723,81,99990,Unincorporated Moffat County,1981,3882,8199990
724,83,0,MONTEZUMA COUNTY,1981,17595,8300000
725,83,17375,Cortez,1981,7427,8317375
726,83,20770,Dolores,1981,874,8320770
727,83,48115,Mancos,1981,935,8348115
728,83,99990,Unincorporated Montezuma County,1981,8359,8399990
729,85,0,MONTROSE COUNTY,1981,25031,8500000
730,85,51745,Montrose,1981,8998,8551745
731,85,53120,Naturita,1981,811,8553120
732,85,54935,Nucla,1981,1021,8554935
733,85,55540,Olathe,1981,1284,8555540
734,85,99990,Unincorporated Montrose County,1981,12917,8599990
735,87,0,MORGAN COUNTY,1981,22435,8700000
736,87,9555,Brush,1981,4104,8709555
737,87,27810,Fort Morgan,1981,8829,8727810
738,87,36610,Hillrose,1981,213,8736610
739,87,45695,Log Lane Village,1981,704,8745695
740,87,84770,Wiggins,1981,530,8784770
741,87,99990,Unincorporated Morgan County,1981,8055,8799990
742,89,0,OTERO COUNTY,1981,22523,8900000
743,89,13460,Cheraw,1981,243,8913460
744,89,27975,Fowler,1981,1249,8927975
745,89,42110,La Junta,1981,8362,8942110
746,89,48500,Manzanola,1981,453,8948500
747,89,65190,Rocky Ford,1981,4789,8965190
748,89,75970,Swink,1981,673,8975970
749,89,99990,Unincorporated Otero County,1981,6754,8999990
750,91,0,OURAY COUNTY,1981,2056,9100000
751,91,56420,Ouray,1981,707,9156420
752,91,64200,Ridgway,1981,398,9164200
753,91,99990,Unincorporated Ouray County,1981,951,9199990
754,93,0,PARK COUNTY,1981,5975,9300000
755,93,1530,Alma,1981,144,9301530
756,93,25610,Fairplay,1981,466,9325610
757,93,99990,Unincorporated Park County,1981,5365,9399990
758,95,0,PHILLIPS COUNTY,1981,4495,9500000
759,95,34960,Haxtun,1981,989,9534960
760,95,37270,Holyoke,1981,2082,9537270
761,95,57245,Paoli,1981,73,9557245
762,95,99990,Unincorporated Phillips County,1981,1351,9599990
763,97,0,PITKIN COUNTY,1981,9924,9700000
764,97,3620,Aspen,1981,3425,9703620
765,97,4935,Basalt (Part),1981,0,9704935
766,97,71755,Snowmass Village,1981,973,9771755
767,97,99990,Unincorporated Pitkin County,1981,5526,9799990
768,99,0,PROWERS COUNTY,1981,13092,9900000
769,99,31550,Granada,1981,545,9931550
770,99,34520,Hartman,1981,116,9934520
771,99,37215,Holly,1981,955,9937215
772,99,43110,Lamar,1981,7794,9943110
773,99,85045,Wiley,1981,411,9985045
774,99,99990,Unincorporated Prowers County,1981,3271,9999990
775,101,0,PUEBLO COUNTY,1981,124797,10100000
776,101,7795,Boone,1981,419,10107795
777,101,62000,Pueblo,1981,100634,10162000
778,101,66895,Rye,1981,220,10166895
779,101,99990,Unincorporated Pueblo County,1981,23524,10199990
780,103,0,RIO BLANCO COUNTY,1981,6886,10300000
781,103,49875,Meeker,1981,2551,10349875
782,103,62880,Rangely,1981,2375,10362880
783,103,99990,Unincorporated Rio Blanco County,1981,1960,10399990
784,105,0,RIO GRANDE COUNTY,1981,10856,10500000
785,105,12855,Center (Part),1981,0,10512855
786,105,19795,Del Norte,1981,1756,10519795
787,105,51635,Monte Vista,1981,4050,10551635
788,105,72395,South Fork,1981,,10572395
789,105,99990,Unincorporated Rio Grande County,1981,5050,10599990
790,107,0,ROUTT COUNTY,1981,13473,10700000
791,107,35070,Hayden,1981,1688,10735070
792,107,55155,Oak Creek,1981,876,10755155
793,107,73825,Steamboat Springs,1981,5296,10773825
794,107,86475,Yampa,1981,448,10786475
795,107,99990,Unincorporated Routt County,1981,5165,10799990
796,109,0,SAGUACHE COUNTY,1981,4106,10900000
797,109,7571,Bonza City,1981,9,10907571
798,109,12855,Center (Part),1981,1694,10912855
799,109,18420,Crestone,1981,55,10918420
800,109,51250,Moffat,1981,104,10951250
801,109,67005,Saguache,1981,658,10967005
802,109,99990,Unincorporated Saguache County,1981,1586,10999990
803,111,0,SAN JUAN COUNTY,1981,976,11100000
804,111,70580,Silverton,1981,937,11170580
805,111,99990,Unincorporated San Juan County,1981,39,11199990
806,113,0,SAN MIGUEL COUNTY,1981,3168,11300000
807,113,52550,Mountain Village,1981,,11352550
808,113,54880,Norwood,1981,468,11354880
809,113,55870,Ophir,1981,41,11355870
810,113,68655,Sawpit,1981,40,11368655
811,113,76795,Telluride,1981,1031,11376795
812,113,99990,Unincorporated San Miguel County,1981,1588,11399990
813,115,0,SEDGWICK COUNTY,1981,3217,11500000
814,115,39965,Julesburg,1981,1514,11539965
815,115,56475,Ovid,1981,438,11556475
816,115,68930,Sedgwick,1981,242,11568930
817,115,99990,Unincorporated Sedgwick County,1981,1023,11599990
818,117,0,SUMMIT COUNTY,1981,9234,11700000
819,117,7410,Blue River,1981,246,11707410
820,117,8400,Breckenridge,1981,855,11708400
821,117,20440,Dillon,1981,360,11720440
822,117,28690,Frisco,1981,1246,11728690
823,117,40550,Keystone,1981,,11740555
824,117,51690,Montezuma,1981,23,11751690
825,117,70525,Silverthorne,1981,1028,11770525
826,117,99990,Unincorporated Summit County,1981,5476,11799990
827,119,0,TELLER COUNTY,1981,8635,11900000
828,119,18530,Cripple Creek,1981,678,11918530
829,119,32650,Green Mountain Falls (Part),1981,20,11932650
830,119,80865,Victor,1981,272,11980865
831,119,86090,Woodland Park,1981,2787,11986090
832,119,99990,Unincorporated Teller County,1981,4878,11999990
833,121,0,WASHINGTON COUNTY,1981,5217,12100000
834,121,925,Akron,1981,1723,12100925
835,121,56365,Otis,1981,514,12156365
836,121,99990,Unincorporated Washington County,1981,2980,12199990
837,123,0,WELD COUNTY,1981,124027,12300000
838,123,3950,Ault,1981,1025,12303950
839,123,6255,Berthoud (Part),1981,,12306255
840,123,8675,Brighton (Part),1981,0,12308675
841,123,9280,Broomfield (Part),1981,,12309280
842,123,19080,Dacono,1981,2450,12319080
843,123,22860,Eaton,1981,1952,12322860
844,123,24950,Erie (Part),1981,1241,12324950
845,123,25280,Evans,1981,5115,12325280
846,123,26600,Firestone,1981,1251,12326600
847,123,27700,Fort Lupton,1981,4319,12327700
848,123,28360,Frederick,1981,881,12328360
849,123,29185,Garden City,1981,94,12329185
850,123,29955,Gilcrest,1981,1059,12329955
851,123,32155,Greeley,1981,53252,12332155
852,123,33310,Grover,1981,149,12333310
853,123,37820,Hudson,1981,712,12337820
854,123,39855,Johnstown (Part),1981,1546,12339855
855,123,40185,Keenesburg,1981,539,12340185
856,123,40515,Kersey,1981,903,12340515
857,123,43605,La Salle,1981,1919,12343605
858,123,45530,Lochbuie (Part),1981,902,12345530
859,123,45970,Longmont (Part),1981,,12345970
860,123,49600,Mead,1981,359,12349600
861,123,50480,Milliken,1981,1536,12350480
862,123,54330,Northglenn (Part),1981,0,12354330
863,123,55045,Nunn,1981,292,12355045
864,123,59005,Pierce,1981,886,12359005
865,123,60160,Platteville,1981,1652,12360160
866,123,63045,Raymer,1981,83,12363045
867,123,69150,Severance,1981,106,12369150
868,123,77290,Thornton (Part),1981,,12377290
869,123,77510,Timnath (Part),1981,,12377510
870,123,85485,Windsor (Part),1981,4422,12385485
871,123,99990,Unincorporated Weld County,1981,35341,12399990
872,125,0,YUMA COUNTY,1981,9753,12500000
873,125,23025,Eckley,1981,258,12523025
874,125,86310,Wray,1981,2191,12586310
875,125,86750,Yuma,1981,2863,12586750
876,125,99990,Unincorporated Yuma County,1981,4441,12599990
877,999,3455,Arvada (Total),1981,86992,99903455
878,999,4000,Aurora (Total),1981,170757,99904000
879,999,4935,Basalt (Total),1981,543,99904935
880,999,6090,Bennett (Total),1981,1069,99906090
881,999,6255,Berthoud (Total),1981,2429,99906255
882,999,8070,Bow Mar (Total),1981,944,99908070
883,999,8675,Brighton (Total),1981,13145,99908675
884,999,9280,Broomfield (Total),1981,21315,99909280
885,999,12855,Center (Total),1981,1694,99912855
886,999,12910,Central City (Total),1981,350,99912910
887,999,24950,Erie (Total),1981,1263,99924950
888,999,32650,Green Mountain Falls (Total),1981,625,99932650
889,999,39855,Johnstown (Total),1981,1546,99939855
890,999,45255,Littleton (Total),1981,30813,99945255
891,999,45530,Lochbuie (Total),1981,902,99945530
892,999,45970,Longmont (Total),1981,44317,99945970
893,999,54330,Northglenn (Total),1981,29827,99954330
894,999,75640,Superior (Total),1981,214,99975640
895,999,77290,Thornton (Total),1981,44215,99977290
896,999,77510,Timnath (Total),1981,184,99977510
897,999,83835,Westminster (Total),1981,53228,99983835
898,999,85485,Windsor (Total),1981,4422,99985485
899,0,0,COLORADO STATE,1982,3064868,0
900,1,0,ADAMS COUNTY,1982,260136,100000
901,1,3455,Arvada (Part),1982,1526,103455
902,1,4000,Aurora (Part),1982,29750,104000
903,1,6090,Bennett (Part),1982,1231,106090
904,1,8675,Brighton (Part),1982,13617,108675
905,1,9280,Broomfield (Part),1982,5732,109280
906,1,16495,Commerce City,1982,16481,116495
907,1,26270,Federal Heights,1982,8149,126270
908,1,45530,Lochbuie (Part),1982,,145530
909,1,54330,Northglenn (Part),1982,29946,154330
910,1,77290,Thornton (Part),1982,46889,177290
911,1,83835,Westminster (Part),1982,36191,183835
912,1,99990,Unincorporated Adams County,1982,70624,199990
913,3,0,ALAMOSA COUNTY,1982,12258,300000
914,3,1090,Alamosa,1982,7000,301090
915,3,37380,Hooper,1982,75,337380
916,3,99990,Unincorporated Alamosa County,1982,5183,399990
917,5,0,ARAPAHOE COUNTY,1982,334909,500000
918,5,4000,Aurora (Part),1982,153429,504000
919,5,6090,Bennett (Part),1982,,506090
920,5,8070,Bow Mar (Part),1982,670,508070
921,5,12815,Centennial,1982,,512815
922,5,13845,Cherry Hills Village,1982,5003,513845
923,5,16385,Columbine Valley,1982,936,516385
924,5,19630,Deer Trail,1982,457,519630
925,5,24785,Englewood,1982,31079,524785
926,5,28105,Foxfield,1982,,528105
927,5,30340,Glendale,1982,2572,530340
928,5,33035,Greenwood Village,1982,6200,533035
929,5,45255,Littleton (Part),1982,32259,545255
930,5,69645,Sheridan,1982,5281,569645
931,5,99990,Unincorporated Arapahoe County,1982,97023,599990
932,7,0,ARCHULETA COUNTY,1982,4196,700000
933,7,56860,Pagosa Springs,1982,1562,756860
934,7,99990,Unincorporated Archuleta County,1982,2634,799990
935,9,0,BACA COUNTY,1982,5330,900000
936,9,11645,Campo,1982,182,911645
937,9,61315,Pritchett,1982,176,961315
938,9,73330,Springfield,1982,1619,973330
939,9,79270,Two Buttes,1982,79,979270
940,9,81030,Vilas,1982,114,981030
941,9,82460,Walsh,1982,839,982460
942,9,99990,Unincorporated Baca County,1982,2321,999990
943,11,0,BENT COUNTY,1982,5767,1100000
944,11,43660,Las Animas,1982,2787,1143660
945,11,99990,Unincorporated Bent County,1982,2980,1199990
946,13,0,BOULDER COUNTY,1982,200177,1300000
947,13,7850,Boulder,1982,78329,1307850
948,13,9280,Broomfield (Part),1982,15456,1309280
949,13,24950,Erie (Part),1982,22,1324950
950,13,39195,Jamestown,1982,247,1339195
951,13,41835,Lafayette,1982,10685,1341835
952,13,45970,Longmont (Part),1982,45723,1345970
953,13,46355,Louisville,1982,6282,1346355
954,13,47070,Lyons,1982,1232,1347070
955,13,53175,Nederland,1982,1333,1353175
956,13,75640,Superior (Part),1982,218,1375640
957,13,82735,Ward,1982,124,1382735
958,13,99990,Unincorporated Boulder County,1982,40526,1399990
959,14,0,BROOMFIELD COUNTY,1982,,1400000
960,14,9280,Broomfield,1982,,1409280
961,15,0,CHAFFEE COUNTY,1982,13417,1500000
962,15,10105,Buena Vista,1982,2103,1510105
963,15,60600,Poncha Springs,1982,322,1560600
964,15,67280,Salida,1982,4966,1567280
965,15,99990,Unincorporated Chaffee County,1982,6026,1599990
966,17,0,CHEYENNE COUNTY,1982,2240,1700000
967,17,14175,Cheyenne Wells,1982,997,1714175
968,17,41010,Kit Carson,1982,284,1741010
969,17,99990,Unincorporated Cheyenne County,1982,959,1799990
970,19,0,CLEAR CREEK COUNTY,1982,7421,1900000
971,19,12910,Central City (Part),1982,,1912910
972,19,24620,Empire,1982,434,1924620
973,19,29735,Georgetown,1982,914,1929735
974,19,38370,Idaho Springs,1982,2070,1938370
975,19,70360,Silver Plume,1982,142,1970360
976,19,99990,Unincorporated Clear Creek County,1982,3861,1999990
977,21,0,CONEJOS COUNTY,1982,7713,2100000
978,21,2355,Antonito,1982,1051,2102355
979,21,42055,La Jara,1982,834,2142055
980,21,48060,Massa,1982,987,2148060
981,21,65740,Romeo,1982,304,2165740
982,21,67830,Sanford,1982,712,2167830
983,21,99990,Unincorporated Conejos County,1982,3825,2199990
984,23,0,COSTILLA COUNTY,1982,3125,2300000
985,23,7190,Blanca,1982,273,2307190
986,23,68105,San Luis,1982,852,2368105
987,23,99990,Unincorporated Costilla County,1982,2000,2399990
988,25,0,CROWLEY COUNTY,1982,2909,2500000
989,25,18750,Crowley,1982,196,2518750
990,25,55705,Olney Springs,1982,241,2555705
991,25,56145,Ordway,1982,1067,2556145
992,25,74815,Sugar City,1982,295,2574815
993,25,99990,Unincorporated Crowley County,1982,1110,2599990
994,27,0,CUSTER COUNTY,1982,1621,2700000
995,27,70250,Silver Cliff,1982,306,2770250
996,27,83450,Westcliffe,1982,312,2783450
997,27,99990,Unincorporated Custer County,1982,1003,2799990
998,29,0,DELTA COUNTY,1982,23433,2900000
999,29,12635,Cedaredge,1982,1237,2912635
1000,29,17925,Crawford,1982,248,2917925
1001,29,19850,Delta,1982,4332,2919850
1002,29,37545,Hotchkiss,1982,899,2937545
1003,29,55980,Orchard City,1982,2155,2955980
1004,29,57300,Paonia,1982,1622,2957300
1005,29,99990,Unincorporated Delta County,1982,12940,2999990
1006,31,0,DENVER COUNTY,1982,498377,3100000
1007,31,20000,Denver,1982,498377,3120000
1008,33,0,DOLORES COUNTY,1982,1682,3300000
1009,33,21265,Dove Creek,1982,808,3321265
1010,33,64090,Rico,1982,86,3364090
1011,33,99990,Unincorporated Dolores County,1982,788,3399990
1012,35,0,DOUGLAS COUNTY,1982,29927,3500000
1013,35,4000,Aurora (Part),1982,0,3504000
1014,35,12387,Castle Pines,1982,,3512390
1015,35,12415,Castle Rock,1982,4348,3512415
1016,35,43550,Larkspur,1982,162,3543550
1017,35,45255,Littleton (Part),1982,125,3545255
1018,35,45955,Lone Tree,1982,,3545955
1019,35,57630,Parker,1982,348,3557630
