NAME,B25003_001E,B25003_003EA,GEO_ID,B25003_002E,B25003_001EA,B25003_002EA,B25003_003E,B25003_001M,B25003_003MA,B25003_002M,B25003_001MA,B25003_002MA,B25003_003M
"Boulder city, Colorado",44432,,1600000US0807850,20977,,,23455,815,,780,,,801
