Vintage 2024 Prepared October 2025,,,,,,,,,,,,,,
id,countyfips,placefips,municipalityname,year,totalpopulation,householdpopulation,groupquarterspopulation,householdsize,totalhousingunits,occupiedhousingunits,vacanthousingunits,vacancyrate,hpthuratio,countyplace
1196,123,19080,Dacono,2020,6293,6293,0,2.98,2156,2115,41,1.9,2.92,12319080
1197,123,19080,Dacono,2021,6428,6428,0,2.95,2220,2178,42,1.89,2.9,12319080
1198,123,19080,Dacono,2022,6431,6431,0,2.95,2224,2182,42,1.89,2.89,12319080
1199,123,19080,Dacono,2023,6621,6621,0,2.94,2295,2251,44,1.92,2.88,12319080
1200,123,19080,Dacono,2024,6691,6691,0,2.92,2335,2291,44,1.88,2.87,12319080
1201,77,19355,De Beque,2010,500,498,2,2.65,222,188,34,15.32,2.24,7719355
1202,77,19355,De Beque,2011,500,498,2,2.65,221,188,33,15,2.25,7719355
1203,77,19355,De Beque,2012,497,495,2,2.66,220,186,34,15.31,2.25,7719355
1204,77,19355,De Beque,2013,487,485,2,2.66,218,182,36,16.43,2.22,7719355
1205,77,19355,De Beque,2014,481,479,2,2.67,216,180,36,16.71,2.22,7719355
1206,77,19355,De Beque,2015,476,474,2,2.67,214,178,36,16.94,2.21,7719355
1207,77,19355,De Beque,2016,481,479,2,2.67,212,179,33,15.43,2.26,7719355
1208,77,19355,De Beque,2017,487,485,2,2.68,211,181,30,14.11,2.3,7719355
1209,77,19355,De Beque,2018,497,495,2,2.68,212,185,27,12.94,2.33,7719355
1210,77,19355,De Beque,2019,497,495,2,2.69,213,184,29,13.62,2.32,7719355
1211,77,19355,De Beque,2020,492,488,4,2.68,213,182,31,14.55,2.29,7719355
1212,77,19355,De Beque,2021,492,488,4,2.68,213,182,31,14.55,2.29,7719355
1213,77,19355,De Beque,2022,492,488,4,2.68,213,182,31,14.55,2.29,7719355
1214,77,19355,De Beque,2023,492,488,4,2.68,213,182,31,14.55,2.29,7719355
1215,77,19355,De Beque,2024,492,488,4,2.68,213,182,31,14.55,2.29,7719355
1216,5,19630,Deer Trail,2010,547,547,0,2.38,274,230,44,16.06,2,519630
1217,5,19630,Deer Trail,2011,578,578,0,2.42,276,239,37,13.33,2.09,519630
1218,5,19630,Deer Trail,2012,614,614,0,2.46,277,250,27,9.83,2.22,519630
1219,5,19630,Deer Trail,2013,649,649,0,2.5,279,260,19,6.91,2.33,519630
1220,5,19630,Deer Trail,2014,673,673,0,2.54,283,265,18,6.33,2.38,519630
1221,5,19630,Deer Trail,2015,735,735,0,2.58,298,285,13,4.28,2.47,519630
1222,5,19630,Deer Trail,2016,833,833,0,2.62,331,318,13,3.93,2.52,519630
1223,5,19630,Deer Trail,2017,838,838,0,2.66,339,315,24,6.96,2.47,519630
1224,5,19630,Deer Trail,2018,889,889,0,2.7,356,330,26,7.36,2.5,519630
1225,5,19630,Deer Trail,2019,977,977,0,2.74,394,357,37,9.39,2.48,519630
1226,5,19630,Deer Trail,2020,1103,1103,0,2.76,455,399,56,12.3,2.42,519630
1227,5,19630,Deer Trail,2021,1140,1140,0,2.53,514,451,63,12.3,2.22,519630
1228,5,19630,Deer Trail,2022,1165,1165,0,2.26,587,515,72,12.3,1.98,519630
1229,5,19630,Deer Trail,2023,1245,1245,0,2.2,647,567,80,12.3,1.92,519630
1230,5,19630,Deer Trail,2024,1333,1333,0,2.19,693,608,85,12.3,1.92,519630
1231,105,19795,Del Norte,2010,1688,1647,41,2.57,799,641,158,19.74,2.06,10519795
1232,105,19795,Del Norte,2011,1620,1581,40,2.4,799,660,139,17.41,1.98,10519795
1233,105,19795,Del Norte,2012,1598,1559,38,2.38,799,656,143,17.89,1.95,10519795
1234,105,19795,Del Norte,2013,1573,1536,37,2.36,799,651,148,18.48,1.92,10519795
1235,105,19795,Del Norte,2014,1552,1516,36,2.34,799,648,151,18.93,1.9,10519795
1236,105,19795,Del Norte,2015,1532,1497,34,2.32,800,645,155,19.41,1.87,10519795
1237,105,19795,Del Norte,2016,1513,1480,33,2.3,802,642,160,19.91,1.85,10519795
1238,105,19795,Del Norte,2017,1495,1463,32,2.29,803,640,163,20.29,1.82,10519795
1239,105,19795,Del Norte,2018,1475,1445,30,2.27,806,637,169,20.97,1.79,10519795
1240,105,19795,Del Norte,2019,1458,1429,29,2.25,809,635,174,21.51,1.77,10519795
1241,105,19795,Del Norte,2020,1458,1412,46,2.23,813,634,179,22.02,1.74,10519795
1242,105,19795,Del Norte,2021,1438,1390,48,2.19,814,635,179,21.99,1.71,10519795
1243,105,19795,Del Norte,2022,1416,1374,42,2.16,814,635,179,21.99,1.69,10519795
1244,105,19795,Del Norte,2023,1401,1351,50,2.12,817,637,180,22.03,1.65,10519795
1245,105,19795,Del Norte,2024,1393,1335,58,2.09,821,640,181,22.05,1.63,10519795
1246,29,19850,Delta,2010,8897,8761,136,2.49,3826,3523,303,7.92,2.29,2919850
1247,29,19850,Delta,2011,8821,8682,139,2.48,3828,3501,327,8.53,2.27,2919850
1248,29,19850,Delta,2012,8889,8747,142,2.47,3863,3538,325,8.41,2.26,2919850
1249,29,19850,Delta,2013,8882,8734,148,2.47,3859,3543,316,8.19,2.26,2919850
1250,29,19850,Delta,2014,8791,8642,149,2.46,3861,3516,345,8.94,2.24,2919850
1251,29,19850,Delta,2015,8834,8682,152,2.45,3895,3543,352,9.04,2.23,2919850
1252,29,19850,Delta,2016,8872,8717,154,2.44,3882,3567,315,8.11,2.25,2919850
1253,29,19850,Delta,2017,8891,8734,157,2.44,3882,3585,297,7.66,2.25,2919850
1254,29,19850,Delta,2018,8928,8768,160,2.43,3883,3609,274,7.06,2.26,2919850
1255,29,19850,Delta,2019,8981,8818,163,2.42,3902,3639,263,6.74,2.26,2919850
1256,29,19850,Delta,2020,9072,8904,168,2.42,3944,3682,262,6.64,2.26,2919850
1257,29,19850,Delta,2021,9208,9053,155,2.44,3969,3705,264,6.65,2.28,2919850
1258,29,19850,Delta,2022,9282,9133,149,2.44,4011,3745,266,6.63,2.28,2919850
1259,29,19850,Delta,2023,9454,9292,162,2.47,4030,3762,268,6.65,2.31,2919850
1260,29,19850,Delta,2024,9534,9365,169,2.48,4052,3783,269,6.64,2.31,2919850
1261,31,20000,Denver,2010,604879,588898,15981,2.22,287392,265233,22159,7.71,2.05,3120000
1262,31,20000,Denver,2011,620229,604024,16205,2.22,288388,272237,16151,5.6,2.09,3120000
1263,31,20000,Denver,2012,632924,616740,16184,2.22,290342,278164,12178,4.19,2.12,3120000
1264,31,20000,Denver,2013,645302,629224,16078,2.22,295120,283994,11126,3.77,2.13,3120000
1265,31,20000,Denver,2014,658632,642474,16158,2.21,300889,290179,10710,3.56,2.14,3120000
1266,31,20000,Denver,2015,675534,659092,16442,2.21,306476,297895,8581,2.8,2.15,3120000
1267,31,20000,Denver,2016,686468,670083,16385,2.21,314369,303076,11293,3.59,2.13,3120000
1268,31,20000,Denver,2017,693134,676812,16322,2.21,321058,306336,14722,4.59,2.11,3120000
1269,31,20000,Denver,2018,702679,686379,16300,2.21,331306,310886,20420,6.16,2.07,3120000
1270,31,20000,Denver,2019,710143,693851,16292,2.21,338605,314493,24112,7.12,2.05,3120000
1271,31,20000,Denver,2020,717626,702014,15612,2.18,350887,322759,28128,8.02,2,3120000
1272,31,20000,Denver,2021,711487,697568,13919,2.12,357895,329206,28689,8.02,1.95,3120000
1273,31,20000,Denver,2022,714747,699324,15423,2.1,362605,333538,29067,8.02,1.93,3120000
1274,31,20000,Denver,2023,720885,705013,15872,2.06,371581,341795,29786,8.02,1.9,3120000
1275,31,20000,Denver,2024,728309,712470,15839,2.05,378170,347855,30315,8.02,1.88,3120000
1276,117,20440,Dillon,2010,906,906,0,1.99,1290,456,834,64.65,0.7,11720440
1277,117,20440,Dillon,2011,911,911,0,1.99,1290,457,833,64.57,0.71,11720440
1278,117,20440,Dillon,2012,926,926,0,2,1288,463,825,64.06,0.72,11720440
1279,117,20440,Dillon,2013,947,947,0,2.01,1285,472,813,63.31,0.74,11720440
1280,117,20440,Dillon,2014,969,969,0,2.01,1286,481,805,62.59,0.75,11720440
1281,117,20440,Dillon,2015,1001,1001,0,2.02,1286,495,791,61.5,0.78,11720440
1282,117,20440,Dillon,2016,1025,1025,0,2.03,1286,506,780,60.69,0.8,11720440
1283,117,20440,Dillon,2017,1037,1037,0,2.03,1291,510,781,60.49,0.8,11720440
1284,117,20440,Dillon,2018,1034,1034,0,2.04,1297,507,790,60.91,0.8,11720440
1285,117,20440,Dillon,2019,1058,1058,0,2.05,1344,517,827,61.53,0.79,11720440
1286,117,20440,Dillon,2020,1066,1066,0,2.03,1381,524,857,62.06,0.77,11720440
1287,117,20440,Dillon,2021,1056,1056,0,2,1390,527,863,62.09,0.76,11720440
1288,117,20440,Dillon,2022,1032,1032,0,1.95,1398,530,868,62.09,0.74,11720440
1289,117,20440,Dillon,2023,1019,1019,0,1.91,1407,533,874,62.12,0.72,11720440
1290,117,20440,Dillon,2024,1048,1048,0,1.94,1423,539,884,62.12,0.74,11720440
1291,81,20495,Dinosaur,2010,339,339,0,3.12,145,109,36,25.14,2.34,8120495
1292,81,20495,Dinosaur,2011,286,286,0,2.57,145,111,34,23.35,1.97,8120495
1293,81,20495,Dinosaur,2012,269,269,0,2.55,145,105,40,27.37,1.86,8120495
1294,81,20495,Dinosaur,2013,263,263,0,2.53,145,104,41,28.37,1.81,8120495
1295,81,20495,Dinosaur,2014,249,249,0,2.51,145,99,46,31.53,1.72,8120495
1296,81,20495,Dinosaur,2015,247,247,0,2.49,145,99,46,31.71,1.7,8120495
1297,81,20495,Dinosaur,2016,257,257,0,2.47,145,104,41,28.47,1.77,8120495
1298,81,20495,Dinosaur,2017,254,254,0,2.45,147,103,44,29.64,1.73,8120495
1299,81,20495,Dinosaur,2018,254,254,0,2.43,148,104,44,29.43,1.72,8120495
1300,81,20495,Dinosaur,2019,253,253,0,2.41,148,105,43,29.05,1.71,8120495
1301,81,20495,Dinosaur,2020,242,242,0,2.4,148,101,47,31.76,1.64,8120495
1302,81,20495,Dinosaur,2021,240,240,0,2.38,148,101,47,31.76,1.62,8120495
1303,81,20495,Dinosaur,2022,240,240,0,2.38,148,101,47,31.76,1.62,8120495
1304,81,20495,Dinosaur,2023,244,244,0,2.39,149,102,47,31.54,1.64,8120495
1305,81,20495,Dinosaur,2024,241,241,0,2.36,149,102,47,31.54,1.62,8120495
1306,83,20770,Dolores,2010,936,927,9,2.21,488,420,68,13.97,1.9,8320770
1307,83,20770,Dolores,2011,919,910,9,2.14,488,426,62,12.76,1.86,8320770
1308,83,20770,Dolores,2012,913,903,9,2.12,488,425,63,12.85,1.85,8320770
1309,83,20770,Dolores,2013,908,899,10,2.11,489,426,63,12.95,1.84,8320770
1310,83,20770,Dolores,2014,904,894,10,2.1,490,426,64,13.03,1.82,8320770
1311,83,20770,Dolores,2015,902,892,10,2.09,493,428,65,13.19,1.81,8320770
1312,83,20770,Dolores,2016,899,889,10,2.07,495,429,66,13.34,1.8,8320770
1313,83,20770,Dolores,2017,896,886,10,2.06,497,430,67,13.47,1.78,8320770
1314,83,20770,Dolores,2018,893,882,11,2.05,499,431,68,13.65,1.77,8320770
1315,83,20770,Dolores,2019,894,883,11,2.03,504,434,70,13.89,1.75,8320770
1316,83,20770,Dolores,2020,888,888,0,2.02,510,439,71,13.92,1.74,8320770
1317,83,20770,Dolores,2021,906,906,0,2.05,514,442,72,14.01,1.76,8320770
1318,83,20770,Dolores,2022,919,919,0,2.07,517,445,72,13.93,1.78,8320770
1319,83,20770,Dolores,2023,923,923,0,2.07,518,446,72,13.9,1.78,8320770
1320,83,20770,Dolores,2024,936,936,0,2.08,522,449,73,13.98,1.79,8320770
1321,33,21265,Dove Creek,2010,734,734,0,2.58,331,284,47,14.17,2.22,3321265
1322,33,21265,Dove Creek,2011,731,731,0,2.38,331,308,23,7.07,2.21,3321265
1323,33,21265,Dove Creek,2012,715,715,0,2.36,331,302,29,8.65,2.16,3321265
1324,33,21265,Dove Creek,2013,705,705,0,2.35,331,299,32,9.58,2.13,3321265
1325,33,21265,Dove Creek,2014,695,695,0,2.34,331,296,35,10.46,2.1,3321265
1326,33,21265,Dove Creek,2015,684,684,0,2.33,331,293,38,11.48,2.07,3321265
1327,33,21265,Dove Creek,2016,673,673,0,2.32,331,290,41,12.39,2.03,3321265
1328,33,21265,Dove Creek,2017,664,664,0,2.31,331,287,44,13.27,2.01,3321265
1329,33,21265,Dove Creek,2018,652,652,0,2.3,331,283,48,14.4,1.97,3321265
1330,33,21265,Dove Creek,2019,644,644,0,2.29,331,281,50,15.11,1.95,3321265
1331,33,21265,Dove Creek,2020,635,635,0,2.28,331,279,52,15.71,1.92,3321265
1332,33,21265,Dove Creek,2021,642,642,0,2.3,331,279,52,15.71,1.94,3321265
1333,33,21265,Dove Creek,2022,659,659,0,2.36,331,279,52,15.71,1.99,3321265
1334,33,21265,Dove Creek,2023,674,674,0,2.42,331,279,52,15.71,2.04,3321265
1335,33,21265,Dove Creek,2024,646,646,0,2.32,331,279,52,15.71,1.95,3321265
1336,67,22035,Durango,2010,16889,15267,1622,2.18,7851,7018,833,10.61,1.94,6722035
1337,67,22035,Durango,2011,16959,15345,1614,2.17,7905,7072,833,10.54,1.94,6722035
1338,67,22035,Durango,2012,17188,15416,1772,2.16,7947,7123,824,10.37,1.94,6722035
1339,67,22035,Durango,2013,17525,15538,1987,2.16,7995,7198,797,9.97,1.94,6722035
1340,67,22035,Durango,2014,17569,15707,1862,2.15,8089,7294,795,9.82,1.94,6722035
1341,67,22035,Durango,2015,17889,15984,1904,2.15,8224,7440,784,9.53,1.94,6722035
1342,67,22035,Durango,2016,18198,16350,1848,2.14,8419,7627,792,9.41,1.94,6722035
1343,67,22035,Durango,2017,18262,16498,1764,2.14,8531,7714,817,9.57,1.93,6722035
1344,67,22035,Durango,2018,18860,17103,1756,2.13,8892,8011,881,9.9,1.92,6722035
1345,67,22035,Durango,2019,18934,17181,1753,2.13,9034,8066,968,10.72,1.9,6722035
1346,67,22035,Durango,2020,19062,17369,1693,2.12,9188,8192,996,10.84,1.89,6722035
1347,67,22035,Durango,2021,19106,17611,1495,2.13,9281,8275,1006,10.84,1.9,6722035
1348,67,22035,Durango,2022,19482,17645,1837,2.1,9406,8386,1020,10.84,1.88,6722035
1349,67,22035,Durango,2023,19465,17627,1838,2.07,9537,8503,1034,10.84,1.85,6722035
1350,67,22035,Durango,2024,19756,17899,1857,2.06,9731,8676,1055,10.84,1.84,6722035
1351,61,22145,Eads,2010,609,595,14,2.06,355,288,67,18.75,1.68,6122145
1352,61,22145,Eads,2011,661,645,16,2.11,355,306,49,13.79,1.82,6122145
1353,61,22145,Eads,2012,666,648,18,2.13,355,305,50,14.22,1.83,6122145
1354,61,22145,Eads,2013,668,648,20,2.15,355,302,53,14.97,1.83,6122145
1355,61,22145,Eads,2014,665,644,22,2.17,355,297,58,16.36,1.81,6122145
1356,61,22145,Eads,2015,672,648,24,2.19,355,296,59,16.51,1.83,6122145
1357,61,22145,Eads,2016,678,653,25,2.21,355,296,59,16.66,1.84,6122145
1358,61,22145,Eads,2017,682,655,27,2.23,355,294,61,17.14,1.85,6122145
1359,61,22145,Eads,2018,688,659,29,2.24,355,294,61,17.31,1.86,6122145
1360,61,22145,Eads,2019,694,663,31,2.26,355,293,62,17.46,1.87,6122145
1361,61,22145,Eads,2020,675,662,13,2.3,355,288,67,18.87,1.86,6122145
1362,61,22145,Eads,2021,670,657,13,2.28,355,288,67,18.87,1.85,6122145
1363,61,22145,Eads,2022,654,641,13,2.23,355,288,67,18.87,1.81,6122145
1364,61,22145,Eads,2023,628,615,13,2.14,355,288,67,18.87,1.73,6122145
1365,61,22145,Eads,2024,642,629,13,2.18,355,288,67,18.87,1.77,6122145
1366,37,22200,Eagle,2010,6483,6429,54,2.91,2456,2211,245,9.98,2.62,3722200
1367,37,22200,Eagle,2011,6653,6593,59,2.95,2466,2236,230,9.34,2.67,3722200
1368,37,22200,Eagle,2012,6682,6617,64,2.94,2468,2248,220,8.93,2.68,3722200
1369,37,22200,Eagle,2013,6706,6636,70,2.94,2469,2258,211,8.53,2.69,3722200
1370,37,22200,Eagle,2014,6765,6690,75,2.93,2483,2281,202,8.13,2.69,3722200
1371,37,22200,Eagle,2015,6847,6767,80,2.93,2503,2310,193,7.7,2.7,3722200
1372,37,22200,Eagle,2016,6939,6854,85,2.92,2529,2344,185,7.3,2.71,3722200
1373,37,22200,Eagle,2017,7033,6943,90,2.92,2559,2382,177,6.93,2.71,3722200
1374,37,22200,Eagle,2018,7242,7147,95,2.91,2627,2456,171,6.52,2.72,3722200
1375,37,22200,Eagle,2019,7371,7271,100,2.9,2668,2505,163,6.11,2.73,3722200
1376,37,22200,Eagle,2020,7526,7445,81,2.88,2727,2589,138,5.06,2.73,3722200
1377,37,22200,Eagle,2021,7502,7423,79,2.79,2801,2660,141,5.03,2.65,3722200
1378,37,22200,Eagle,2022,7504,7421,83,2.73,2861,2717,144,5.03,2.59,3722200
1379,37,22200,Eagle,2023,7345,7262,83,2.66,2877,2732,145,5.04,2.52,3722200
1380,37,22200,Eagle,2024,7364,7276,88,2.61,2932,2784,148,5.05,2.48,3722200
1381,123,22860,Eaton,2010,4380,4380,0,2.69,1699,1627,72,4.24,2.58,12322860
1382,123,22860,Eaton,2011,4437,4437,0,2.7,1708,1643,65,3.78,2.6,12322860
1383,123,22860,Eaton,2012,4502,4502,0,2.71,1719,1663,56,3.28,2.62,12322860
1384,123,22860,Eaton,2013,4591,4591,0,2.72,1740,1690,50,2.85,2.64,12322860
1385,123,22860,Eaton,2014,4752,4752,0,2.72,1787,1745,42,2.38,2.66,12322860
1386,123,22860,Eaton,2015,4880,4880,0,2.73,1823,1786,37,2.01,2.68,12322860
1387,123,22860,Eaton,2016,5033,5033,0,2.74,1871,1837,34,1.8,2.69,12322860
1388,123,22860,Eaton,2017,5198,5198,0,2.75,1924,1892,32,1.64,2.7,12322860
1389,123,22860,Eaton,2018,5458,5458,0,2.75,2019,1981,38,1.86,2.7,12322860
1390,123,22860,Eaton,2019,5669,5669,0,2.76,2099,2053,46,2.19,2.7,12322860
1391,123,22860,Eaton,2020,5801,5801,0,2.77,2147,2097,50,2.33,2.7,12322860
1392,123,22860,Eaton,2021,5774,5774,0,2.74,2154,2104,50,2.32,2.68,12322860
1393,123,22860,Eaton,2022,5811,5811,0,2.74,2171,2120,51,2.35,2.68,12322860
1394,123,22860,Eaton,2023,5803,5803,0,2.73,2173,2122,51,2.35,2.67,12322860
1395,123,22860,Eaton,2024,5769,5769,0,2.72,2175,2124,51,2.34,2.65,12322860
1396,125,23025,Eckley,2010,257,257,0,2.83,109,91,18,16.67,2.36,12523025
1397,125,23025,Eckley,2011,230,230,0,2.35,109,98,11,10.09,2.11,12523025
1398,125,23025,Eckley,2012,230,230,0,2.36,109,98,11,10.53,2.11,12523025
1399,125,23025,Eckley,2013,230,230,0,2.37,109,97,12,10.9,2.11,12523025
1400,125,23025,Eckley,2014,230,230,0,2.38,109,97,12,11.42,2.11,12523025
1401,125,23025,Eckley,2015,228,228,0,2.39,109,96,13,12.34,2.09,12523025
1402,125,23025,Eckley,2016,228,228,0,2.4,109,95,14,12.81,2.09,12523025
1403,125,23025,Eckley,2017,228,228,0,2.41,109,95,14,13.21,2.09,12523025
1404,125,23025,Eckley,2018,231,231,0,2.42,110,95,15,13.42,2.1,12523025
1405,125,23025,Eckley,2019,231,231,0,2.43,110,95,15,13.64,2.1,12523025
1406,125,23025,Eckley,2020,231,231,0,2.43,110,95,15,13.64,2.1,12523025
1407,125,23025,Eckley,2021,233,233,0,2.43,111,96,15,13.51,2.1,12523025
1408,125,23025,Eckley,2022,240,240,0,2.45,114,98,16,14.04,2.11,12523025
1409,125,23025,Eckley,2023,239,239,0,2.44,114,98,16,14.04,2.1,12523025
1410,125,23025,Eckley,2024,239,239,0,2.44,114,98,16,14.04,2.1,12523025
1411,59,23135,Edgewater,2010,5177,5177,0,2.3,2436,2249,187,7.68,2.13,5923135
1412,59,23135,Edgewater,2011,5196,5196,0,2.29,2436,2271,165,6.77,2.13,5923135
1413,59,23135,Edgewater,2012,5222,5222,0,2.27,2436,2296,140,5.73,2.14,5923135
1414,59,23135,Edgewater,2013,5232,5232,0,2.26,2436,2315,121,4.97,2.15,5923135
1415,59,23135,Edgewater,2014,5251,5251,0,2.25,2436,2338,98,4.04,2.16,5923135
1416,59,23135,Edgewater,2015,5219,5219,0,2.23,2436,2338,98,4.04,2.14,5923135
1417,59,23135,Edgewater,2016,5223,5223,0,2.22,2440,2354,86,3.53,2.14,5923135
1418,59,23135,Edgewater,2017,5157,5157,0,2.2,2440,2340,100,4.12,2.11,5923135
1419,59,23135,Edgewater,2018,5136,5136,0,2.19,2448,2344,104,4.23,2.1,5923135
1420,59,23135,Edgewater,2019,5065,5065,0,2.18,2448,2327,121,4.94,2.07,5923135
1421,59,23135,Edgewater,2020,4999,4999,0,2.16,2448,2314,134,5.47,2.04,5923135
1422,59,23135,Edgewater,2021,4953,4953,0,2.14,2452,2318,134,5.46,2.02,5923135
1423,59,23135,Edgewater,2022,4950,4950,0,2.09,2506,2369,137,5.47,1.98,5923135
1424,59,23135,Edgewater,2023,4939,4939,0,2.07,2519,2381,138,5.48,1.96,5923135
1425,59,23135,Edgewater,2024,4924,4924,0,2.06,2525,2387,138,5.47,1.95,5923135
1426,39,23740,Elizabeth,2010,1358,1358,0,2.78,531,489,42,7.91,2.56,3923740
1427,39,23740,Elizabeth,2011,1347,1347,0,2.78,529,485,44,8.26,2.55,3923740
1428,39,23740,Elizabeth,2012,1343,1343,0,2.78,527,484,43,8.16,2.55,3923740
1429,39,23740,Elizabeth,2013,1345,1345,0,2.77,524,485,39,7.5,2.57,3923740
1430,39,23740,Elizabeth,2014,1359,1359,0,2.77,522,490,32,6.19,2.6,3923740
1431,39,23740,Elizabeth,2015,1371,1371,0,2.77,520,494,26,4.92,2.64,3923740
1432,39,23740,Elizabeth,2016,1375,1375,0,2.77,519,496,23,4.49,2.65,3923740
1433,39,23740,Elizabeth,2017,1387,1387,0,2.77,518,500,18,3.42,2.68,3923740
1434,39,23740,Elizabeth,2018,1386,1386,0,2.77,516,500,16,3.08,2.69,3923740
1435,39,23740,Elizabeth,2019,1522,1522,0,2.77,571,549,22,3.85,2.67,3923740
1436,39,23740,Elizabeth,2020,1713,1700,13,2.77,634,613,21,3.31,2.68,3923740
1437,39,23740,Elizabeth,2021,2013,2000,13,2.79,741,716,25,3.37,2.7,3923740
1438,39,23740,Elizabeth,2022,2282,2269,13,2.75,854,825,29,3.4,2.66,3923740
1439,39,23740,Elizabeth,2023,2369,2356,13,2.78,877,847,30,3.42,2.69,3923740
1440,39,23740,Elizabeth,2024,2672,2659,13,2.75,1002,968,34,3.39,2.65,3923740
1441,19,24620,Empire,2010,283,283,0,1.68,199,168,31,15.46,1.42,1924620
1442,19,24620,Empire,2011,299,299,0,1.75,200,171,29,14.35,1.5,1924620
1443,19,24620,Empire,2012,303,303,0,1.76,201,172,29,14.61,1.51,1924620
1444,19,24620,Empire,2013,306,306,0,1.78,201,172,29,14.64,1.52,1924620
1445,19,24620,Empire,2014,311,311,0,1.8,202,173,29,14.56,1.54,1924620
1446,19,24620,Empire,2015,317,317,0,1.82,203,174,29,14.11,1.56,1924620
1447,19,24620,Empire,2016,323,323,0,1.84,204,176,28,13.83,1.58,1924620
1448,19,24620,Empire,2017,332,332,0,1.86,205,178,27,12.95,1.62,1924620
1449,19,24620,Empire,2018,335,335,0,1.88,206,178,28,13.43,1.63,1924620
1450,19,24620,Empire,2019,340,340,0,1.9,207,179,28,13.53,1.64,1924620
1451,19,24620,Empire,2020,343,343,0,1.91,208,180,28,13.46,1.65,1924620
1452,19,24620,Empire,2021,346,346,0,1.91,209,181,28,13.4,1.66,1924620
1453,19,24620,Empire,2022,339,339,0,1.86,210,182,28,13.33,1.61,1924620
1454,19,24620,Empire,2023,332,332,0,1.81,211,183,28,13.27,1.57,1924620
1455,19,24620,Empire,2024,331,331,0,1.81,212,183,29,13.68,1.56,1924620
1456,5,24785,Englewood,2010,30292,30001,291,2.08,15478,14393,1085,7.01,1.94,524785
1457,5,24785,Englewood,2011,30648,30360,289,2.08,15467,14567,900,5.82,1.96,524785
1458,5,24785,Englewood,2012,31027,30732,295,2.08,15435,14748,687,4.45,1.99,524785
1459,5,24785,Englewood,2013,31385,31082,303,2.08,15412,14921,491,3.19,2.02,524785
1460,5,24785,Englewood,2014,32071,31761,310,2.08,15711,15243,468,2.98,2.02,524785
1461,5,24785,Englewood,2015,33024,32706,319,2.08,16022,15693,329,2.05,2.04,524785
1462,5,24785,Englewood,2016,34017,33691,326,2.08,16484,16167,317,1.92,2.04,524785
1463,5,24785,Englewood,2017,33920,33586,334,2.08,16702,16121,581,3.48,2.01,524785
1464,5,24785,Englewood,2018,33881,33540,341,2.08,16736,16106,630,3.76,2,524785
1465,5,24785,Englewood,2019,33840,33491,349,2.08,16919,16090,829,4.9,1.98,524785
1466,5,24785,Englewood,2020,33649,33168,481,2.07,17096,15998,1098,6.42,1.94,524785
1467,5,24785,Englewood,2021,33719,33233,486,2.06,17224,16117,1107,6.42,1.93,524785
1468,5,24785,Englewood,2022,33737,33251,486,2.05,17292,16181,1111,6.42,1.92,524785
1469,5,24785,Englewood,2023,33948,33465,483,2.04,17491,16367,1124,6.42,1.91,524785
1470,5,24785,Englewood,2024,34604,34103,501,2.03,17911,16760,1151,6.42,1.9,524785
1471,13,24950,Erie (Part),2010,8428,8428,0,2.97,2895,2837,58,2,2.91,1324950
1472,13,24950,Erie (Part),2011,8711,8711,0,2.98,2975,2925,50,1.69,2.93,1324950
1473,13,24950,Erie (Part),2012,8907,8907,0,2.99,3025,2983,42,1.37,2.94,1324950
1474,13,24950,Erie (Part),2013,9022,9022,0,2.99,3052,3015,37,1.21,2.96,1324950
1475,13,24950,Erie (Part),2014,9348,9348,0,3,3157,3116,41,1.29,2.96,1324950
1476,13,24950,Erie (Part),2015,9773,9773,0,3.01,3282,3250,32,0.97,2.98,1324950
1477,13,24950,Erie (Part),2016,10339,10339,0,3.01,3464,3432,32,0.92,2.98,1324950
1478,13,24950,Erie (Part),2017,10772,10772,0,3.02,3617,3570,47,1.29,2.98,1324950
1479,13,24950,Erie (Part),2018,11525,11525,0,3.02,3870,3815,55,1.42,2.98,1324950
1480,13,24950,Erie (Part),2019,12081,12081,0,3.03,4087,3993,94,2.3,2.96,1324950
1481,13,24950,Erie (Part),2020,12742,12742,0,3.01,4330,4230,100,2.31,2.94,1324950
1482,13,24950,Erie (Part),2021,13126,13126,0,2.96,4533,4428,105,2.32,2.9,1324950
1483,13,24950,Erie (Part),2022,14382,14382,0,2.94,5003,4887,116,2.32,2.87,1324950
1484,13,24950,Erie (Part),2023,15166,15166,0,2.91,5337,5213,124,2.32,2.84,1324950
1485,13,24950,Erie (Part),2024,15916,15916,0,2.87,5684,5552,132,2.32,2.8,1324950
1486,123,24950,Erie (Part),2010,10004,10004,0,2.8,3782,3568,214,5.66,2.65,12324950
1487,123,24950,Erie (Part),2011,10487,10487,0,2.82,3916,3719,197,5.03,2.68,12324950
1488,123,24950,Erie (Part),2012,10978,10978,0,2.84,4048,3871,177,4.36,2.71,12324950
1489,123,24950,Erie (Part),2013,11483,11483,0,2.85,4185,4027,158,3.78,2.74,12324950
1490,123,24950,Erie (Part),2014,12022,12022,0,2.87,4328,4192,136,3.14,2.78,12324950
1491,123,24950,Erie (Part),2015,12605,12605,0,2.88,4490,4371,119,2.66,2.81,12324950
1492,123,24950,Erie (Part),2016,13490,13490,0,2.9,4765,4652,113,2.36,2.83,12324950
