Vintage 2024 Prepared October 2025,,,,,,,,,,,,,,
id,countyfips,placefips,municipalityname,year,totalpopulation,householdpopulation,groupquarterspopulation,householdsize,totalhousingunits,occupiedhousingunits,vacanthousingunits,vacancyrate,hpthuratio,countyplace
2885,13,47070,Lyons,2014,2062,2062,0,2.43,870,848,22,2.55,2.37,1347070
2886,13,47070,Lyons,2015,2118,2118,0,2.45,881,865,16,1.85,2.4,1347070
2887,13,47070,Lyons,2016,2145,2145,0,2.47,885,870,15,1.69,2.42,1347070
2888,13,47070,Lyons,2017,2158,2158,0,2.48,890,870,20,2.27,2.42,1347070
2889,13,47070,Lyons,2018,2193,2193,0,2.5,900,878,22,2.42,2.44,1347070
2890,13,47070,Lyons,2019,2197,2197,0,2.51,909,875,34,3.74,2.42,1347070
2891,13,47070,Lyons,2020,2196,2196,0,2.51,909,874,35,3.85,2.42,1347070
2892,13,47070,Lyons,2021,2161,2161,0,2.47,909,874,35,3.85,2.38,1347070
2893,13,47070,Lyons,2022,2145,2145,0,2.45,909,874,35,3.85,2.36,1347070
2894,13,47070,Lyons,2023,2170,2170,0,2.43,930,894,36,3.87,2.33,1347070
2895,13,47070,Lyons,2024,2156,2156,0,2.39,938,902,36,3.84,2.3,1347070
2896,21,48060,Manassa,2010,994,994,0,2.99,385,332,53,13.65,2.58,2148060
2897,21,48060,Manassa,2011,948,948,0,2.7,387,351,36,9.39,2.45,2148060
2898,21,48060,Manassa,2012,947,947,0,2.69,389,352,37,9.56,2.43,2148060
2899,21,48060,Manassa,2013,947,947,0,2.68,391,353,38,9.73,2.42,2148060
2900,21,48060,Manassa,2014,947,947,0,2.67,393,354,39,9.9,2.41,2148060
2901,21,48060,Manassa,2015,947,947,0,2.66,395,355,40,10.03,2.4,2148060
2902,21,48060,Manassa,2016,945,945,0,2.65,397,356,41,10.31,2.38,2148060
2903,21,48060,Manassa,2017,944,944,0,2.64,399,357,42,10.54,2.37,2148060
2904,21,48060,Manassa,2018,944,944,0,2.63,402,358,44,10.84,2.35,2148060
2905,21,48060,Manassa,2019,944,944,0,2.62,405,360,45,11.11,2.33,2148060
2906,21,48060,Manassa,2020,944,944,0,2.61,407,362,45,11.06,2.32,2148060
2907,21,48060,Manassa,2021,959,959,0,2.62,411,366,45,10.95,2.33,2148060
2908,21,48060,Manassa,2022,958,958,0,2.58,417,371,46,11.03,2.3,2148060
2909,21,48060,Manassa,2023,948,948,0,2.53,422,375,47,11.14,2.25,2148060
2910,21,48060,Manassa,2024,953,953,0,2.51,427,380,47,11.01,2.23,2148060
2911,83,48115,Mancos,2010,1337,1264,73,2.58,547,490,57,10.34,2.31,8348115
2912,83,48115,Mancos,2011,1219,1144,75,2.31,547,495,52,9.46,2.09,8348115
2913,83,48115,Mancos,2012,1221,1145,76,2.31,549,497,52,9.53,2.09,8348115
2914,83,48115,Mancos,2013,1222,1144,78,2.3,550,497,53,9.61,2.08,8348115
2915,83,48115,Mancos,2014,1229,1149,79,2.3,554,500,54,9.68,2.07,8348115
2916,83,48115,Mancos,2015,1232,1151,81,2.29,557,502,55,9.8,2.07,8348115
2917,83,48115,Mancos,2016,1259,1177,83,2.29,571,514,57,9.92,2.06,8348115
2918,83,48115,Mancos,2017,1268,1183,84,2.28,576,518,58,10.02,2.05,8348115
2919,83,48115,Mancos,2018,1275,1189,86,2.28,581,522,59,10.16,2.05,8348115
2920,83,48115,Mancos,2019,1282,1195,87,2.28,586,525,61,10.41,2.04,8348115
2921,83,48115,Mancos,2020,1199,1141,58,2.16,589,528,61,10.36,1.94,8348115
2922,83,48115,Mancos,2021,1213,1158,55,2.19,590,529,61,10.34,1.96,8348115
2923,83,48115,Mancos,2022,1231,1176,55,2.21,594,532,62,10.44,1.98,8348115
2924,83,48115,Mancos,2023,1258,1205,53,2.22,606,543,63,10.4,1.99,8348115
2925,83,48115,Mancos,2024,1285,1223,62,2.23,611,548,63,10.31,2,8348115
2926,41,48445,Manitou Springs,2010,5022,4989,33,1.98,2800,2519,281,10.04,1.78,4148445
2927,41,48445,Manitou Springs,2011,5074,5041,33,1.98,2789,2543,246,8.81,1.81,4148445
2928,41,48445,Manitou Springs,2012,5098,5065,33,1.98,2782,2554,228,8.19,1.82,4148445
2929,41,48445,Manitou Springs,2013,5062,5029,33,1.98,2757,2534,223,8.07,1.82,4148445
2930,41,48445,Manitou Springs,2014,4965,4931,33,1.99,2724,2484,240,8.8,1.81,4148445
2931,41,48445,Manitou Springs,2015,4932,4899,33,1.99,2696,2466,230,8.52,1.82,4148445
2932,41,48445,Manitou Springs,2016,4933,4900,33,1.99,2669,2465,204,7.64,1.84,4148445
2933,41,48445,Manitou Springs,2017,4904,4871,33,1.99,2645,2449,196,7.4,1.84,4148445
2934,41,48445,Manitou Springs,2018,4877,4844,33,1.99,2618,2435,183,7,1.85,4148445
2935,41,48445,Manitou Springs,2019,4883,4850,33,1.99,2647,2436,211,7.97,1.83,4148445
2936,41,48445,Manitou Springs,2020,4837,4834,3,1.98,2676,2439,237,8.86,1.81,4148445
2937,41,48445,Manitou Springs,2021,4844,4841,3,1.98,2686,2448,238,8.86,1.8,4148445
2938,41,48445,Manitou Springs,2022,4845,4842,3,1.97,2690,2452,238,8.86,1.8,4148445
2939,41,48445,Manitou Springs,2023,4849,4846,3,1.97,2697,2458,239,8.86,1.8,4148445
2940,41,48445,Manitou Springs,2024,4851,4848,3,1.97,2702,2463,239,8.86,1.79,4148445
2941,89,48500,Manzanola,2010,434,434,0,2.98,177,146,31,17.68,2.45,8948500
2942,89,48500,Manzanola,2011,399,399,0,2.62,177,152,25,14.07,2.25,8948500
2943,89,48500,Manzanola,2012,393,393,0,2.58,177,152,25,14.09,2.22,8948500
2944,89,48500,Manzanola,2013,387,387,0,2.54,177,152,25,14.12,2.19,8948500
2945,89,48500,Manzanola,2014,380,380,0,2.5,177,152,25,14.17,2.15,8948500
2946,89,48500,Manzanola,2015,376,376,0,2.46,177,153,24,13.71,2.12,8948500
2947,89,48500,Manzanola,2016,370,370,0,2.42,177,153,24,13.76,2.09,8948500
2948,89,48500,Manzanola,2017,363,363,0,2.38,177,152,25,13.92,2.05,8948500
2949,89,48500,Manzanola,2018,357,357,0,2.34,177,152,25,13.84,2.02,8948500
2950,89,48500,Manzanola,2019,348,348,0,2.29,176,152,24,13.64,1.98,8948500
2951,89,48500,Manzanola,2020,341,341,0,2.26,176,151,25,14.2,1.94,8948500
2952,89,48500,Manzanola,2021,339,339,0,2.25,176,151,25,14.2,1.93,8948500
2953,89,48500,Manzanola,2022,334,334,0,2.21,176,151,25,14.2,1.9,8948500
2954,89,48500,Manzanola,2023,332,332,0,2.2,176,151,25,14.2,1.89,8948500
2955,89,48500,Manzanola,2024,326,326,0,2.16,176,151,25,14.2,1.85,8948500
2956,51,48555,Marble,2010,131,131,0,2.43,105,54,51,48.57,1.25,5148555
2957,51,48555,Marble,2011,130,130,0,2.38,104,55,49,47.44,1.25,5148555
2958,51,48555,Marble,2012,129,129,0,2.33,103,55,48,46.47,1.25,5148555
2959,51,48555,Marble,2013,127,127,0,2.29,102,56,46,45.44,1.25,5148555
2960,51,48555,Marble,2014,129,129,0,2.24,102,57,45,43.82,1.26,5148555
2961,51,48555,Marble,2015,128,128,0,2.2,100,58,42,41.63,1.28,5148555
2962,51,48555,Marble,2016,128,128,0,2.15,99,60,39,39.74,1.29,5148555
2963,51,48555,Marble,2017,131,131,0,2.11,100,62,38,37.67,1.31,5148555
2964,51,48555,Marble,2018,132,132,0,2.06,101,64,37,36.43,1.31,5148555
2965,51,48555,Marble,2019,134,134,0,2.03,102,66,36,35.29,1.31,5148555
2966,51,48555,Marble,2020,133,133,0,1.96,103,68,35,33.98,1.29,5148555
2967,51,48555,Marble,2021,138,138,0,2,105,69,36,34.29,1.31,5148555
2968,51,48555,Marble,2022,136,136,0,1.94,106,70,36,33.96,1.28,5148555
2969,51,48555,Marble,2023,133,133,0,1.9,106,70,36,33.96,1.25,5148555
2970,51,48555,Marble,2024,131,131,0,1.87,106,70,36,33.96,1.24,5148555
2971,123,49600,Mead,2010,3434,3434,0,2.93,1222,1174,48,3.93,2.81,12349600
2972,123,49600,Mead,2011,3516,3516,0,2.94,1239,1196,43,3.45,2.84,12349600
2973,123,49600,Mead,2012,3737,3737,0,2.95,1304,1266,38,2.95,2.87,12349600
2974,123,49600,Mead,2013,3930,3930,0,2.97,1359,1325,34,2.52,2.89,12349600
2975,123,49600,Mead,2014,4050,4050,0,2.98,1387,1358,29,2.06,2.92,12349600
2976,123,49600,Mead,2015,4437,4437,0,3,1507,1481,26,1.7,2.94,12349600
2977,123,49600,Mead,2016,4520,4520,0,3.01,1525,1502,23,1.48,2.96,12349600
2978,123,49600,Mead,2017,4587,4587,0,3.02,1538,1518,20,1.31,2.98,12349600
2979,123,49600,Mead,2018,4709,4709,0,3.04,1574,1551,23,1.44,2.99,12349600
2980,123,49600,Mead,2019,4742,4742,0,3.05,1581,1555,26,1.64,3,12349600
2981,123,49600,Mead,2020,4781,4781,0,3.06,1588,1563,25,1.57,3.01,12349600
2982,123,49600,Mead,2021,5338,5338,0,3.03,1787,1759,28,1.57,2.99,12349600
2983,123,49600,Mead,2022,6257,6257,0,3.03,2098,2065,33,1.57,2.98,12349600
2984,123,49600,Mead,2023,6668,6668,0,3.02,2241,2206,35,1.56,2.98,12349600
2985,123,49600,Mead,2024,6915,6915,0,3,2340,2303,37,1.58,2.96,12349600
2986,103,49875,Meeker,2010,2452,2409,43,2.54,1151,947,204,17.72,2.09,10349875
2987,103,49875,Meeker,2011,2419,2336,83,2.4,1151,975,176,15.33,2.03,10349875
2988,103,49875,Meeker,2012,2403,2329,74,2.39,1150,973,177,15.38,2.03,10349875
2989,103,49875,Meeker,2013,2396,2328,68,2.39,1145,974,171,14.95,2.03,10349875
2990,103,49875,Meeker,2014,2381,2328,52,2.39,1144,976,168,14.73,2.03,10349875
2991,103,49875,Meeker,2015,2372,2323,49,2.38,1138,975,163,14.34,2.04,10349875
2992,103,49875,Meeker,2016,2367,2320,46,2.38,1134,975,159,14.02,2.05,10349875
2993,103,49875,Meeker,2017,2370,2330,40,2.38,1137,980,157,13.77,2.05,10349875
2994,103,49875,Meeker,2018,2374,2335,40,2.37,1138,984,154,13.55,2.05,10349875
2995,103,49875,Meeker,2019,2375,2339,36,2.37,1140,987,153,13.42,2.05,10349875
2996,103,49875,Meeker,2020,2372,2335,37,2.36,1140,988,152,13.33,2.05,10349875
2997,103,49875,Meeker,2021,2342,2309,33,2.35,1136,984,152,13.38,2.03,10349875
2998,103,49875,Meeker,2022,2373,2338,35,2.37,1138,986,152,13.36,2.05,10349875
2999,103,49875,Meeker,2023,2371,2335,36,2.36,1143,990,153,13.39,2.04,10349875
3000,103,49875,Meeker,2024,2378,2342,36,2.36,1146,993,153,13.35,2.04,10349875
3001,75,50040,Merino,2010,284,284,0,2.54,124,112,12,10,2.29,7550040
3002,75,50040,Merino,2011,310,310,0,2.61,125,118,7,5.21,2.48,7550040
3003,75,50040,Merino,2012,306,306,0,2.59,125,118,7,5.43,2.45,7550040
3004,75,50040,Merino,2013,304,304,0,2.57,125,118,7,5.59,2.43,7550040
3005,75,50040,Merino,2014,300,300,0,2.55,125,118,7,5.95,2.4,7550040
3006,75,50040,Merino,2015,297,297,0,2.53,125,117,8,6.29,2.38,7550040
3007,75,50040,Merino,2016,293,293,0,2.51,125,117,8,6.73,2.34,7550040
3008,75,50040,Merino,2017,290,290,0,2.49,125,116,9,6.94,2.32,7550040
3009,75,50040,Merino,2018,287,287,0,2.47,125,116,9,7.15,2.3,7550040
3010,75,50040,Merino,2019,283,283,0,2.46,125,115,10,8,2.26,7550040
3011,75,50040,Merino,2020,281,281,0,2.44,125,115,10,8,2.25,7550040
3012,75,50040,Merino,2021,282,282,0,2.43,126,116,10,7.94,2.24,7550040
3013,75,50040,Merino,2022,280,280,0,2.39,127,117,10,7.87,2.2,7550040
3014,75,50040,Merino,2023,277,277,0,2.37,127,117,10,7.87,2.18,7550040
3015,75,50040,Merino,2024,277,277,0,2.37,127,117,10,7.87,2.18,7550040
3016,123,50480,Milliken,2010,5628,5628,0,3.01,1979,1867,112,5.66,2.84,12350480
3017,123,50480,Milliken,2011,5710,5710,0,3.02,1992,1892,100,5.01,2.87,12350480
3018,123,50480,Milliken,2012,5786,5786,0,3.02,2002,1915,87,4.33,2.89,12350480
3019,123,50480,Milliken,2013,5901,5901,0,3.02,2027,1951,76,3.73,2.91,12350480
3020,123,50480,Milliken,2014,6070,6070,0,3.03,2069,2005,64,3.08,2.93,12350480
3021,123,50480,Milliken,2015,6377,6377,0,3.03,2160,2104,56,2.59,2.95,12350480
3022,123,50480,Milliken,2016,6660,6660,0,3.03,2247,2196,51,2.28,2.96,12350480
3023,123,50480,Milliken,2017,7073,7073,0,3.04,2379,2330,49,2.06,2.97,12350480
3024,123,50480,Milliken,2018,7668,7668,0,3.04,2583,2523,60,2.31,2.97,12350480
3025,123,50480,Milliken,2019,8174,8174,0,3.04,2762,2687,75,2.72,2.96,12350480
3026,123,50480,Milliken,2020,8499,8499,0,3.04,2876,2795,81,2.82,2.96,12350480
3027,123,50480,Milliken,2021,8748,8748,0,3.02,2984,2900,84,2.82,2.93,12350480
3028,123,50480,Milliken,2022,9113,9113,0,3.01,3113,3025,88,2.83,2.93,12350480
3029,123,50480,Milliken,2023,9232,9232,0,3.01,3161,3072,89,2.82,2.92,12350480
3030,123,50480,Milliken,2024,9205,9205,0,2.99,3173,3083,90,2.84,2.9,12350480
3031,37,50920,Minturn,2010,1027,1027,0,2.48,523,414,109,20.75,1.96,3750920
3032,37,50920,Minturn,2011,1021,1021,0,2.43,527,420,107,20.26,1.94,3750920
3033,37,50920,Minturn,2012,1019,1019,0,2.42,529,422,107,20.25,1.93,3750920
3034,37,50920,Minturn,2013,1014,1014,0,2.4,530,423,107,20.25,1.91,3750920
3035,37,50920,Minturn,2014,1010,1010,0,2.39,531,423,108,20.26,1.9,3750920
3036,37,50920,Minturn,2015,1007,1007,0,2.37,532,425,107,20.2,1.89,3750920
3037,37,50920,Minturn,2016,1008,1008,0,2.36,536,428,108,20.2,1.88,3750920
3038,37,50920,Minturn,2017,1009,1009,0,2.34,541,431,110,20.3,1.87,3750920
3039,37,50920,Minturn,2018,1019,1019,0,2.33,550,438,112,20.3,1.85,3750920
3040,37,50920,Minturn,2019,1028,1028,0,2.31,559,445,114,20.39,1.84,3750920
3041,37,50920,Minturn,2020,1025,1025,0,2.28,561,450,111,19.79,1.83,3750920
3042,37,50920,Minturn,2021,998,998,0,2.21,563,452,111,19.72,1.77,3750920
3043,37,50920,Minturn,2022,982,982,0,2.16,566,454,112,19.79,1.73,3750920
3044,37,50920,Minturn,2023,955,955,0,2.1,566,454,112,19.79,1.69,3750920
3045,37,50920,Minturn,2024,939,939,0,2.07,566,454,112,19.79,1.66,3750920
3046,109,51250,Moffat,2010,116,116,0,2.49,64,47,17,27.14,1.81,10951250
3047,109,51250,Moffat,2011,121,121,0,2.27,64,53,11,16.73,1.89,10951250
3048,109,51250,Moffat,2012,120,120,0,2.27,64,53,11,17.36,1.88,10951250
3049,109,51250,Moffat,2013,119,119,0,2.28,64,52,12,18.12,1.86,10951250
3050,109,51250,Moffat,2014,118,118,0,2.28,64,52,12,18.89,1.84,10951250
3051,109,51250,Moffat,2015,117,117,0,2.28,64,51,13,19.69,1.83,10951250
3052,109,51250,Moffat,2016,116,116,0,2.28,64,51,13,20.5,1.81,10951250
3053,109,51250,Moffat,2017,115,115,0,2.29,64,50,14,21.59,1.8,10951250
3054,109,51250,Moffat,2018,113,113,0,2.29,64,49,15,23.19,1.77,10951250
3055,109,51250,Moffat,2019,110,110,0,2.29,64,48,16,25,1.72,10951250
3056,109,51250,Moffat,2020,108,108,0,2.3,64,47,17,26.56,1.69,10951250
3057,109,51250,Moffat,2021,109,109,0,2.32,64,47,17,26.56,1.7,10951250
3058,109,51250,Moffat,2022,108,108,0,2.3,64,47,17,26.56,1.69,10951250
3059,109,51250,Moffat,2023,107,107,0,2.28,64,47,17,26.56,1.67,10951250
3060,109,51250,Moffat,2024,106,106,0,2.26,64,47,17,26.56,1.66,10951250
3061,105,51635,Monte Vista,2010,4451,4397,54,2.55,1905,1726,179,9.38,2.31,10551635
3062,105,51635,Monte Vista,2011,4381,4328,52,2.47,1911,1755,156,8.17,2.26,10551635
3063,105,51635,Monte Vista,2012,4365,4314,51,2.46,1915,1756,159,8.3,2.25,10551635
3064,105,51635,Monte Vista,2013,4346,4298,49,2.45,1919,1756,163,8.47,2.24,10551635
3065,105,51635,Monte Vista,2014,4332,4285,47,2.44,1923,1758,165,8.57,2.23,10551635
3066,105,51635,Monte Vista,2015,4316,4271,45,2.43,1927,1760,167,8.69,2.22,10551635
3067,105,51635,Monte Vista,2016,4301,4257,44,2.42,1931,1761,170,8.81,2.2,10551635
3068,105,51635,Monte Vista,2017,4283,4241,42,2.41,1933,1762,171,8.87,2.19,10551635
3069,105,51635,Monte Vista,2018,4270,4230,40,2.4,1940,1764,176,9.06,2.18,10551635
3070,105,51635,Monte Vista,2019,4259,4221,38,2.39,1946,1767,179,9.2,2.17,10551635
3071,105,51635,Monte Vista,2020,4245,4208,37,2.37,1955,1772,183,9.36,2.15,10551635
3072,105,51635,Monte Vista,2021,4180,4155,25,2.34,1962,1778,184,9.38,2.12,10551635
3073,105,51635,Monte Vista,2022,4130,4116,14,2.31,1967,1783,184,9.35,2.09,10551635
3074,105,51635,Monte Vista,2023,4062,4045,17,2.26,1974,1789,185,9.37,2.05,10551635
3075,105,51635,Monte Vista,2024,4019,4002,17,2.22,1985,1799,186,9.37,2.02,10551635
3076,117,51690,Montezuma,2010,65,65,0,2.6,55,25,30,54.55,1.18,11751690
3077,117,51690,Montezuma,2011,65,65,0,2.6,55,25,30,54.31,1.18,11751690
3078,117,51690,Montezuma,2012,66,66,0,2.61,55,25,30,53.72,1.2,11751690
3079,117,51690,Montezuma,2013,68,68,0,2.61,55,26,29,52.92,1.24,11751690
3080,117,51690,Montezuma,2014,69,69,0,2.62,55,26,29,52.15,1.25,11751690
3081,117,51690,Montezuma,2015,71,71,0,2.62,55,27,28,51.09,1.29,11751690
3082,117,51690,Montezuma,2016,72,72,0,2.63,55,27,28,50.25,1.31,11751690
3083,117,51690,Montezuma,2017,73,73,0,2.63,55,28,27,49.93,1.33,11751690
3084,117,51690,Montezuma,2018,74,74,0,2.64,56,28,28,50.11,1.32,11751690
3085,117,51690,Montezuma,2019,75,75,0,2.68,57,28,29,50.88,1.32,11751690
3086,117,51690,Montezuma,2020,74,74,0,2.64,57,28,29,50.88,1.3,11751690
3087,117,51690,Montezuma,2021,72,72,0,2.57,57,28,29,50.88,1.26,11751690
3088,117,51690,Montezuma,2022,70,70,0,2.5,57,28,29,50.88,1.23,11751690
3089,117,51690,Montezuma,2023,69,69,0,2.46,57,28,29,50.88,1.21,11751690
3090,117,51690,Montezuma,2024,71,71,0,2.54,58,28,30,51.72,1.22,11751690
3091,85,51745,Montrose,2010,19179,18731,448,2.37,8697,7892,805,9.26,2.15,8551745
3092,85,51745,Montrose,2011,20280,19823,458,2.37,8742,8378,364,4.17,2.27,8551745
3093,85,51745,Montrose,2012,20251,19784,468,2.35,8782,8402,380,4.32,2.25,8551745
3094,85,51745,Montrose,2013,20186,19709,477,2.34,8805,8412,393,4.46,2.24,8551745
3095,85,51745,Montrose,2014,20117,19630,487,2.33,8829,8420,409,4.63,2.22,8551745
3096,85,51745,Montrose,2015,20090,19593,497,2.32,8873,8447,426,4.81,2.21,8551745
3097,85,51745,Montrose,2016,20064,19558,507,2.31,8926,8475,451,5.06,2.19,8551745
3098,85,51745,Montrose,2017,20065,19548,516,2.3,8994,8514,480,5.34,2.17,8551745
3099,85,51745,Montrose,2018,20145,19619,526,2.28,9115,8589,526,5.77,2.15,8551745
3100,85,51745,Montrose,2019,20450,19914,536,2.27,9347,8758,589,6.3,2.13,8551745
3101,85,51745,Montrose,2020,20392,20083,309,2.26,9529,8899,630,6.61,2.11,8551745
3102,85,51745,Montrose,2021,20757,20423,334,2.24,9752,9107,645,6.61,2.09,8551745
3103,85,51745,Montrose,2022,21105,20777,328,2.23,9974,9315,659,6.61,2.08,8551745
3104,85,51745,Montrose,2023,21391,21069,322,2.22,10174,9501,673,6.61,2.07,8551745
3105,85,51745,Montrose,2024,21647,21319,328,2.22,10303,9622,681,6.61,2.07,8551745
3106,41,51800,Monument,2010,5564,5564,0,3.07,1887,1813,74,3.92,2.95,4151800
3107,41,51800,Monument,2011,6043,6043,0,3.05,2052,1979,73,3.54,2.94,4151800
3108,41,51800,Monument,2012,6452,6452,0,3.04,2199,2125,74,3.38,2.93,4151800
3109,41,51800,Monument,2013,6860,6860,0,3.02,2352,2272,80,3.42,2.92,4151800
3110,41,51800,Monument,2014,7244,7244,0,3,2508,2412,96,3.82,2.89,4151800
3111,41,51800,Monument,2015,7658,7658,0,2.99,2665,2564,101,3.8,2.87,4151800
3112,41,51800,Monument,2016,8088,8088,0,2.97,2821,2722,99,3.5,2.87,4151800
3113,41,51800,Monument,2017,8914,8914,0,2.95,3126,3017,109,3.48,2.85,4151800
3114,41,51800,Monument,2018,9770,9770,0,2.94,3442,3326,116,3.38,2.84,4151800
3115,41,51800,Monument,2019,10142,10142,0,2.92,3614,3472,142,3.93,2.81,4151800
3116,41,51800,Monument,2020,10479,10479,0,2.89,3793,3625,168,4.43,2.76,4151800
3117,41,51800,Monument,2021,10700,10700,0,2.8,3993,3816,177,4.43,2.68,4151800
3118,41,51800,Monument,2022,10809,10809,0,2.66,4255,4066,189,4.43,2.54,4151800
3119,41,51800,Monument,2023,11090,11090,0,2.49,4657,4450,207,4.43,2.38,4151800
3120,41,51800,Monument,2024,11333,11333,0,2.41,4930,4711,219,4.43,2.3,4151800
3121,59,52075,Morrison,2010,428,282,146,2.07,141,136,5,3.55,2,5952075
3122,59,52075,Morrison,2011,431,284,147,2.08,141,136,5,3.31,2.01,5952075
3123,59,52075,Morrison,2012,414,266,148,2.09,131,127,4,2.96,2.03,5952075
3124,59,52075,Morrison,2013,417,267,150,2.1,131,127,4,2.71,2.04,5952075
3125,59,52075,Morrison,2014,420,269,151,2.1,131,128,3,2.33,2.05,5952075
3126,59,52075,Morrison,2015,422,270,152,2.11,131,128,3,2.46,2.06,5952075
3127,59,52075,Morrison,2016,424,272,153,2.12,131,128,3,2.28,2.08,5952075
3128,59,52075,Morrison,2017,424,271,153,2.13,131,127,4,2.81,2.07,5952075
3129,59,52075,Morrison,2018,426,271,155,2.14,131,127,4,3.06,2.07,5952075
3130,59,52075,Morrison,2019,425,270,155,2.14,131,126,5,3.82,2.06,5952075
3131,59,52075,Morrison,2020,396,269,127,2.15,131,125,6,4.58,2.05,5952075
3132,59,52075,Morrison,2021,399,266,133,2.13,131,125,6,4.58,2.03,5952075
3133,59,52075,Morrison,2022,373,260,113,2.08,131,125,6,4.58,1.98,5952075
3134,59,52075,Morrison,2023,387,260,127,2.06,132,126,6,4.55,1.97,5952075
3135,59,52075,Morrison,2024,393,259,134,2.06,132,126,6,4.55,1.96,5952075
3136,59,52350,Mountain View,2010,508,508,0,1.96,278,259,19,6.83,1.83,5952350
3137,59,52350,Mountain View,2011,515,515,0,1.97,278,261,17,5.94,1.85,5952350
3138,59,52350,Mountain View,2012,523,523,0,1.98,278,264,14,4.94,1.88,5952350
3139,59,52350,Mountain View,2013,524,524,0,1.99,275,263,12,4.21,1.91,5952350
3140,59,52350,Mountain View,2014,531,531,0,2,275,266,9,3.36,1.93,5952350
3141,59,52350,Mountain View,2015,534,534,0,2.01,275,266,9,3.29,1.94,5952350
3142,59,52350,Mountain View,2016,539,539,0,2.02,275,267,8,2.81,1.96,5952350
3143,59,52350,Mountain View,2017,539,539,0,2.03,275,266,9,3.2,1.96,5952350
3144,59,52350,Mountain View,2018,540,540,0,2.03,274,265,9,3.2,1.97,5952350
3145,59,52350,Mountain View,2019,540,540,0,2.05,274,264,10,3.65,1.97,5952350
3146,59,52350,Mountain View,2020,540,540,0,2.05,274,263,11,4.01,1.97,5952350
3147,59,52350,Mountain View,2021,535,535,0,2.03,274,263,11,4.01,1.95,5952350
3148,59,52350,Mountain View,2022,523,523,0,1.99,274,263,11,4.01,1.91,5952350
3149,59,52350,Mountain View,2023,517,517,0,1.97,273,262,11,4.03,1.89,5952350
3150,59,52350,Mountain View,2024,516,516,0,1.96,274,263,11,4.01,1.88,5952350
3151,113,52550,Mountain Village,2010,1313,1313,0,2.23,1626,588,1038,63.84,0.81,11352550
3152,113,52550,Mountain Village,2011,1166,1166,0,1.77,1633,659,974,59.64,0.71,11352550
3153,113,52550,Mountain Village,2012,1178,1178,0,1.79,1636,659,977,59.72,0.72,11352550
3154,113,52550,Mountain Village,2013,1191,1191,0,1.81,1640,659,981,59.82,0.73,11352550
3155,113,52550,Mountain Village,2014,1214,1214,0,1.83,1660,665,995,59.97,0.73,11352550
3156,113,52550,Mountain Village,2015,1213,1213,0,1.84,1664,658,1006,60.47,0.73,11352550
3157,113,52550,Mountain Village,2016,1223,1223,0,1.86,1670,656,1014,60.7,0.73,11352550
3158,113,52550,Mountain Village,2017,1233,1233,0,1.88,1676,655,1021,60.93,0.74,11352550
3159,113,52550,Mountain Village,2018,1239,1239,0,1.9,1687,652,1035,61.36,0.73,11352550
3160,113,52550,Mountain Village,2019,1249,1249,0,1.92,1695,651,1044,61.59,0.74,11352550
3161,113,52550,Mountain Village,2020,1261,1261,0,1.93,1707,652,1055,61.8,0.74,11352550
3162,113,52550,Mountain Village,2021,1268,1268,0,1.93,1719,657,1062,61.78,0.74,11352550
3163,113,52550,Mountain Village,2022,1248,1248,0,1.89,1729,660,1069,61.83,0.72,11352550
3164,113,52550,Mountain Village,2023,1221,1221,0,1.84,1741,665,1076,61.8,0.7,11352550
3165,113,52550,Mountain Village,2024,1231,1231,0,1.8,1786,682,1104,61.81,0.69,11352550
3166,51,52570,Mount Crested Butte,2010,798,798,0,2,1510,399,1111,73.58,0.53,5152570
3167,51,52570,Mount Crested Butte,2011,800,800,0,2,1495,399,1096,73.29,0.54,5152570
3168,51,52570,Mount Crested Butte,2012,796,796,0,2.01,1481,396,1085,73.26,0.54,5152570
3169,51,52570,Mount Crested Butte,2013,794,794,0,2.01,1469,394,1075,73.17,0.54,5152570
3170,51,52570,Mount Crested Butte,2014,819,819,0,2.02,1457,406,1051,72.13,0.56,5152570
3171,51,52570,Mount Crested Butte,2015,876,876,0,2.02,1449,433,1016,70.1,0.6,5152570
3172,51,52570,Mount Crested Butte,2016,916,916,0,2.03,1436,452,984,68.54,0.64,5152570
3173,51,52570,Mount Crested Butte,2017,966,966,0,2.03,1424,475,949,66.61,0.68,5152570
3174,51,52570,Mount Crested Butte,2018,973,973,0,2.04,1411,478,933,66.12,0.69,5152570
3175,51,52570,Mount Crested Butte,2019,996,996,0,2.04,1402,488,914,65.19,0.71,5152570
3176,51,52570,Mount Crested Butte,2020,941,941,0,2.05,1392,460,932,66.95,0.68,5152570
3177,51,52570,Mount Crested Butte,2021,966,966,0,2.07,1410,466,944,66.95,0.69,5152570
3178,51,52570,Mount Crested Butte,2022,953,953,0,2.03,1420,469,951,66.97,0.67,5152570
3179,51,52570,Mount Crested Butte,2023,952,952,0,1.99,1446,478,968,66.94,0.66,5152570
3180,51,52570,Mount Crested Butte,2024,942,942,0,1.96,1455,481,974,66.94,0.65,5152570
3181,85,53120,Naturita,2010,543,543,0,2.58,264,211,53,20.25,2.06,8553120
3182,85,53120,Naturita,2011,518,518,0,2.16,264,240,24,9.01,1.96,8553120
3183,85,53120,Naturita,2012,516,516,0,2.15,264,240,24,9.23,1.95,8553120
